證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,6739824,"2,265",282790258,41.90,42.15,41.75,42.00,,0.0,42.00,22,42.05,90,14.53,
亞泥,1821084,988,69935557,38.40,38.50,38.35,38.35,-,0.1,38.35,77,38.40,1,13.95,
嘉泥,229080,85,3139119,13.70,13.75,13.70,13.70,,0.0,13.70,12,13.75,178,7.45,
環泥,666658,369,19892999,30.00,30.05,29.65,29.85,-,0.15,29.85,6,29.90,34,13.09,
幸福,1446198,524,16040178,11.10,11.20,11.05,11.05,-,0.3,11.05,84,11.10,3,14.17,
信大,75150,15,1043719,13.90,13.95,13.80,13.90,+,0.1,13.80,29,13.90,8,15.44,
東泥,15020,9,246478,16.25,16.45,16.25,16.45,+,0.15,16.40,3,16.50,4,74.77,
味全,615216,255,15502372,25.25,25.30,25.15,25.15,,0.0,25.15,123,25.20,58,30.67,
味王,70666,53,1663273,23.70,23.70,23.45,23.50,-,0.1,23.50,55,23.55,16,27.98,
大成,4459502,"1,814",124127854,27.50,28.25,27.45,27.95,+,0.55,27.95,13,28.00,118,8.13,
大飲,67037,34,1486470,22.30,22.35,22.05,22.30,,0.0,22.20,1,22.30,14,101.36,
卜蜂,674218,367,18640347,27.75,27.80,27.50,27.75,,0.0,27.70,23,27.75,11,8.95,
統一,3722422,"1,507",192489314,52.00,52.00,51.40,51.80,-,0.2,51.70,1,51.80,387,25.77,
愛之味,702801,265,5729030,8.19,8.20,8.13,8.14,-,0.05,8.13,44,8.14,24,0.00,
泰山,547849,241,6884502,12.50,12.65,12.50,12.60,+,0.15,12.55,18,12.60,139,0.00,
福壽,12155,34,181428,14.95,14.95,14.90,14.90,,0.0,14.90,1,14.95,19,39.21,
台榮,80060,47,857234,10.70,10.80,10.60,10.75,,0.0,10.70,2,10.75,35,35.83,
福懋油,137320,71,2897402,20.90,21.20,20.90,21.05,-,0.05,21.05,9,21.10,2,"2,105.00",
佳格,426251,278,32698363,76.60,77.10,76.50,76.90,-,0.4,76.70,47,76.90,31,27.66,
聯華,852270,412,18155181,21.45,21.45,21.15,21.25,-,0.2,21.20,23,21.25,42,9.49,
聯華食,179534,143,5999627,33.65,33.65,33.25,33.40,-,0.25,33.35,1,33.40,5,22.72,
大統益,95187,65,7578160,80.00,80.00,79.10,79.60,-,0.4,79.50,48,79.70,1,16.05,
天仁,54056,33,2535925,47.00,47.00,46.80,46.80,-,0.2,46.80,3,47.00,1,18.43,
黑松,72250,80,2721740,37.85,37.85,37.50,37.60,-,0.25,37.60,28,37.75,1,18.80,
興泰,175030,81,4699091,27.10,27.10,26.60,26.60,-,0.4,26.60,5,26.70,2,11.13,
宏亞,24579,121,623289,25.30,25.45,25.30,25.30,-,0.15,25.20,3,25.45,4,16.32,
綠悅-KY,234258,198,33156006,144.00,144.50,139.50,140.50,-,3.5,140.50,2,141.00,1,13.56,
台塑,5171386,"2,077",384340764,74.80,75.20,74.00,74.00,-,1.7,74.00,534,74.10,1,26.15,
南亞,3048246,"1,167",207111161,68.30,68.30,67.80,67.90,-,0.4,67.80,110,67.90,5,15.33,
台聚,1460720,685,23682626,16.30,16.35,16.10,16.10,-,0.05,16.10,267,16.15,518,23.00,
華夏,3655406,"1,322",48959768,13.60,13.60,13.30,13.30,-,0.3,13.30,493,13.35,3,19.56,
三芳,508876,281,20098745,39.55,39.70,39.10,39.60,+,0.05,39.60,77,39.65,12,15.35,
亞聚,909767,437,18851940,20.80,20.85,20.65,20.70,-,0.1,20.70,9,20.75,177,18.00,
台達化,571784,254,5284624,9.16,9.31,9.16,9.20,+,0.04,9.19,1,9.20,1,0.00,
台苯,10177562,"2,689",151301863,14.40,15.20,14.40,14.95,+,0.6,14.90,26,14.95,40,0.00,
國喬,5449808,"1,774",98445744,17.80,18.30,17.70,17.95,+,0.15,17.95,172,18.00,77,17.60,
國喬特,2000,1,43000,21.50,21.50,21.50,21.50,X,0.0,21.50,6,21.75,1,0.00,
聯成,4685983,956,52590650,11.05,11.35,11.00,11.35,+,0.3,11.30,5,11.35,185,0.00,
中石化,21632747,"4,493",238734573,10.85,11.20,10.75,11.05,+,0.2,11.05,212,11.10,207,0.00,
達新,87801,82,2406477,27.55,27.80,27.20,27.60,+,0.05,27.55,1,27.60,6,29.05,
