證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,5090694,"2,211",189863606,37.10,37.50,37.00,37.40,+,0.2,37.35,3,37.40,21,15.58,
亞泥,2218935,"1,308",76514794,34.50,34.80,34.25,34.60,+,0.1,34.55,12,34.60,364,13.62,
嘉泥,164735,94,1777473,10.80,10.85,10.70,10.75,,0.0,10.70,380,10.75,7,0.00,
環泥,232981,145,5416756,23.20,23.55,23.10,23.20,-,0.35,23.20,1,23.25,15,10.84,
幸福,113593,77,1172806,10.30,10.35,10.25,10.35,+,0.05,10.30,7,10.35,62,8.92,
東泥,48000,25,723900,15.20,15.20,14.80,15.15,-,0.2,14.90,5,15.15,2,89.12,
味全,2274710,869,44336240,19.75,19.80,19.30,19.35,-,0.4,19.30,105,19.35,18,0.00,
味王,38253,35,802237,20.95,21.05,20.90,21.00,-,0.15,20.95,10,21.00,1,15.79,
大成,708935,404,13891828,19.80,19.80,19.50,19.50,-,0.25,19.50,72,19.55,35,17.89,
大飲,37000,28,574450,15.50,15.65,15.40,15.65,+,0.05,15.40,8,15.65,3,41.18,
卜蜂,879337,387,19702805,22.50,22.55,22.30,22.35,-,0.05,22.30,2,22.35,5,8.04,
統一,8966948,"4,088",494154276,55.40,55.60,54.80,55.40,-,0.2,55.30,4,55.40,376,24.09,
愛之味,481025,180,3325395,6.90,6.95,6.88,6.88,,0.0,6.88,16,6.92,11,0.00,
泰山,193790,76,2038565,10.60,10.65,10.45,10.45,-,0.15,10.45,5,10.55,16,80.38,
福壽,164051,17,2427598,14.80,14.85,14.75,14.80,-,0.05,14.75,10,14.85,62,44.85,
台榮,19184,13,189023,9.85,9.88,9.84,9.85,-,0.01,9.85,3,9.86,3,41.04,
福懋油,30983,14,726854,23.40,23.50,23.35,23.35,,0.0,23.35,9,23.50,30,101.52,
佳格,1242065,858,97535590,78.70,78.80,78.30,78.80,+,0.2,78.70,3,78.80,22,22.58,
聯華,555517,289,11092131,19.85,20.00,19.85,20.00,+,0.15,19.90,79,20.00,78,10.75,
聯華食,91449,55,2565522,28.30,28.35,27.90,27.95,-,0.45,27.95,4,28.00,7,13.44,
大統益,22000,20,1607800,73.10,73.40,72.80,73.00,-,0.5,73.00,5,73.40,1,12.05,
天仁,25030,17,963120,38.40,38.60,38.35,38.60,+,0.25,38.35,1,38.60,2,18.29,
黑松,61354,46,1958155,32.30,32.30,31.80,31.80,-,0.3,31.75,6,31.85,1,23.04,
興泰,12000,7,217900,18.20,18.20,18.10,18.20,,0.0,18.10,5,18.20,17,0.00,
宏亞,9002,6,194942,21.60,21.70,21.60,21.60,,0.0,21.60,13,21.90,1,23.74,
綠悅-KY,213078,146,26335750,125.00,125.00,122.50,124.00,,0.0,123.50,1,124.00,8,11.49,
台塑,5788023,"3,149",450866075,78.40,78.40,77.40,78.30,-,0.2,78.00,21,78.30,239,23.17,
南亞,3628099,"2,022",239082989,66.50,66.50,65.50,65.90,-,0.6,65.80,6,65.90,358,15.88,
台聚,2005027,584,26720651,13.45,13.50,13.25,13.25,-,0.2,13.25,119,13.30,3,16.56,
華夏,7652813,"2,413",105968099,13.75,14.15,13.55,13.90,+,0.2,13.90,15,13.95,19,16.16,
三芳,417918,311,17548658,42.00,42.35,41.90,42.00,,0.0,41.90,27,42.00,45,16.15,
亞聚,401781,165,7548927,19.00,19.00,18.70,18.90,-,0.1,18.80,2,18.90,4,16.58,
台達化,358811,104,3272605,9.16,9.16,9.10,9.12,-,0.04,9.12,3,9.13,2,0.00,
台苯,746661,322,10679309,14.40,14.50,14.20,14.35,-,0.05,14.30,1,14.35,41,44.84,
國喬,4349781,"1,352",69057653,16.00,16.15,15.75,15.95,,0.0,15.95,72,16.00,47,11.47,
國喬特,0,0,0,--,--,--,--,,0.0,21.85,10,22.20,5,0.00,
聯成,1540348,214,15346606,9.97,10.05,9.94,9.98,-,0.01,9.96,10,9.98,14,26.97,
中石化,4402068,"1,297",39430619,8.97,9.01,8.92,8.92,-,0.04,8.92,208,8.93,9,13.31,
達新,34000,17,799250,23.50,23.65,23.45,23.65,-,0.05,23.50,23,23.65,2,18.19,
上曜,55492,29,557518,10.00,10.10,10.00,10.10,-,0.1,10.05,80,10.10,4,0.00,
東陽,3603770,"1,744",130868791,36.00,36.70,35.80,36.25,+,0.25,36.25,34,36.35,3,27.05,
大洋,98000,59,2839950,28.70,29.30,28.70,28.70,,0.0,28.70,2,28.90,5,0.00,
永裕,73052,65,1998819,27.50,27.60,27.20,27.30,-,0.15,27.30,1,27.40,1,9.96,
地球,45000,18,510100,11.35,11.40,11.30,11.30,-,0.1,11.35,1,11.40,4,21.32,
恆大,75096,41,1511724,20.20,20.20,20.05,20.05,-,0.1,20.05,105,20.10,2,26.38,
台化,2809567,"1,539",212177739,75.50,75.80,75.10,75.70,,0.0,75.50,22,75.70,716,29.34,
再生-KY,5077084,"2,528",122376966,24.20,24.70,23.60,24.05,-,0.4,24.05,1,24.10,33,10.02,
廣華-KY,8016475,"3,941",1038465445,122.50,133.50,122.50,132.50,+,11.0,132.50,6,133.00,10,15.59,
昭輝,577842,357,32636483,57.90,57.90,55.70,56.00,-,1.3,56.00,3,56.20,1,15.56,
勝悅-KY,688614,522,52142085,76.40,76.50,75.10,75.40,-,1.2,75.40,4,75.50,1,7.47,
遠東新,4579667,"2,002",138661946,30.50,30.50,30.15,30.30,-,0.2,30.25,1,30.30,31,14.43,
新纖,790432,307,7114760,9.01,9.05,8.96,8.96,-,0.05,8.96,48,9.02,113,20.36,
南染,132304,35,3212026,24.50,24.50,23.85,24.30,+,0.4,24.30,4,24.35,2,14.21,
宏洲,44374,19,396049,9.05,9.05,8.81,8.85,-,0.05,8.85,4,8.95,10,0.00,
東和,109313,30,761811,7.01,7.01,6.95,6.95,+,0.01,6.93,13,6.99,11,0.00,
廣豐,485313,142,8508902,17.75,17.75,17.35,17.50,-,0.25,17.40,6,17.50,11,9.36,
嘉裕,509423,184,2994846,5.92,5.95,5.82,5.88,-,0.04,5.88,35,5.92,14,0.00,
東華,2230,4,10703,4.80,4.80,4.80,4.80,-,0.29,4.82,10,5.40,2,0.00,
新紡,41166,11,1581524,38.60,38.60,38.35,38.40,-,0.2,38.35,1,38.45,8,0.00,
利華,43000,7,305890,7.12,7.13,7.08,7.13,-,0.03,7.08,50,7.13,13,0.00,
大魯閣,352900,121,7305703,20.80,20.80,20.60,20.75,-,0.05,20.65,5,20.75,10,0.00,
福懋,778650,496,25563252,33.00,33.10,32.60,32.90,-,0.1,32.75,171,32.90,10,16.13,
中福,34110,18,169444,4.96,5.02,4.94,4.99,-,0.04,4.94,13,5.00,4,0.00,
華友聯,65369,25,2642999,40.50,40.60,39.90,40.55,,0.0,40.40,2,40.55,3,32.70,
勤益控,764000,190,9225300,11.90,12.30,11.85,12.30,+,0.5,12.20,7,12.30,31,33.24,
裕豐,0,0,0,--,--,--,--,,0.0,4.73,2,4.97,5,28.65,
中和,44000,13,577750,13.10,13.15,13.05,13.10,-,0.2,13.05,2,13.15,1,218.33,
南紡,1284382,561,19989101,15.70,15.70,15.35,15.60,-,0.1,15.60,12,15.65,1,30.00,
大東,40362,32,310041,7.81,7.81,7.64,7.70,-,0.11,7.67,1,7.70,8,0.00,
名軒,202495,39,3790002,18.60,18.85,18.50,18.80,+,0.2,18.70,1,18.75,11,7.90,
立益,35999,15,180583,5.10,5.10,4.89,5.10,+,0.1,4.93,2,5.10,17,0.00,
力麗,1214929,439,11480778,9.50,9.50,9.40,9.46,-,0.08,9.46,84,9.47,49,24.89,
大宇,367000,124,3543780,9.68,9.75,9.59,9.75,-,0.03,9.61,20,9.75,5,27.86,
宏和,119200,45,2363240,20.00,20.00,19.70,19.70,-,0.3,19.70,3,19.80,6,0.00,
力鵬,712717,274,6589421,9.27,9.29,9.22,9.22,-,0.07,9.22,25,9.25,1,36.88,
佳和,54442,27,393476,7.30,7.35,7.12,7.25,-,0.05,7.25,1,7.31,5,0.00,
年興,98836,76,2101756,21.40,21.40,21.10,21.10,-,0.3,21.10,22,21.20,1,21.98,
宏益,2534136,"1,292",66951631,25.85,26.75,25.85,26.55,+,0.7,26.55,5,26.60,7,10.37,
大將,80084,50,682894,8.53,8.60,8.45,8.49,-,0.04,8.48,2,8.50,1,16.02,
台富,445811,155,4526090,10.20,10.25,10.10,10.10,-,0.15,10.10,33,10.15,8,12.78,
集盛,3376162,"1,542",32602151,9.79,9.82,9.55,9.56,-,0.21,9.56,143,9.57,4,22.76,
怡華,22,1,102,--,--,--,--,,0.0,4.90,12,--,0,0.00,
宜進,1766735,629,24414141,13.80,13.90,13.70,13.80,,0.0,13.80,219,13.85,31,8.12,
聯發,589349,227,7586916,12.90,13.00,12.85,12.85,-,0.05,12.85,35,12.90,18,11.79,
宏遠,1794765,749,30215605,16.85,17.00,16.75,16.80,-,0.1,16.80,121,16.85,3,18.06,
強盛,217000,65,3431650,15.80,15.90,15.75,15.75,-,0.1,15.75,4,15.85,2,24.23,
得力,6070503,"3,081",206098891,34.40,34.65,33.70,33.85,-,0.65,33.85,18,33.90,16,7.56,
偉全,28307,15,381344,13.50,13.50,13.40,13.40,-,0.1,13.40,11,13.50,11,16.54,
聚隆,127200,50,2120000,16.65,16.80,16.60,16.60,-,0.2,16.60,13,16.70,2,138.33,
南緯,372006,202,4969676,13.60,13.60,13.25,13.30,-,0.25,13.30,5,13.35,60,27.71,
昶和,23002,11,216888,9.53,9.55,9.33,9.55,+,0.09,9.33,7,9.58,1,0.00,
理隆,0,0,0,--,--,--,--,,0.0,12.20,3,12.60,1,315.00,
大統新創,45005,6,846002,18.70,18.80,18.70,18.80,+,0.2,17.95,1,19.95,1,29.84,
首利,753265,235,3642840,4.98,4.98,4.77,4.77,-,0.12,4.77,18,4.79,10,0.00,
三洋紡,40000,25,585250,14.90,14.90,14.50,14.60,-,0.3,14.60,7,14.70,1,0.00,
台南,34200,25,900300,26.60,26.60,26.20,26.20,-,0.4,26.15,3,26.50,1,29.44,
弘裕,382310,152,3888945,10.25,10.25,10.10,10.10,-,0.15,10.10,31,10.20,43,14.64,
本盟,1000,1,7860,7.86,7.86,7.86,7.86,-,0.14,7.86,2,7.98,1,0.00,
儒鴻,1054197,934,501230382,479.50,480.00,471.50,471.50,-,1.5,471.50,11,473.00,3,35.40,
聚陽,886758,826,214835242,242.00,245.00,240.00,243.00,+,1.5,242.50,2,243.00,25,23.99,
士電,18124,16,725252,40.10,40.15,39.90,40.00,,0.0,39.95,1,40.00,7,16.39,
東元,4122757,"2,051",116924953,28.75,28.95,27.95,28.35,-,0.3,28.30,5,28.35,133,16.58,
正道,84706,44,1353175,16.20,16.20,15.80,16.05,+,0.05,15.95,3,16.05,2,72.95,
永大,1754711,925,93777922,54.10,54.60,52.90,53.00,-,1.2,52.90,48,53.00,55,10.43,
瑞利,1524878,344,7048260,4.30,4.73,4.29,4.73,+,0.43,4.73,510,--,0,0.00,
中興電,201757,128,3560271,17.65,17.70,17.60,17.60,-,0.1,17.60,6,17.65,3,11.07,
亞力,89000,34,734710,8.33,8.33,8.20,8.32,+,0.09,8.30,1,8.32,2,12.06,
力山,1368207,479,16727415,12.35,12.50,12.00,12.05,-,0.25,12.05,25,12.10,20,14.88,
川飛,6433,10,150030,23.30,23.40,23.30,23.40,-,0.4,23.40,2,24.30,1,5.09,
利奇,262275,142,3286123,12.60,12.65,12.45,12.50,-,0.1,12.45,15,12.50,19,14.53,
華城,726361,243,11501731,16.00,16.00,15.60,15.70,-,0.25,15.70,25,15.75,11,13.08,
大億,383137,330,33830240,88.30,89.30,87.90,87.90,-,1.6,87.90,2,88.30,1,15.16,
堤維西,7100696,"2,617",168115480,23.30,23.90,23.25,23.85,+,0.55,23.80,87,23.85,12,13.25,
耿鼎,55000,26,287130,5.17,5.26,5.13,5.21,+,0.04,5.21,19,5.23,8,0.00,
江申,338185,199,29329210,87.00,88.00,85.60,86.00,-,1.0,86.00,7,86.10,7,17.17,
日馳,33002,21,432576,13.20,13.20,13.05,13.05,-,0.15,13.05,3,13.15,7,12.55,
恩德,169129,80,1665634,10.00,10.05,9.73,9.73,-,0.27,9.72,11,9.73,18,0.00,
樂士,6836318,109,41129146,5.88,6.10,5.88,6.02,+,0.28,6.02,190,6.10,14,0.00,
亞崴,20883,20,616590,29.40,29.75,29.40,29.50,,0.0,29.40,6,29.65,2,11.30,
高林股,62000,31,1107150,17.95,17.95,17.80,17.90,+,0.05,17.80,10,17.90,10,21.31,
勤美,508615,234,14823114,29.15,29.20,29.05,29.20,+,0.05,29.20,17,29.25,2,13.58,
車王電,553000,396,26380000,48.50,48.60,47.20,47.30,-,0.6,47.30,4,47.40,4,31.12,
中宇,34653,27,2137186,61.60,62.00,61.50,61.70,+,0.1,61.60,8,61.70,1,11.43,
和大,2070800,"1,366",218707500,105.50,107.50,104.50,105.00,-,1.0,105.00,20,105.50,1,29.17,
廣隆,520351,427,61699944,119.50,120.00,117.50,118.00,-,1.5,118.00,28,118.50,26,14.03,
正峰新,168407,59,843130,5.08,5.08,4.93,4.97,-,0.11,4.96,14,4.99,10,0.00,
巨庭,2756168,"1,641",106604084,38.30,39.30,37.95,38.10,-,0.05,38.10,7,38.20,5,16.42,
喬福,91430,46,1568717,17.20,17.30,17.05,17.10,-,0.1,17.10,22,17.15,3,8.14,
錩泰,668380,529,38493436,58.60,58.70,57.10,57.10,-,0.9,57.10,2,57.40,5,23.99,
伸興,162214,153,23152994,144.50,144.50,141.00,142.00,-,3.5,141.50,13,142.00,1,10.45,
中砂,323773,271,19011687,59.00,59.10,58.40,58.50,,0.0,58.50,1,58.60,1,13.33,
倉佑,380080,236,6806720,17.70,18.35,17.40,17.85,+,0.15,17.85,2,17.90,6,16.84,
信錦,196071,155,10124799,51.80,52.10,51.30,51.60,-,0.2,51.50,8,51.60,1,9.38,
程泰,19080,19,1247880,65.90,65.90,65.10,65.10,-,0.1,65.00,10,65.20,1,9.92,
永冠-KY,824148,687,179644616,218.50,220.50,215.50,217.00,-,1.5,217.00,8,218.00,1,23.28,
亞德客-KY,230350,211,39604000,171.50,173.00,170.50,171.00,,0.0,171.00,45,172.00,2,19.43,
