證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,4663289,"1,373",202335210,43.20,43.55,42.90,43.35,+,0.35,43.30,518,43.35,"1,718",15.00,
亞泥,3315601,"1,541",127095886,38.30,38.40,38.30,38.30,,0.0,38.30,114,38.35,20,13.93,
嘉泥,420544,112,5749729,13.70,13.70,13.60,13.70,,0.0,13.70,40,13.75,12,7.45,
環泥,340270,127,9173944,26.80,27.10,26.80,27.00,+,0.15,27.00,25,27.05,13,11.84,
幸福,434649,146,4512333,10.50,10.50,10.30,10.35,-,0.15,10.35,26,10.40,5,13.27,
信大,25100,12,348140,13.90,13.90,13.85,13.85,-,0.05,13.85,3,13.90,6,15.39,
東泥,14026,12,233481,16.70,16.85,16.55,16.70,,0.0,16.55,1,16.70,9,75.91,
味全,599814,281,15477332,25.85,25.95,25.75,25.80,-,0.05,25.75,29,25.80,12,31.46,
味王,45418,42,1068062,23.45,23.70,23.45,23.60,+,0.1,23.55,5,23.60,1,28.10,
大成,1149257,558,31620586,27.60,27.70,27.45,27.45,-,0.15,27.45,96,27.50,7,7.98,
大飲,64001,43,1389723,21.70,21.80,21.60,21.75,+,0.05,21.70,2,21.75,24,108.75,
卜蜂,468528,264,12992183,27.70,27.90,27.65,27.70,-,0.05,27.70,14,27.75,67,8.94,
統一,7681785,"2,448",399874259,52.00,52.50,51.80,52.10,-,0.2,52.10,42,52.20,170,25.92,
愛之味,727157,270,5799274,7.98,8.00,7.95,7.97,-,0.01,7.97,41,7.98,6,0.00,
泰山,640924,175,7737688,12.10,12.10,12.00,12.10,+,0.05,12.05,35,12.10,47,0.00,
福壽,243199,48,3635749,14.90,15.00,14.80,15.00,+,0.1,14.90,12,15.00,4,39.47,
台榮,50005,28,525900,10.50,10.55,10.50,10.55,+,0.05,10.50,13,10.55,17,35.17,
福懋油,80072,48,1643465,20.70,20.70,20.45,20.55,-,0.05,20.55,1,20.60,51,"2,055.00",
佳格,1631899,841,126872497,76.90,78.30,76.90,77.50,+,1.0,77.40,8,77.50,18,27.88,
聯華,727620,200,15203101,20.95,20.95,20.85,20.95,,0.0,20.90,22,20.95,22,9.35,
聯華食,223428,125,6818042,30.50,30.60,30.45,30.60,+,0.1,30.55,7,30.60,1,20.82,
大統益,119693,84,8893096,74.00,74.70,74.00,74.60,+,0.6,74.50,9,74.60,2,15.04,
天仁,10003,10,470141,47.00,47.00,47.00,47.00,,0.0,46.95,1,47.00,1,18.50,
黑松,28250,46,1067522,37.80,37.80,37.80,37.80,-,0.05,37.75,6,37.85,2,18.90,
興泰,558047,316,14070053,24.00,25.60,24.00,25.60,+,1.65,25.60,85,--,0,10.71,
宏亞,7503,35,188178,25.20,25.20,25.00,25.00,,0.0,25.00,2,25.10,1,12.76,
綠悅-KY,257705,195,34160265,133.50,133.50,132.00,132.00,-,1.5,132.00,30,132.50,1,14.43,
台塑,8419041,"2,989",638997116,75.40,76.70,75.00,76.20,+,1.2,76.10,16,76.20,178,20.11,
南亞,8855016,"3,729",609549466,67.80,69.10,67.60,69.10,+,1.5,69.00,2,69.10,208,15.60,
台聚,5643958,"1,803",98657700,17.20,17.65,17.10,17.55,+,0.6,17.55,31,17.60,501,25.07,
華夏,8042586,"2,095",124949613,15.25,15.70,15.25,15.60,+,0.45,15.55,54,15.60,55,22.94,
三芳,975860,610,38528491,39.10,40.10,38.60,39.45,+,0.35,39.35,1,39.45,13,15.29,
亞聚,4364750,"1,479",97328806,22.00,22.65,21.75,22.10,+,0.3,22.10,75,22.20,22,19.22,
台達化,1799513,698,17097214,9.30,9.60,9.30,9.59,+,0.35,9.58,11,9.59,3,0.00,
台苯,18154403,"4,106",269847506,14.30,15.10,14.30,15.00,+,0.85,14.95,97,15.00,884,15.00,
國喬,14817808,"4,356",276185135,18.50,18.85,18.30,18.70,+,0.6,18.70,143,18.75,160,18.33,
國喬特,2000,2,43350,21.80,21.80,21.55,21.55,+,0.15,21.55,2,21.85,1,0.00,
聯成,1619206,444,19060101,11.70,11.85,11.65,11.75,+,0.1,11.75,18,11.80,243,69.12,
中石化,12811685,"2,220",151515478,11.80,11.90,11.75,11.80,+,0.05,11.80,170,11.85,414,0.00,
達新,22100,55,620800,28.15,28.15,28.05,28.15,+,0.1,28.05,3,28.15,7,29.63,
上曜,129000,42,1566800,12.15,12.20,12.10,12.20,,0.0,12.15,8,12.20,26,0.00,
東陽,4533151,"2,046",175997209,38.70,39.30,38.20,38.65,,0.0,38.65,4,38.70,26,19.33,
大洋,104000,79,3639150,34.80,35.10,34.80,34.95,+,0.2,34.90,11,34.95,2,0.00,
永裕,319149,216,11877413,36.80,37.50,36.80,37.15,+,0.5,37.15,5,37.20,21,12.22,
地球,57069,31,808043,14.05,14.35,14.05,14.30,+,0.2,14.30,6,14.35,5,23.83,
恆大,98499,53,1997428,20.45,20.45,20.20,20.35,,0.0,20.30,19,20.35,19,40.70,
台化,5529566,"1,405",391912391,69.60,71.00,69.60,71.00,+,1.5,70.80,27,71.00,626,20.94,
再生-KY,3758386,"1,854",143859368,38.70,38.90,37.90,37.95,-,1.0,37.95,11,38.00,59,8.27,
廣華-KY,560503,243,53087433,94.50,95.50,93.80,95.40,+,1.3,95.30,2,95.50,25,12.77,
昭輝,299000,210,24650300,83.40,83.40,82.00,82.00,-,1.4,82.00,10,82.10,3,19.07,
勝悅-KY,214365,152,22237277,104.00,104.50,103.00,104.00,,0.0,104.00,16,104.50,9,10.59,
遠東新,6030654,"1,750",196563195,32.50,32.75,32.35,32.75,+,0.25,32.75,58,32.80,822,15.75,
新纖,2241971,801,24818081,11.05,11.15,11.05,11.05,,0.0,11.05,264,11.10,348,13.15,
南染,28209,43,714411,25.40,25.40,25.30,25.35,-,0.2,25.40,3,25.50,1,18.50,
宏洲,159377,79,1038573,6.46,6.56,6.46,6.49,+,0.06,6.49,6,6.54,12,0.00,
東和,412334,175,3493010,8.40,8.53,8.40,8.43,-,0.06,8.42,12,8.43,1,44.37,
廣豐,810157,202,14682580,18.10,18.20,18.05,18.05,+,0.05,18.05,40,18.10,1,12.53,
嘉裕,1570740,397,13434375,8.59,8.62,8.51,8.53,+,0.01,8.53,37,8.54,35,27.52,
東華,84000,20,582839,6.96,6.96,6.88,6.96,+,0.04,6.90,13,6.95,2,0.00,
新紡,53008,27,2098416,39.55,39.75,39.30,39.40,+,0.1,39.30,18,39.40,1,89.55,
利華,62155,31,487539,7.85,7.89,7.84,7.85,,0.0,7.85,33,7.89,3,0.00,
大魯閣,173531,87,3319266,19.15,19.25,19.05,19.15,,0.0,19.10,10,19.15,19,0.00,
福懋,1311067,643,42357291,32.00,32.60,31.95,32.30,+,0.2,32.25,114,32.30,22,16.23,
中福,128252,62,809066,6.29,6.44,6.27,6.30,+,0.01,6.28,20,6.30,2,0.00,
華友聯,29192,9,1365382,46.90,46.90,46.55,46.85,-,0.05,46.45,1,46.90,4,9.60,
勤益控,510031,213,9627892,18.60,19.20,18.50,19.20,+,0.85,19.15,12,19.20,35,0.00,
裕豐,48000,14,313500,6.48,6.75,6.41,6.50,-,0.18,6.40,25,6.50,4,162.50,
中和,29795,24,441955,14.75,14.90,14.75,14.85,,0.0,14.80,1,14.85,3,0.00,
南紡,1093496,461,19172076,17.60,17.60,17.50,17.50,,0.0,17.50,7,17.60,89,51.47,
大東,603573,213,6098730,10.10,10.20,10.05,10.05,,0.0,10.05,1,10.10,9,0.00,
名軒,102083,71,2459383,24.00,24.20,23.85,24.10,,0.0,24.00,1,24.10,3,16.51,
立益,5007,4,33917,6.75,6.81,6.75,6.81,+,0.06,6.76,5,6.82,1,0.00,
力麗,1902024,504,17957313,9.50,9.52,9.40,9.41,-,0.09,9.41,8,9.43,117,44.81,
大宇,751008,122,6809232,9.06,9.10,9.05,9.08,+,0.02,9.08,36,9.09,8,43.24,
宏和,67155,34,1819849,27.00,27.15,27.00,27.10,+,0.05,27.05,19,27.10,7,"2,710.00",
力鵬,1969997,554,23158962,11.80,11.85,11.65,11.80,+,0.05,11.75,113,11.80,229,16.39,
佳和,36019,33,141552,3.93,3.94,3.91,3.91,-,0.04,3.96,8,4.06,6,0.00,
年興,112106,70,2910443,25.90,26.05,25.85,26.05,+,0.15,25.90,19,26.00,2,14.31,
宏益,2816881,850,50862208,18.20,18.30,17.70,18.10,,0.0,18.05,147,18.15,16,13.82,
大將,21669,15,193942,8.90,9.00,8.90,8.97,+,0.07,8.90,9,8.99,3,0.00,
