證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,8847662,"4,452",244067093,27.45,27.85,27.30,27.40,+,0.25,27.40,430,27.55,2,15.39,
亞泥,3320027,"1,746",89539821,27.00,27.10,26.85,26.90,-,0.1,26.90,76,26.95,5,13.72,
嘉泥,25496,17,243685,9.58,9.59,9.53,9.58,,0.0,9.57,1,9.58,11,0.00,
環泥,234849,47,5482987,23.30,23.40,23.05,23.25,+,0.2,23.10,2,23.25,2,11.57,
幸福,64000,30,640370,9.98,10.05,9.97,10.00,,0.0,10.00,17,10.10,184,8.40,
信大,17599,12,175940,9.95,10.05,9.95,10.05,+,0.05,9.95,1,10.05,3,251.25,
東泥,15000,14,209350,14.00,14.10,13.75,14.00,+,0.15,13.80,1,14.00,1,82.35,
味全,3094337,"1,178",54478022,17.35,17.90,17.25,17.75,+,0.7,17.75,17,17.80,37,0.00,
味王,234734,41,5295364,23.00,23.30,22.45,22.70,+,0.25,22.65,2,22.70,6,13.93,
大成,447974,244,8594242,19.05,19.30,19.05,19.10,,0.0,19.10,41,19.15,5,21.95,
大飲,50006,38,748739,15.15,15.45,14.75,14.75,-,0.4,14.70,2,14.75,1,33.52,
卜蜂,471981,249,10716262,22.40,22.95,22.35,22.65,+,0.25,22.65,49,22.70,2,8.65,
統一,7113365,"3,736",382489665,53.00,54.40,53.00,53.40,+,0.5,53.40,252,53.60,9,20.94,
愛之味,485446,166,3444376,7.09,7.20,7.01,7.06,+,0.06,7.06,7,7.09,1,78.44,
泰山,336089,123,3840247,11.35,11.50,11.35,11.40,+,0.05,11.40,32,11.45,1,54.29,
福壽,88717,20,1287396,14.60,14.60,14.50,14.50,-,0.1,14.50,2,14.55,12,37.18,
台榮,46204,17,483521,10.45,10.55,10.40,10.50,,0.0,10.50,4,10.55,2,22.34,
福懋油,390448,62,9784700,24.90,25.20,24.75,25.15,+,0.45,25.10,1,25.15,4,33.53,
佳格,585155,486,45224135,77.60,77.70,76.90,77.20,+,0.4,77.20,1,77.30,2,22.98,
聯華,275518,180,5149982,18.60,18.80,18.60,18.70,+,0.15,18.70,10,18.75,7,11.20,
聯華食,90727,48,2490840,27.20,27.95,27.20,27.60,+,0.4,27.50,4,27.60,1,10.95,
大統益,47581,37,3569264,75.90,75.90,74.70,74.80,-,0.1,74.70,4,74.80,5,10.92,
天仁,29020,18,1034840,35.65,36.00,35.60,36.00,+,0.4,35.70,5,36.00,3,17.65,
黑松,151750,106,4725357,31.40,31.40,31.05,31.05,-,0.25,31.05,5,31.15,1,19.29,
興泰,338592,37,6174133,18.30,18.40,18.20,18.40,+,0.1,18.30,4,18.40,9,0.00,
宏亞,17096,31,342490,20.10,20.10,20.00,20.00,-,0.1,19.80,2,20.00,1,22.47,
綠悅-KY,154000,114,17658500,116.00,116.00,114.00,115.00,,0.0,114.00,36,115.00,2,10.22,
台塑,8724548,"4,229",618710275,71.90,72.70,70.10,70.50,-,0.8,70.50,226,70.60,2,18.31,
