證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,13346241,"3,658",550440143,41.45,41.65,41.00,41.45,,0.0,41.45,166,41.50,48,14.34,
亞泥,3799156,"2,219",144448860,38.10,38.35,37.65,38.25,+,0.15,38.20,4,38.25,5,13.91,
嘉泥,816413,240,11299138,14.00,14.10,13.75,13.85,-,0.15,13.80,285,13.85,11,7.53,
環泥,2986570,"1,277",82788774,28.10,28.25,26.85,26.85,-,1.05,26.85,2,26.95,1,11.78,
幸福,333000,123,3378750,10.20,10.25,10.10,10.10,-,0.1,10.10,44,10.20,19,12.95,
信大,132125,59,1781600,13.55,13.60,13.45,13.55,,0.0,13.55,42,13.60,5,15.06,
東泥,167866,130,2684856,16.00,16.20,15.80,16.10,-,0.2,15.85,3,16.10,24,73.18,
味全,870555,519,21225907,24.40,24.50,24.30,24.35,-,0.05,24.30,66,24.35,46,29.70,
味王,48704,50,1155679,24.00,24.00,23.60,23.85,-,0.15,23.80,2,23.85,20,28.39,
大成,1511392,821,40192501,26.60,26.70,26.50,26.65,-,0.05,26.65,28,26.70,67,7.75,
大飲,35004,21,735334,21.15,21.15,20.90,21.15,,0.0,21.10,13,21.15,50,105.75,
卜蜂,746799,385,18253054,24.20,24.55,24.20,24.40,,0.0,24.40,6,24.50,6,7.87,
統一,8858508,"3,335",443949079,50.60,51.00,49.55,50.50,+,0.1,50.30,2,50.50,371,25.12,
愛之味,800182,283,6349319,8.00,8.00,7.91,8.00,+,0.04,7.99,19,8.00,12,0.00,
泰山,417875,142,4966863,11.85,12.00,11.80,11.95,+,0.1,11.85,72,11.95,26,0.00,
福壽,73362,56,1087757,14.90,14.90,14.75,14.90,-,0.1,14.90,1,14.95,5,39.21,
台榮,180840,55,1873651,10.45,10.45,10.30,10.35,-,0.05,10.30,11,10.35,33,34.50,
