證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,10742457,"2,061",415967111,38.90,38.90,38.55,38.90,+,0.35,38.80,3,38.90,259,14.62,
亞泥,2147454,"1,233",78504692,36.35,36.80,36.30,36.80,+,0.45,36.70,10,36.80,49,13.19,
嘉泥,180972,121,2219901,12.40,12.40,12.20,12.35,+,0.05,12.25,3,12.35,53,0.00,
環泥,335234,210,9284425,28.05,28.15,27.55,27.75,-,0.25,27.70,1,27.80,30,12.07,
幸福,255034,114,2763168,10.90,10.90,10.80,10.85,-,0.05,10.85,55,10.90,54,9.52,
信大,22001,22,267462,12.30,12.30,12.10,12.20,,0.0,12.10,3,12.20,5,24.90,
東泥,48200,43,702169,14.65,14.70,14.40,14.70,+,0.15,14.55,10,14.70,9,77.37,
味全,1672396,685,32206751,19.00,19.45,19.00,19.20,+,0.25,19.15,21,19.20,125,0.00,
味王,49316,37,1103388,22.45,22.50,22.20,22.50,+,0.05,22.50,3,22.55,11,17.86,
大成,479582,354,10493169,22.00,22.05,21.80,21.80,-,0.2,21.80,73,21.85,2,15.46,
大飲,55003,39,1165913,21.20,21.30,21.15,21.20,+,0.1,21.20,9,21.25,9,57.30,
卜蜂,501950,270,12556671,25.25,25.25,24.85,24.95,-,0.3,24.95,6,25.00,2,8.05,
統一,4558841,"2,189",239110766,52.10,52.60,52.10,52.60,+,0.5,52.50,24,52.60,110,25.53,
愛之味,963445,416,7157503,7.36,7.52,7.36,7.46,+,0.11,7.46,3,7.47,11,0.00,
泰山,294430,102,3457675,11.80,11.80,11.65,11.75,-,0.05,11.75,1,11.80,15,117.50,
福壽,54534,47,783008,14.35,14.45,14.30,14.35,-,0.1,14.35,14,14.45,7,39.86,
台榮,80001,37,818160,10.30,10.35,10.10,10.30,,0.0,10.25,2,10.30,1,60.59,
福懋油,23213,22,474045,20.45,20.70,20.25,20.50,+,0.05,20.50,4,20.75,4,107.89,
佳格,2442178,"1,645",209302413,85.70,86.30,84.90,85.90,+,0.9,85.50,1,85.90,32,25.12,
聯華,588091,283,12714709,21.60,21.70,21.50,21.65,+,0.05,21.60,81,21.65,13,13.88,
聯華食,140590,95,4533805,32.40,32.50,31.90,32.30,,0.0,31.95,1,32.30,3,16.23,
大統益,42000,28,3122200,74.40,74.70,74.00,74.50,+,0.1,74.40,1,74.50,14,12.67,
天仁,13692,17,600592,44.00,44.00,43.80,43.80,,0.0,43.80,1,43.90,1,19.21,
黑松,51195,52,1862446,36.50,36.50,36.35,36.40,+,0.15,36.35,6,36.40,29,32.21,
興泰,57000,30,1032550,18.10,18.50,17.80,18.50,+,0.3,18.10,6,18.50,2,41.11,
宏亞,14344,18,352776,24.55,24.65,24.50,24.50,,0.0,24.50,7,24.65,1,12.19,
綠悅-KY,1105497,600,154394580,137.00,141.00,137.00,140.50,+,3.5,140.00,25,140.50,3,13.57,
台塑,3300881,"1,865",240063513,72.10,73.30,71.80,73.30,+,1.2,73.10,1,73.30,59,32.29,
南亞,5352756,"2,367",386665390,71.10,72.70,70.70,72.40,+,1.2,72.20,200,72.40,32,18.90,
台聚,797667,437,10481979,13.15,13.25,13.10,13.10,-,0.15,13.10,101,13.15,25,19.55,
華夏,995048,378,11451641,11.70,11.80,11.40,11.40,-,0.25,11.40,4,11.50,11,42.22,
三芳,455672,336,19580308,42.50,43.50,42.50,42.70,+,0.5,42.70,2,42.75,2,16.17,
亞聚,534995,304,9892554,18.70,18.70,18.40,18.40,-,0.25,18.40,25,18.45,9,16.73,
台達化,1097843,307,8930740,8.44,8.45,8.00,8.11,-,0.32,8.11,2,8.12,1,0.00,
台苯,1188554,510,17468656,14.80,14.85,14.65,14.75,,0.0,14.70,5,14.75,24,0.00,
國喬,3570918,"1,422",71859710,20.50,20.55,19.90,20.00,-,0.3,20.00,157,20.10,6,40.82,
國喬特,7000,3,157450,22.50,22.50,22.45,22.50,,0.0,22.40,4,22.60,1,0.00,
聯成,807265,261,8400902,10.50,10.50,10.30,10.50,,0.0,10.45,1,10.50,151,0.00,
中石化,2937015,"1,049",28528770,9.75,9.78,9.66,9.70,-,0.05,9.69,8,9.70,54,32.33,
達新,69001,42,1713674,24.90,24.90,24.70,24.90,,0.0,24.90,9,24.95,4,19.61,
