證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,6324085,"3,379",261055542,41.70,42.10,41.05,41.10,-,0.6,41.10,84,41.15,71,15.45,
亞泥,6839014,"3,333",260675723,38.80,38.80,38.00,38.00,-,0.9,38.00,"1,159",38.05,14,13.62,
嘉泥,219379,77,2963495,13.55,13.60,13.45,13.55,+,0.1,13.50,5,13.55,6,0.00,
環泥,263376,138,7673704,29.00,29.20,29.00,29.15,+,0.2,29.15,41,29.20,10,12.67,
幸福,546348,196,6152482,11.35,11.35,11.20,11.35,+,0.05,11.25,4,11.35,45,9.96,
信大,62300,17,848615,14.00,14.00,13.50,13.60,,0.0,13.60,9,13.65,1,27.76,
東泥,86000,55,1305600,15.35,15.40,15.00,15.40,+,0.1,15.35,3,15.40,17,81.05,
味全,389268,246,8585717,21.90,22.15,21.90,22.05,+,0.15,22.00,85,22.05,11,0.00,
味王,60331,43,1396613,23.20,23.40,23.10,23.10,-,0.2,23.05,18,23.25,2,18.33,
大成,1265209,638,29720903,23.70,23.70,23.35,23.55,-,0.15,23.50,24,23.55,9,16.70,
大飲,37001,26,800071,21.70,21.75,21.50,21.60,,0.0,21.60,1,21.75,17,58.38,
卜蜂,545803,235,14650049,26.80,27.10,26.70,26.85,-,0.2,26.80,47,26.85,37,8.66,
統一,8941985,"3,091",482574651,54.60,54.60,53.60,53.90,-,0.8,53.80,348,53.90,28,26.17,
愛之味,265074,112,2074343,7.85,7.85,7.81,7.83,-,0.02,7.82,27,7.84,9,0.00,
泰山,443541,159,5458275,12.25,12.40,12.20,12.30,+,0.15,12.25,41,12.30,17,123.00,
福壽,34135,22,509661,14.85,15.00,14.85,14.90,+,0.05,14.90,8,15.00,6,41.39,
台榮,19011,13,200165,10.45,10.60,10.45,10.60,+,0.15,10.50,1,10.60,4,62.35,
福懋油,120829,21,2556709,21.05,21.20,21.00,21.15,+,0.05,21.10,5,21.15,6,111.32,
佳格,1995414,"1,314",156324006,79.90,80.00,77.70,78.00,-,1.9,78.00,126,78.10,5,22.81,
聯華,511153,205,10999025,21.60,21.60,21.45,21.50,-,0.1,21.50,152,21.55,23,13.78,
聯華食,315800,232,10352500,33.40,33.40,32.50,32.60,-,0.8,32.60,10,32.65,11,16.38,
大統益,60213,35,4698605,78.50,78.50,78.00,78.10,-,0.3,78.00,84,78.40,2,13.28,
天仁,32374,31,1458716,45.50,45.50,44.90,44.90,-,0.6,44.95,1,45.00,5,19.69,
黑松,49000,38,1839198,37.40,37.75,37.40,37.70,+,0.3,37.55,1,37.70,1,33.36,
興泰,232030,95,4566150,19.95,20.10,19.50,20.00,+,0.05,19.75,2,20.00,35,44.44,
宏亞,25088,20,643018,25.70,25.80,25.55,25.60,-,0.1,25.55,7,25.70,3,12.74,
綠悅-KY,518096,324,71999796,142.50,142.50,136.50,139.00,-,3.0,139.00,10,139.50,1,13.43,
台塑,3691194,"1,919",276552766,75.30,75.80,74.50,74.70,-,0.6,74.70,134,74.80,1,32.91,
南亞,4753788,"2,403",341743736,72.10,72.80,71.30,72.00,-,0.6,72.00,194,72.10,20,18.80,
台聚,680604,259,9781818,14.50,14.50,14.30,14.45,,0.0,14.35,65,14.45,29,21.57,
華夏,3185662,947,37366128,11.95,12.10,11.55,11.60,-,0.4,11.60,373,11.65,436,42.96,
三芳,1133922,807,52567041,47.00,47.80,45.65,46.20,-,0.8,46.20,5,46.25,3,17.50,
亞聚,1035200,402,20796548,20.25,20.35,19.85,20.10,-,0.15,20.10,3,20.15,11,18.27,
台達化,1492980,497,13725023,9.50,9.54,9.09,9.22,-,0.27,9.19,6,9.22,9,0.00,
台苯,5685656,"1,136",87094802,15.10,15.55,15.00,15.15,+,0.05,15.15,33,15.20,91,0.00,
國喬,20344477,"4,402",386027172,19.10,19.60,18.20,18.45,-,0.65,18.40,110,18.45,31,37.65,
國喬特,15000,7,335500,22.50,22.50,22.30,22.30,-,0.2,22.30,6,22.50,2,0.00,
聯成,1019257,533,10977145,11.00,11.00,10.65,10.70,-,0.2,10.65,134,10.70,7,0.00,
中石化,4109979,"1,046",44122788,10.80,10.90,10.65,10.70,-,0.05,10.70,789,10.75,417,35.67,
達新,12159,11,334222,27.40,27.65,27.40,27.65,+,0.2,27.45,3,27.65,2,21.77,
上曜,229319,83,2655668,11.55,11.65,11.50,11.60,+,0.15,11.55,7,11.60,1,0.00,
東陽,883384,599,29331472,33.55,33.55,32.90,33.55,,0.0,33.55,369,33.60,12,21.37,
大洋,138500,72,4710200,33.00,34.65,33.00,34.15,-,0.7,34.15,13,34.20,1,0.00,
永裕,321826,170,9977256,31.40,31.40,30.70,30.90,-,0.5,30.90,14,31.00,6,10.62,
地球,6000,5,72600,12.25,12.25,12.00,12.10,-,0.05,12.05,5,12.20,1,26.30,
恆大,6947913,"3,125",156155022,21.45,22.90,21.45,22.75,+,1.5,22.70,84,22.75,3,40.63,
台化,4685427,"2,793",347283544,75.10,75.80,73.60,74.00,-,1.1,73.90,78,74.00,7,68.52,
再生-KY,1545822,820,31812449,21.00,21.20,20.25,20.50,-,0.65,20.50,43,20.55,2,5.73,
廣華-KY,637489,461,77062158,119.50,122.50,118.50,122.00,+,3.0,122.00,4,122.50,57,14.86,
昭輝,2968000,960,256871200,88.00,88.50,86.00,87.10,-,0.5,86.60,1,87.10,19,22.62,
勝悅-KY,166470,128,15724506,95.30,95.70,93.80,94.10,-,1.2,94.10,4,94.60,8,9.26,
遠東新,4330964,"2,364",143565640,33.55,33.80,33.00,33.10,-,0.75,33.10,804,33.15,64,14.71,
新纖,5876971,"1,329",63149677,10.60,10.85,10.60,10.80,+,0.2,10.75,666,10.80,22,18.62,
南染,335418,54,8498988,25.50,25.80,25.20,25.60,,0.0,25.50,50,25.65,1,16.62,
宏洲,51926,20,350626,6.70,6.83,6.58,6.83,+,0.12,6.72,5,6.80,38,0.00,
東和,352882,101,2828501,8.06,8.08,7.99,8.01,-,0.06,8.00,37,8.03,4,200.25,
廣豐,282520,64,4668653,16.60,16.60,16.50,16.50,-,0.1,16.50,5,16.55,10,7.02,
嘉裕,2126592,642,16679377,7.73,7.97,7.64,7.76,+,0.03,7.76,4,7.79,2,0.00,
東華,38000,16,260860,6.80,6.88,6.80,6.88,+,0.12,6.80,10,6.88,4,0.00,
新紡,18001,12,690538,38.15,38.50,38.10,38.30,+,0.15,38.20,22,38.40,4,127.67,
利華,78981,34,609531,7.70,7.84,7.63,7.82,+,0.06,7.77,1,7.82,1,0.00,
大魯閣,246244,70,4285556,17.30,17.60,17.15,17.55,+,0.1,17.55,2,17.60,3,0.00,
福懋,642130,530,21234640,33.35,33.60,33.00,33.00,-,0.3,33.00,43,33.05,1,15.87,
中福,68155,31,409320,6.00,6.05,5.98,6.05,,0.0,6.00,4,6.05,18,0.00,
華友聯,56000,24,2590750,46.30,46.50,46.00,46.40,+,0.1,46.40,3,46.45,3,8.92,
勤益控,265441,96,4183573,15.80,16.00,15.70,15.80,-,0.1,15.75,2,15.80,5,20.79,
裕豐,30000,7,179980,5.98,6.14,5.98,6.14,+,0.22,5.92,6,6.14,3,36.12,
中和,38001,24,566714,14.85,15.00,14.75,14.90,-,0.05,14.85,18,14.95,11,372.50,
南紡,793875,323,13113236,16.60,16.70,16.40,16.50,-,0.15,16.50,36,16.60,37,48.53,
大東,75000,28,687230,9.11,9.28,9.11,9.26,+,0.11,9.26,7,9.27,3,0.00,
名軒,89153,54,2213090,24.50,25.10,24.50,24.90,+,0.45,24.65,12,24.95,13,16.94,
立益,146000,36,860600,5.78,5.99,5.60,5.95,+,0.2,5.81,3,5.89,10,0.00,
力麗,1222672,339,12703697,10.30,10.50,10.30,10.40,+,0.1,10.35,138,10.40,13,45.22,
大宇,413813,159,4153470,10.00,10.20,9.85,10.10,+,0.1,10.05,5,10.10,47,40.40,
宏和,87400,35,2292879,26.45,26.45,26.05,26.45,,0.0,26.10,13,26.45,1,"1,322.50",
力鵬,916172,318,9409008,10.30,10.40,10.15,10.25,+,0.05,10.25,178,10.35,36,"1,025.00",
佳和,472942,169,3090046,6.70,6.76,6.32,6.76,,0.0,6.75,2,6.76,1,9.66,
年興,3003879,"1,359",83888042,25.80,28.35,25.80,28.20,+,2.4,28.15,14,28.20,29,22.93,
宏益,20658288,"7,289",756141454,37.05,37.75,35.60,37.75,+,3.4,37.75,"1,123",--,0,22.47,
大將,562564,219,5650974,9.80,10.25,9.80,10.15,+,0.36,10.10,20,10.15,11,0.00,
台富,2076102,706,24860037,11.95,12.20,11.70,12.15,+,0.45,12.10,43,12.15,12,18.13,
集盛,15269026,"3,144",188720162,12.00,12.75,11.80,12.75,+,0.85,12.75,1,12.80,288,0.00,
怡華,0,0,0,--,--,--,--,,0.0,6.33,1,6.89,1,0.00,
宜進,5628049,"1,482",62646537,10.90,11.30,10.75,11.20,+,0.3,11.20,4,11.25,89,16.00,
聯發,1996553,725,27992145,14.00,14.25,13.65,14.15,+,0.2,14.10,61,14.15,21,17.69,
宏遠,12338074,"3,639",235306440,18.65,19.40,18.60,19.30,+,0.8,19.25,81,19.30,83,20.75,
強盛,614189,249,11341246,18.35,18.70,18.30,18.60,+,0.3,18.60,18,18.65,10,25.83,
得力,8986964,"3,865",225999283,24.30,25.80,24.10,25.40,+,1.1,25.40,83,25.50,38,5.73,
偉全,113600,38,1912450,16.80,17.10,16.75,16.80,,0.0,16.75,11,16.80,3,17.68,
聚隆,134001,70,2447568,18.40,18.70,18.00,18.50,+,0.15,18.40,1,18.50,7,61.67,
南緯,3096566,"1,083",43998403,13.40,14.50,13.30,14.50,+,1.3,14.45,22,14.50,1,30.21,
昶和,30000,13,324600,10.85,10.90,10.70,10.75,-,0.05,10.40,2,10.75,4,0.00,
理隆,3000,3,39400,13.30,13.30,13.05,13.05,-,0.15,12.90,3,13.15,1,0.00,
大統新創,0,0,0,--,--,--,--,,0.0,17.85,1,18.50,1,25.69,
首利,93233,57,762875,8.27,8.29,8.13,8.14,-,0.11,8.14,3,8.23,20,0.00,
三洋紡,265360,133,3420724,12.60,13.50,12.30,13.40,+,0.8,13.30,1,13.40,3,0.00,
台南,297019,140,9129382,30.15,30.90,30.15,30.75,+,0.6,30.70,4,30.80,13,34.94,
弘裕,254000,99,2527300,9.95,10.00,9.81,9.95,+,0.05,9.95,9,9.98,4,18.09,
本盟,13000,8,128810,9.95,10.00,9.85,9.90,-,0.3,9.92,10,10.05,2,0.00,
儒鴻,1617761,"1,412",757514648,452.00,484.00,449.00,468.00,+,16.0,467.50,4,468.00,1,40.14,
聚陽,2222090,"1,895",603894480,265.00,277.00,261.50,272.00,+,8.0,272.00,9,272.50,1,28.04,
士電,306672,154,11793634,38.30,38.55,38.30,38.40,+,0.2,38.35,37,38.40,96,15.42,
