公司代號,公司名稱,合計：共 837 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,19.66,15.31,116098.95,16.02,13.02
1102,亞泥,,12.85,9.47,70172.78,14.65,12.04
1103,嘉泥,,5.50,9.75,4268.31,31.37,30.22
1104,環球水泥,,8.75,2.18,5276.16,21.77,21.21
1108,幸福水泥,,11.14,5.57,4869.59,4.35,3.34
1109,信大水泥,,17.69,7.09,4551.24,8.15,7.09
1110,東泥,,12.73,9.60,2024.60,5.53,7.25
1201,味全公司,,31.59,4.44,29200.40,3.79,2.41
1203,味王公司,,21.81,7.43,5996.15,8.85,6.06
1210,大成長城,,8.46,0.93,90478.02,2.87,2.49
1213,大飲,,14.67,2.42,720.14,2.90,2.28
1215,卜蜂企業,,9.30,2.98,18122.41,3.12,2.49
1216,統一,,30.93,4.28,423056.21,5.98,4.90
1217,愛之味,,30.77,-0.81,4479.80,-3.06,-3.16
1218,泰山企業,,12.55,-3.83,9112.16,-1.16,-1.31
1219,福壽實業,,5.08,-0.17,10510.87,0.19,0.23
1220,台榮,,6.85,1.03,3535.82,1.36,1.14
1225,福懋油,,4.80,1.06,14209.09,0.69,0.51
1227,佳格,,27.75,9.80,20379.21,11.03,9.14
1229,聯華實業,,11.37,4.50,5364.07,25.65,24.65
1231,聯華食品,,25.53,6.04,5386.84,8.00,6.30
1232,大統益,,6.36,3.79,20047.36,4.25,3.56
1233,天仁,,60.40,11.51,2076.26,13.37,11.11
1234,黑松,,28.13,1.61,6537.72,14.92,4.77
1235,興泰,,7.24,-5.06,249.39,-17.38,-18.45
1236,宏亞食品,,29.28,7.24,2685.12,5.83,5.07
1256,鮮活果汁-KY,,29.37,17.61,1729.64,18.44,12.53
1262,綠悅-KY,,33.20,27.35,5170.77,26.01,21.89
1301,台塑,,7.27,2.13,215424.77,10.75,9.62
1303,南亞塑膠,,10.50,4.76,311005.29,9.95,8.06
1304,台聚,,8.04,2.32,58678.88,3.59,2.88
1305,華夏,,13.83,6.42,14191.32,7.07,5.74
1307,三芳化工,,23.99,9.13,10488.15,9.80,7.62
1308,亞聚,,8.47,4.81,5804.23,10.44,9.25
1309,台達化工,,2.37,-0.80,21438.96,0.07,0.08
1310,台苯,,6.77,4.73,21756.53,4.27,4.68
1312,國喬石化,,12.36,7.70,26288.58,9.92,8.22
1313,聯成,,2.81,-0.31,51599.11,1.27,1.15
1314,中石化,,-1.50,-5.09,35338.54,-3.92,-4.13
1315,達新工業,,17.05,1.80,3388.80,5.36,5.03
1316,上曜,,18.98,-10.03,1282.36,-16.09,-16.40
1319,東陽,,23.05,7.10,19616.36,8.66,7.13
1321,大洋,,6.32,-0.33,5889.76,0.68,0.22
1323,永裕,,25.14,12.94,3289.48,13.44,9.21
1324,地球工業,,16.12,3.28,1488.30,3.64,2.92
1325,恒大,,11.92,5.90,1089.40,8.13,6.58
1326,台化,,7.61,4.43,427999.93,7.08,6.23
1337,再生-KY,,33.50,27.18,7180.94,26.54,17.93
