公司代號,公司名稱,合計：共 854 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,18.42,12.75,63016.30,12.33,9.66
1102,亞泥,,12.84,9.16,44104.28,7.54,6.13
1103,嘉泥,,2.90,-9.27,2104.65,-3.38,-4.93
1104,環球水泥,,13.51,5.30,3362.71,38.03,35.75
1108,幸福水泥,,17.32,11.53,3160.48,11.11,8.66
1109,信大水泥,,13.59,4.72,3025.70,3.26,2.53
1110,東泥,,0.94,-4.10,1087.71,19.05,20.83
1201,味全公司,,29.23,-6.82,13011.61,-3.83,-3.15
1203,味王公司,,26.31,10.81,4752.12,11.52,8.91
1210,大成長城,,13.17,3.49,55421.05,4.09,3.59
1213,大飲,,13.37,3.41,535.56,4.35,3.57
1215,卜蜂企業,,14.71,7.59,13327.85,8.04,6.51
1216,統一,,33.95,5.52,318948.16,8.00,6.22
1217,愛之味,,32.61,0.95,3313.28,-1.34,-1.58
1218,泰山企業,,18.08,1.81,6154.89,4.85,4.45
1219,福壽實業,,9.07,1.00,7978.63,1.13,0.66
1220,台榮,,14.59,6.62,2122.66,7.05,5.80
1225,福懋油,,10.91,5.70,7927.81,5.71,4.39
1227,佳格,,30.38,11.32,19547.00,12.27,9.83
1229,聯華實業,,22.22,11.79,3948.51,43.77,41.42
1231,聯華食品,,20.85,6.57,4955.07,8.10,6.44
1232,大統益,,10.12,6.44,12725.71,6.12,5.04
1233,天仁,,56.65,8.78,1592.29,9.46,7.81
1234,黑松,,27.63,2.16,6630.82,16.76,15.07
1235,興泰,,49.09,-32.38,102.39,268.43,260.50
1236,宏亞食品,,24.66,-0.60,1474.38,1.03,0.57
1256,鮮活果汁-KY,,29.97,15.54,2206.09,14.72,9.36
1262,綠悅-KY,,37.78,31.15,4996.80,30.68,25.83
1301,台塑,,12.05,5.82,129726.10,23.46,21.07
1303,南亞塑膠,,11.08,4.61,202614.03,12.53,10.73
1304,台聚,,12.77,5.91,38731.32,5.76,4.58
1305,華夏,,18.64,10.94,10653.60,10.09,8.61
1307,三芳化工,,29.71,14.67,8284.91,14.07,11.34
1308,亞聚,,12.61,8.85,4022.58,13.07,11.06
1309,台達化工,,5.11,0.78,11714.49,0.51,0.15
1310,台苯,,15.13,12.08,10268.54,11.86,9.50
1312,國喬石化,,16.12,9.67,14115.46,13.71,11.39
1313,聯成,,5.37,1.17,29185.94,2.37,2.04
1314,中石化,,-2.65,-7.40,19085.04,-7.30,-7.51
1315,達新工業,,19.91,4.86,2229.81,10.45,9.61
1316,上曜,,22.79,-21.07,408.74,-17.26,-19.70
1319,東陽,,25.15,11.59,17602.00,12.23,9.84
1321,大洋,,8.80,0.81,3308.58,1.59,1.59
1323,永裕,,26.88,14.30,2348.44,15.00,11.23
1324,地球工業,,22.64,6.17,909.83,6.74,5.45
1325,恒大,,21.82,14.76,726.26,12.87,10.39
1326,台化,,15.64,11.15,237013.52,18.27,16.40
1337,再生-KY,,22.39,13.21,4283.61,12.97,9.09
1338,廣華-KY,,27.46,11.75,5528.38,10.77,8.09
1339,昭輝,,27.32,14.86,1730.51,9.07,6.79
1340,勝悅-KY,,34.99,32.03,2447.34,33.79,28.45
1402,遠東新,,24.57,7.66,159453.25,7.33,5.79
1410,南染,,38.71,25.09,456.70,25.28,20.73
1413,宏洲纖維,,0.27,-2.30,1567.01,-2.69,-2.69
1414,東和,,4.92,-2.28,741.67,-0.85,-1.04
1416,廣豐,,29.46,12.05,3497.75,37.42,36.52
1417,嘉裕,,17.87,-14.38,2287.76,-6.81,-5.06
1418,東華,,1.63,-8.44,1280.29,-8.75,-8.99
1419,新紡,,21.35,-4.46,941.94,13.72,14.35
1423,利華羊毛,,6.43,0.82,499.07,2.32,2.56
1432,大魯閣實業,,79.55,-42.91,686.82,-30.09,-20.00
1434,福懋興業,,14.33,7.61,30325.46,12.86,11.14
1435,中福國際,,90.57,-25.55,21.15,-30.78,-30.78
1436,華友聯,,22.53,12.08,873.25,5.56,4.05
1437,勤益投控,,65.90,45.30,436.50,99.45,89.78
1438,裕豐,,-28.81,-10105.08,0.06,-6027.12,-6027.12
1439,中和羊毛,,3.45,-4.72,262.00,-0.79,-0.65
1440,南紡,,11.36,0.84,14466.00,3.27,2.57
1441,大東紡織,,-0.18,-11.61,1203.98,-13.50,-13.50
1442,名軒,,19.95,16.36,4738.24,13.53,11.43
1443,立益紡織,,1.98,-8.78,898.05,-27.86,-27.90
1444,力麗,,6.91,0.94,7133.57,-2.04,-1.97
1445,大宇紡織,,13.11,4.48,1242.51,5.05,4.33
1446,宏和,,25.86,7.84,773.88,8.06,6.58
1447,力鵬,,3.73,-0.95,10392.94,-3.16,-2.79
1449,佳和實業,,5.29,-7.08,2240.49,-8.11,-7.98
1451,年興紡織,,13.18,7.21,9848.20,7.46,6.17
1452,宏益,,15.80,10.03,1458.67,12.07,9.70
1453,大將,,-4.65,-53.56,42.26,2.39,-1.99
1454,台富,,12.16,4.32,1374.77,4.70,3.47
1455,集盛,,4.93,1.25,9438.41,1.26,1.01
1456,怡華,,17.00,1.71,342.73,-9.64,-9.64
1457,宜進,,7.24,0.67,3403.53,2.86,1.96
1459,聯發紡織,,3.01,-2.47,2140.82,-2.78,-2.75
1460,宏遠,,21.45,6.23,6411.10,5.63,4.81
1463,強盛染整,,20.70,4.27,379.92,27.44,27.18
1464,得力實業,,18.96,6.55,5354.62,4.84,5.49
1465,偉全實業,,16.41,4.83,1465.98,4.46,4.40
1466,聚隆,,4.94,-2.52,2715.97,-3.87,-3.05
1467,南緯實業,,19.14,2.92,5402.73,1.17,-0.02
1468,昶和纖維,,28.04,5.85,437.87,-5.57,-5.57
1470,大統新創,,22.42,7.64,503.52,7.53,6.22
1471,首利,,-5.74,-27.53,906.94,-27.42,-27.45
1472,三洋紡,,-1.59,13.51,549.67,12.55,10.06
1473,台南企業,,17.23,4.65,7562.85,4.14,3.21
1474,弘裕,,13.87,5.77,2409.24,4.49,3.58
1475,本盟光電,,-10.51,-33.46,138.53,-38.97,-38.92
1476,儒鴻,,27.83,18.10,17680.15,16.52,13.01
1477,聚陽實業,,20.68,9.72,17075.62,9.61,7.81
1503,士電,,21.07,7.63,15544.95,8.97,6.99
1504,東元電機,,26.66,8.46,36496.21,10.08,8.22
1506,正道,,18.46,2.94,1167.64,1.97,1.23
1507,永大機電,,28.99,11.53,14753.69,12.04,8.97
1512,瑞利,,12.61,-0.61,2760.27,-3.67,-5.24
1513,中興電,,16.28,5.35,8842.15,6.46,5.54
1514,亞力電機,,12.16,2.46,3030.39,3.76,3.45
1515,力山,,24.54,4.05,2758.61,4.31,3.57
1516,川飛,,4.09,1.60,420.74,4.97,4.97
1517,利奇機械,,13.08,-0.33,2120.22,2.19,1.63
1519,華城電機,,17.86,6.31,4366.87,6.77,5.63
1521,大億,,17.57,7.71,4062.54,9.90,8.60
1522,堤維西,,23.47,7.52,11971.26,8.83,6.77
1524,耿鼎企業,,23.01,12.46,1882.72,8.83,7.32
1525,江申工業,,10.25,2.11,883.79,46.93,43.98
1526,日馳,,27.87,14.96,697.36,9.16,7.69
1527,鑽全,,32.99,24.32,3108.70,20.18,17.66
1528,恩德,,32.76,3.33,2809.19,2.29,2.14
1529,樂士,,9.60,-1.03,170.10,-0.80,-0.81
1530,亞崴機電,,21.44,8.02,2592.38,5.66,3.29
1531,高林股,,21.29,6.06,1881.81,4.16,3.49
1532,勤美,,27.28,13.30,11042.85,13.51,10.90
1533,車王電,,36.81,9.48,1763.81,6.81,3.35
1535,中宇,,10.07,4.65,6285.45,4.70,3.15
1536,和大工業,,37.63,24.97,4273.16,23.10,18.50
