公司代號,公司名稱,合計：共 896 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,19.24,14.20,98311.78,14.06,10.50
1102,亞泥,,15.67,11.46,64899.25,13.10,10.27
1103,嘉泥,,13.47,-10.95,2095.61,51.61,46.64
1104,環球水泥,,12.21,3.41,4405.38,32.35,31.54
1108,幸福水泥,,3.74,-2.92,3434.45,-3.47,-3.00
1109,信大水泥,,23.36,15.90,5375.88,16.70,13.21
1110,東泥,,-2.52,-7.99,1716.73,3.73,3.40
1201,味全公司,,31.29,1.88,17749.33,6.08,5.03
1203,味王公司,,32.61,16.99,6195.17,16.77,12.05
1210,大成長城,,13.48,3.97,75931.01,4.40,3.49
1213,大飲,,10.54,-0.17,649.52,0.67,0.31
1215,卜蜂企業,,16.75,8.79,19865.00,9.24,7.44
1216,統一,,33.20,5.59,399860.95,19.13,15.00
1217,愛之味,,31.46,-0.12,4146.49,3.66,3.50
1218,泰山企業,,17.34,-0.47,7681.80,4.48,4.13
1219,福壽實業,,8.28,0.10,10822.79,0.53,0.51
1220,台榮,,11.62,3.14,2366.61,4.45,3.56
1225,福懋油,,9.63,4.36,10757.31,3.89,2.98
1227,佳格,,27.95,10.56,26477.92,10.37,8.35
1229,聯華實業,,21.16,9.95,4845.30,62.98,61.07
1231,聯華食品,,20.56,6.19,7031.02,7.04,5.79
1232,大統益,,9.98,6.01,16884.34,5.95,4.93
1233,天仁,,56.91,9.07,2130.35,9.90,8.23
1234,黑松,,25.69,1.87,9090.12,7.08,5.98
1235,興泰,,6.24,-26.49,76.88,446.68,399.16
1236,宏亞食品,,26.76,0.01,1878.97,0.49,0.27
1256,鮮活果汁-KY,,29.92,15.41,2917.18,15.34,9.84
1262,綠悅-KY,,22.15,15.62,6296.24,16.05,12.16
1301,台塑,,16.19,10.61,206709.76,26.56,23.89
1303,南亞塑膠,,16.32,9.75,306139.95,20.51,17.63
1304,台聚,,12.26,5.81,58133.94,6.00,4.66
1305,華夏,,18.89,11.23,14701.74,10.99,9.11
1307,三芳化工,,29.46,12.57,9855.36,11.65,9.14
1308,亞聚,,10.88,7.35,6404.47,10.24,8.83
1309,台達化工,,7.23,3.41,19821.04,3.42,2.53
1310,台苯,,11.45,8.70,14750.83,8.45,6.67
1312,國喬石化,,16.25,10.64,23350.97,17.91,14.76
1313,聯成,,7.63,3.94,50600.13,5.80,4.63
1314,中石化,,16.11,10.75,33335.97,18.89,18.26
1315,達新工業,,16.71,1.57,2654.71,6.24,6.34
1316,上曜,,29.35,16.71,2159.74,17.68,15.10
1319,東陽,,24.23,10.22,24452.88,12.29,9.80
1321,大洋,,5.64,-1.85,4467.05,-0.23,-1.82
1323,永裕,,23.64,12.49,3241.64,12.55,9.68
1324,地球工業,,15.22,-1.36,1227.15,7.05,4.91
1325,恒大,,13.66,7.56,865.21,6.11,4.59
1326,台化,,14.84,10.86,358421.47,18.61,16.75
1337,再生-KY,,15.07,4.69,4588.27,5.71,3.97
1338,廣華-KY,,26.41,11.56,7967.36,12.25,9.31
1339,昭輝,,30.96,17.91,2837.28,12.11,9.30
1340,勝悅-KY,,34.39,28.65,3406.50,29.41,24.52
1341,富林-KY,,21.65,12.60,2762.41,11.98,9.24
1402,遠東新,,22.81,7.08,217846.95,7.75,6.52
1410,南染,,37.76,23.12,533.25,23.42,19.13
1413,宏洲纖維,,6.05,3.89,3144.14,3.71,3.71
1414,東和,,5.32,-5.34,793.07,11.52,11.30
1416,廣豐,,30.59,5.72,2246.11,10.94,9.92
1417,嘉裕,,14.04,-24.97,2032.13,-22.57,-22.58
1418,東華,,-9.52,-17.72,1637.70,-19.41,-19.64
1419,新紡,,19.22,-8.46,1487.95,92.85,82.83
1423,利華羊毛,,5.74,0.64,681.37,7.34,6.74
1432,大魯閣實業,,90.52,-15.28,1163.99,-15.25,-15.31
1434,福懋興業,,12.62,6.05,40705.66,12.96,11.69
1435,中福國際,,92.69,-7.88,34.85,2.25,2.06
1436,華友聯,,24.63,15.20,2228.14,12.43,10.72
1437,勤益投控,,69.94,51.67,548.33,64.33,56.56
1438,裕豐,,-58.14,-18451.16,0.04,-12951.16,-12951.16
1439,中和羊毛,,5.27,-5.76,263.22,-2.61,-2.61
1440,南紡,,11.63,1.49,21063.13,3.55,3.25
1441,大東紡織,,-0.46,-11.95,1622.58,-15.15,-16.88
1442,名軒,,26.51,17.46,2931.14,18.44,19.15
1443,立益紡織,,9.89,-3.25,1166.18,-19.59,-25.66
1444,力麗,,7.35,0.91,11104.53,-0.16,-0.43
1445,大宇紡織,,6.20,-1.54,1609.97,0.45,0.77
1446,宏和,,13.13,-8.36,527.24,-7.46,-7.68
1447,力鵬,,5.36,1.09,16591.71,-1.51,-1.12
1449,佳和實業,,7.77,-5.83,2667.10,3.26,2.15
1451,年興紡織,,7.05,1.16,9037.00,3.78,3.11
1452,宏益,,16.77,10.96,2114.11,12.24,10.20
1453,大將,,-3.99,-65.19,64.14,-39.92,-41.88
1454,台富,,8.49,1.08,1890.00,1.21,1.00
1455,集盛,,5.59,2.14,14974.97,2.73,2.41
1456,怡華,,15.04,6.16,1008.70,4.09,3.81
1457,宜進,,10.85,4.48,5055.94,15.76,14.02
1459,聯發紡織,,1.26,-3.44,3406.41,2.66,2.81
1460,宏遠,,19.62,4.00,8847.21,3.43,2.43
1463,強盛染整,,48.11,35.84,1720.64,41.40,39.78
1464,得力實業,,18.82,5.50,7933.43,5.68,5.23
1465,偉全實業,,10.17,-0.84,1874.16,1.72,1.85
1466,聚隆,,6.83,0.67,3966.17,-0.36,-0.07
1467,南緯實業,,19.64,1.06,7259.35,0.33,-0.97
1468,昶和纖維,,7.66,-17.33,599.47,-17.13,-17.13
1470,大統新創,,21.45,5.62,701.06,7.00,5.97
1471,首利,,-5.75,-27.47,1270.46,-35.87,-37.02
1472,三洋紡,,3.12,-5.27,756.93,-6.15,-6.07
1473,台南企業,,12.57,0.18,8328.55,1.09,0.59
1474,弘裕,,13.67,5.16,3361.58,4.29,3.21
1475,本盟光電,,-18.89,-44.35,123.60,-48.08,-48.12
1476,儒鴻,,27.51,17.33,24231.97,15.53,12.60
1477,聚陽實業,,19.33,7.90,22375.00,7.23,5.79
1503,士電,,19.17,6.26,22214.29,8.21,6.23
1504,東元電機,,23.94,6.86,50942.52,8.55,6.96
1506,正道,,16.14,-1.67,1362.96,-4.61,-0.88
1507,永大機電,,26.59,8.83,16752.22,9.25,6.91
1512,瑞利,,0.98,-15.96,2540.32,-21.77,-22.12
1513,中興電,,16.01,3.66,11397.46,5.14,4.51
1514,亞力電機,,14.64,3.05,3784.29,3.44,3.09
1515,力山,,22.37,7.50,5315.65,6.78,5.09
1516,川飛,,2.88,1.18,781.42,2.14,2.14
1517,利奇機械,,13.91,-0.22,2813.64,2.22,-1.75
1519,華城電機,,12.58,2.67,5869.69,2.15,1.56
1521,大億,,17.45,8.13,6197.39,9.46,8.06
1522,堤維西,,21.82,3.31,16063.68,5.44,3.98
1524,耿鼎企業,,20.81,10.66,2638.33,7.89,6.24
