公司代號,公司名稱,合計：共 885 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,23.95,19.23,24179.21,19.10,11.85
1102,亞泥,,20.09,16.13,16573.88,18.41,14.57
1103,嘉泥,,11.63,-10.75,471.26,41.04,33.99
1104,環球水泥,,11.88,4.24,1166.10,0.89,0.20
1108,幸福水泥,,2.47,-4.15,832.71,-3.71,-0.74
1109,信大水泥,,22.71,13.71,1061.38,19.50,16.05
1110,東泥,,8.35,1.83,412.49,2.77,3.72
1201,味全公司,,28.20,-0.59,3917.35,0.78,3.27
1203,味王公司,,33.75,18.05,1447.47,16.77,10.51
1210,大成長城,,14.90,3.42,17123.12,6.39,5.40
1213,大飲,,10.74,0.77,149.09,1.99,1.13
1215,卜蜂企業,,14.78,6.68,4957.24,6.62,5.44
1216,統一,,33.97,6.72,104288.10,8.18,6.26
1217,愛之味,,31.66,3.33,1028.43,2.78,3.90
1218,泰山企業,,16.56,0.98,1844.85,4.67,4.40
1219,福壽實業,,9.32,2.01,2880.71,1.93,1.56
1220,台榮,,11.49,3.01,573.90,5.82,5.89
1225,福懋油,,8.99,3.81,2794.67,4.12,3.44
1227,佳格,,30.87,13.09,7414.47,12.74,10.03
1229,聯華實業,,16.62,5.87,1224.45,45.88,44.53
1231,聯華食品,,22.76,7.47,2016.95,8.00,6.68
1232,大統益,,10.43,6.20,4117.72,6.06,4.91
1233,天仁,,58.11,9.15,553.44,8.67,6.97
1234,黑松,,20.48,-1.31,2316.16,6.23,5.13
1235,興泰,,-10.29,-74.18,6.03,131.71,150.04
1236,宏亞食品,,28.20,5.90,571.54,6.49,5.88
1256,鮮活果汁-KY,,31.63,14.08,699.96,14.10,9.32
1262,綠悅-KY,,7.73,-0.38,1276.12,-1.67,-1.83
1301,台塑,,17.26,12.32,54167.37,25.34,21.94
1303,南亞塑膠,,16.75,11.03,82219.99,18.53,16.14
1304,台聚,,12.58,6.22,14670.15,6.82,5.56
1305,華夏,,23.41,15.84,4144.20,16.46,14.08
1307,三芳化工,,23.21,6.57,2385.36,5.49,4.33
1308,亞聚,,5.87,2.04,1326.21,6.47,6.24
1309,台達化工,,7.75,4.00,4842.17,4.61,3.92
1310,台苯,,13.64,10.62,4004.44,12.10,9.66
1312,國喬石化,,17.61,12.19,6386.71,18.82,15.74
1313,聯成,,7.51,3.57,13569.50,4.32,3.18
1314,中石化,,13.25,8.47,9494.45,11.78,11.62
1315,達新工業,,14.33,-1.94,573.45,-4.51,-1.54
1316,上曜,,32.49,17.82,766.58,18.78,18.01
1319,東陽,,23.43,9.49,6245.14,11.15,8.06
1321,大洋,,6.76,-1.05,1190.14,3.52,3.34
1323,永裕,,23.66,11.60,825.30,11.49,8.67
1324,地球工業,,14.99,-2.64,261.06,-2.74,-2.06
1325,恒大,,11.55,6.02,229.12,3.98,3.34
1326,台化,,15.92,12.21,98956.55,16.30,14.48
1337,再生-KY,,-12.37,-41.31,343.81,-39.92,-39.92
1338,廣華-KY,,25.25,10.27,1987.17,11.39,9.21
1339,昭輝,,30.02,15.97,722.81,8.82,7.24
1340,勝悅-KY,,28.59,16.15,490.79,18.20,14.98
1402,遠東新,,20.92,6.79,51457.88,8.99,7.97
1410,南染,,38.90,22.60,122.94,20.21,15.89
1413,宏洲纖維,,8.40,5.93,901.23,5.70,5.70
1414,東和,,9.63,2.18,261.47,1.10,2.09
1416,廣豐,,99.39,-34.73,56.62,170.12,143.84
1417,嘉裕,,13.48,-22.34,458.16,-11.09,-13.50
1418,東華,,-18.95,-33.77,154.72,-38.98,-38.89
1419,新紡,,16.15,-13.44,345.63,-17.42,-16.74
1423,利華羊毛,,5.32,0.92,218.91,7.78,7.72
1432,大魯閣實業,,77.83,-32.00,201.86,-31.12,-31.12
1434,福懋興業,,12.03,5.87,10730.42,5.15,3.56
1435,中福國際,,93.13,-6.08,9.10,-48.52,-48.52
1436,華友聯,,29.75,21.40,631.45,19.21,18.25
1437,勤益投控,,79.79,65.43,176.68,60.96,48.16
1438,裕豐,,-4000.00,-238400.00,0.00,-168400.00,-168400.00
1439,中和羊毛,,4.69,-7.98,65.03,-3.63,-4.06
1440,南紡,,12.48,3.29,6000.88,3.62,2.76
