公司代號,公司名稱,合計：共 887 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,15.51,10.33,93679.08,9.25,7.39
1102,亞泥,,10.65,6.09,66287.48,10.28,7.44
1103,嘉泥,,-3.81,14.47,2826.52,6.90,7.55
1104,環球水泥,,10.41,3.36,5163.75,28.50,26.78
1108,幸福水泥,,18.05,12.43,5021.35,12.27,9.22
1109,信大水泥,,10.10,1.33,4350.65,0.25,-1.32
1110,東泥,,7.49,3.84,1857.29,7.75,7.78
1201,味全公司,,27.43,-6.96,20051.24,-9.47,-10.94
1203,味王公司,,24.59,10.84,6632.77,9.14,6.93
1210,大成長城,,10.74,1.97,78252.17,1.24,0.62
1213,大飲,,14.59,2.66,736.45,2.91,2.24
1215,卜蜂企業,,12.25,5.34,16553.90,5.51,4.36
1216,統一,,33.14,5.20,416151.32,6.55,5.19
1217,愛之味,,31.77,-4.74,4019.26,1.42,1.49
1218,泰山企業,,16.31,-1.28,8018.39,1.30,1.55
1219,福壽實業,,8.41,0.64,9732.99,0.96,0.64
1220,台榮,,10.60,3.42,3275.78,4.01,3.27
1225,福懋油,,7.39,8.24,10884.32,8.02,5.43
1227,佳格,,31.51,12.88,25514.59,13.32,10.79
1229,聯華實業,,14.81,5.70,5304.29,26.65,26.54
1231,聯華食品,,20.19,5.47,6456.47,6.78,5.56
1232,大統益,,9.21,5.83,17773.02,6.31,5.18
1233,天仁,,57.33,8.70,2132.58,11.53,9.81
1234,黑松,,32.33,1.25,6360.59,11.34,9.75
1235,興泰,,10.83,-12.85,105.96,44.79,44.30
1236,宏亞食品,,29.10,4.62,2317.07,5.21,4.39
1256,鮮活果汁-KY,,28.05,13.74,2405.46,13.30,8.67
1262,綠悅-KY,,36.45,29.65,6220.28,29.53,25.08
1301,台塑,,11.39,5.48,191545.40,18.32,16.12
1303,南亞塑膠,,12.13,6.20,299781.41,14.56,12.04
1304,台聚,,10.53,3.53,52373.59,3.80,2.93
1305,華夏,,14.08,6.62,13842.16,6.90,5.87
1307,三芳化工,,26.99,11.91,11276.60,12.17,9.77
1308,亞聚,,11.76,8.02,5045.86,12.43,10.53
1309,台達化工,,5.12,0.85,17028.12,0.55,0.40
1310,台苯,,9.91,7.19,13122.07,5.69,4.37
1312,國喬石化,,15.19,9.12,20024.96,9.91,8.25
1313,聯成,,3.29,-0.69,43647.96,-0.74,-0.40
1314,中石化,,-1.69,-6.86,26156.00,0.54,0.32
1315,達新工業,,18.77,2.82,2725.58,10.36,8.98
1316,上曜,,16.25,-12.36,828.08,-13.21,-14.78
1319,東陽,,23.07,8.26,22456.26,9.31,7.71
1321,大洋,,7.36,-0.44,4596.04,0.84,0.81
1323,永裕,,25.04,12.55,3124.34,12.88,9.47
1324,地球工業,,20.33,5.10,1274.03,5.86,4.54
1325,恒大,,15.72,9.14,1109.89,10.95,8.85
1326,台化,,10.24,5.88,329349.31,10.93,9.60
1337,再生-KY,,20.92,10.93,4984.23,11.56,7.83
1338,廣華-KY,,23.89,11.16,8269.25,12.05,9.11
1339,昭輝,,30.78,17.83,2153.84,20.37,16.19
1340,勝悅-KY,,33.32,29.72,3198.02,32.21,26.98
1402,遠東新,,23.16,6.66,217948.20,9.04,6.74
1410,南染,,36.71,22.73,630.16,24.36,20.42
1413,宏洲纖維,,-3.79,-7.24,2534.96,0.75,0.13
1414,東和,,4.49,-1.39,1093.11,0.25,0.66
1416,廣豐,,19.77,1.31,1364.75,-1.02,-2.59
1417,嘉裕,,21.34,-14.23,3552.48,-10.70,-10.83
1418,東華,,-3.90,-14.38,1454.40,-12.18,-12.38
1419,新紡,,18.78,-8.62,1113.14,10.16,10.01
1423,利華羊毛,,8.74,3.40,641.16,-4.99,-5.62
1432,大魯閣實業,,58.24,-69.12,385.87,-50.35,-35.75
1434,福懋興業,,14.32,7.77,42872.57,8.77,7.52
1435,中福國際,,88.45,-19.10,29.95,-11.95,-12.08
1436,華友聯,,29.40,2.72,268.59,-8.56,-14.17
1437,勤益投控,,25.26,11.28,788.74,7.28,6.66
1438,裕豐,,75.16,37.89,23.60,54.05,46.54
1439,中和羊毛,,4.42,-3.96,358.38,0.13,0.18
1440,南紡,,13.31,3.40,21524.13,6.77,5.35
1441,大東紡織,,6.35,-3.49,1833.54,-4.77,-4.56
1442,名軒,,39.49,29.49,2105.22,29.45,26.73
1443,立益紡織,,1.43,-8.87,1314.74,-15.20,-15.62
1444,力麗,,7.88,3.01,10408.73,4.46,3.93
1445,大宇紡織,,12.36,4.59,1841.75,5.59,4.87
1446,宏和,,16.41,-3.31,877.44,-0.22,-4.35
1447,力鵬,,2.32,-1.45,16682.00,0.30,0.28
1449,佳和實業,,1.60,-10.60,3102.89,-6.80,-8.73
