公司代號,公司名稱,合計：共 833 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,14.59,9.56,69118.30,8.51,6.79
1102,亞泥,,10.04,5.81,49113.91,10.36,8.97
1103,嘉泥,,-6.70,-20.47,1957.61,-18.89,-19.65
1104,環球水泥,,9.52,2.56,3770.78,26.07,24.13
1108,幸福水泥,,20.02,14.85,3765.70,14.38,10.61
1109,信大水泥,,8.96,-0.19,3204.96,-1.70,-3.17
1110,東泥,,8.20,5.04,1371.85,8.92,8.91
1201,味全公司,,27.52,-5.23,15400.62,-7.46,-9.16
1203,味王公司,,23.87,10.49,5106.82,12.13,9.24
1210,大成長城,,10.55,1.76,58723.16,1.56,1.06
1213,大飲,,15.84,5.15,602.09,6.18,4.91
1215,卜蜂企業,,11.80,4.97,12374.53,5.14,3.96
1216,統一,,33.62,5.83,320635.40,7.58,6.04
1217,愛之味,,32.20,-3.62,3291.80,2.07,2.95
1218,泰山企業,,16.70,-0.77,6213.37,1.41,1.28
1219,福壽實業,,8.08,0.45,7127.99,0.60,0.37
1220,台榮,,10.25,2.80,2429.93,3.91,3.30
1225,福懋油,,6.79,2.05,8051.49,1.67,1.35
1227,佳格,,32.04,13.30,19233.85,13.91,11.19
1229,聯華實業,,13.48,4.59,3928.01,34.42,33.63
1231,聯華食品,,19.88,4.71,4893.03,6.25,5.08
1232,大統益,,9.18,5.89,13366.09,6.39,5.23
1233,天仁,,58.01,8.89,1591.02,10.38,8.61
1234,黑松,,35.36,4.18,4830.13,14.04,11.74
1235,興泰,,9.66,-11.95,78.93,30.17,29.88
1236,宏亞食品,,26.69,3.57,1686.36,4.07,3.44
1256,鮮活果汁-KY,,28.51,15.29,1956.15,15.19,10.14
1262,綠悅-KY,,36.33,29.62,4614.93,29.44,24.98
1301,台塑,,11.71,6.25,145699.71,19.51,17.18
1303,南亞塑膠,,13.02,7.31,232854.19,16.17,13.27
1304,台聚,,10.14,3.25,39546.83,3.79,2.90
1305,華夏,,13.63,5.96,10310.04,6.43,5.06
1307,三芳化工,,27.08,12.13,8477.48,12.39,9.90
1308,亞聚,,11.62,7.81,3722.12,12.85,10.89
1309,台達化工,,5.10,1.07,13191.55,0.85,0.69
1310,台苯,,10.65,7.91,9766.66,7.09,5.69
1312,國喬石化,,16.04,10.22,15751.12,11.09,9.24
1313,聯成,,4.12,0.31,33466.89,0.93,0.94
1314,中石化,,0.67,-3.74,21480.37,0.81,0.66
1315,達新工業,,18.52,2.80,2071.42,11.12,9.92
1316,上曜,,15.19,-10.89,698.44,-11.98,-12.67
1319,東陽,,22.54,7.29,16334.94,7.84,6.41
1321,大洋,,8.16,0.54,3651.71,1.95,1.95
1323,永裕,,24.17,11.40,2274.86,11.92,8.80
1324,地球工業,,19.80,4.90,971.01,5.65,4.43
1325,恒大,,14.95,8.08,810.47,10.73,8.58
1326,台化,,10.23,5.95,250678.90,11.18,9.77
1337,再生-KY,,19.04,8.32,3354.19,9.60,6.36
1338,廣華-KY,,23.60,10.94,6032.58,11.79,9.18
1339,昭輝,,31.17,17.14,1467.44,20.98,16.46
1340,勝悅-KY,,33.70,29.92,2278.10,33.37,28.07
1402,遠東新,,24.24,7.57,160880.35,10.31,7.81
1410,南染,,36.08,23.28,476.10,25.15,21.05
1413,宏洲纖維,,-3.47,-7.48,1909.01,-0.98,-1.50
1414,東和,,2.58,-3.16,848.08,-1.56,-0.99
1416,廣豐,,20.98,1.75,1128.80,1.42,2.52
1417,嘉裕,,22.09,-13.58,2635.34,-11.84,-11.86
1418,東華,,-3.70,-14.13,1041.94,-10.46,-10.64
1419,新紡,,20.20,-9.23,775.65,17.13,16.91
1423,利華羊毛,,6.00,0.56,489.21,-3.48,-3.91
1432,大魯閣實業,,39.19,-69.83,252.25,-43.33,-16.46
1434,福懋興業,,14.19,7.74,32891.55,9.14,7.62
1435,中福國際,,89.23,-5.64,22.06,2.87,2.87
1436,華友聯,,29.83,-12.23,100.32,-30.73,-42.87
1437,勤益投控,,25.27,13.50,619.00,12.37,11.81
1438,裕豐,,76.10,46.83,23.50,74.19,66.65
1439,中和羊毛,,3.72,-4.56,266.43,0.22,0.24
1440,南紡,,13.09,3.51,16690.08,7.11,5.69
1441,大東紡織,,7.02,-2.64,1402.92,-4.48,-4.23
1442,名軒,,43.43,33.41,1430.88,33.44,30.81
1443,立益紡織,,0.23,-10.35,984.87,-12.33,-12.33
1444,力麗,,7.49,2.77,7886.03,4.90,4.39
1445,大宇紡織,,12.44,4.65,1384.54,5.87,5.11
1446,宏和,,17.13,-3.00,658.70,0.71,-0.08
1447,力鵬,,2.38,-1.31,13174.96,0.94,0.81
1449,佳和實業,,0.80,-11.47,2206.03,-11.73,-11.71
1451,年興紡織,,9.70,4.06,9634.13,5.34,4.34
1452,宏益,,17.73,12.20,1522.59,24.72,21.98
1453,大將,,31.93,18.69,307.44,20.44,20.37
1454,台富,,11.21,5.45,1607.04,6.61,5.54
1455,集盛,,2.11,-0.86,11492.16,0.94,0.97
1456,怡華,,14.03,-2.87,432.77,-13.43,-13.43
1457,宜進,,8.32,2.09,3073.56,16.52,15.95
1459,聯發紡織,,8.95,4.82,2940.45,9.83,8.44
1460,宏遠,,18.79,4.95,6016.34,5.18,4.46
1463,強盛染整,,17.55,2.48,380.99,14.65,13.68
1464,得力實業,,17.75,5.55,4933.09,7.56,5.87
1465,偉全實業,,14.08,4.04,1791.84,6.91,6.18
1466,聚隆,,6.85,0.09,3117.78,0.47,0.39
1467,南緯實業,,18.54,1.24,5337.68,0.64,-0.16
1468,昶和纖維,,11.49,-8.25,452.50,-9.44,-9.44
1470,大統新創,,21.34,8.61,578.01,9.16,7.40
1471,首利,,-7.25,-20.05,1397.31,-16.78,-16.84
1472,三洋紡,,-0.13,-1.12,589.11,-2.68,-3.27
1473,台南企業,,16.27,-2.96,7056.81,-0.68,-1.99
