公司代號,公司名稱,合計：共 896 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,20.08,14.55,89564.31,12.86,9.87
1102,亞泥,,14.09,10.23,60946.19,10.63,7.68
1103,嘉泥,,3.04,-14.57,3140.19,2.52,0.31
1104,環球水泥,,13.90,5.76,4622.20,38.48,36.42
1108,幸福水泥,,15.58,10.03,4251.06,9.44,7.41
1109,信大水泥,,15.19,6.83,4346.15,4.82,4.09
1110,東泥,,0.69,-5.09,1478.52,14.70,14.04
1201,味全公司,,26.86,-8.12,17074.51,-6.69,-6.35
1203,味王公司,,27.29,11.82,6346.77,12.94,9.93
1210,大成長城,,13.10,3.62,75795.66,4.14,3.38
1213,大飲,,12.43,1.65,671.77,2.77,2.26
1215,卜蜂企業,,15.52,8.43,18172.91,8.70,7.10
1216,統一,,33.30,5.10,413364.32,7.38,5.73
1217,愛之味,,31.62,-0.77,4114.55,3.14,2.80
1218,泰山企業,,17.58,1.85,8110.83,1.83,1.50
1219,福壽實業,,8.94,0.69,10965.54,0.86,0.53
1220,台榮,,13.83,5.47,2863.71,7.72,6.57
1225,福懋油,,10.85,5.59,10919.45,5.71,4.46
1227,佳格,,29.57,11.12,27073.56,12.11,9.74
1229,聯華實業,,22.82,12.17,5223.43,42.72,41.00
1231,聯華食品,,21.40,7.24,6717.56,8.73,7.04
1232,大統益,,10.03,6.33,17384.09,6.29,5.19
1233,天仁,,56.47,8.71,2134.78,9.58,7.96
1234,黑松,,26.47,1.71,8762.41,14.11,12.62
1235,興泰,,36.25,-29.22,117.87,195.43,190.10
1236,宏亞食品,,27.13,1.75,2129.72,4.15,3.52
1256,鮮活果汁-KY,,29.31,14.30,2679.29,13.73,8.51
1262,綠悅-KY,,38.11,31.53,6923.19,31.26,26.36
1301,台塑,,13.49,7.22,180173.19,24.32,21.86
1303,南亞塑膠,,11.41,4.82,275294.43,19.56,17.69
1304,台聚,,12.96,5.95,53102.00,5.78,4.48
1305,華夏,,20.77,13.24,14157.39,12.72,10.90
1307,三芳化工,,29.49,14.22,11045.72,13.95,11.26
1308,亞聚,,13.23,9.63,5893.34,13.45,11.38
1309,台達化工,,5.76,1.41,16419.06,1.20,0.74
1310,台苯,,15.74,12.79,14073.47,11.84,9.44
1312,國喬石化,,17.19,10.88,19918.74,15.48,12.95
1313,聯成,,7.06,2.98,42392.01,3.24,2.57
1314,中石化,,-0.35,-5.50,25376.68,-7.11,-7.40
1315,達新工業,,19.77,3.95,2887.92,11.66,10.50
1316,上曜,,18.79,-17.54,682.06,-15.10,-14.82
1319,東陽,,25.24,11.57,24181.28,12.72,10.25
1321,大洋,,8.59,0.55,4362.80,1.49,-0.34
1323,永裕,,26.46,14.01,3132.61,14.33,10.95
1324,地球工業,,22.26,5.90,1236.12,6.52,5.25
1325,恒大,,20.41,13.61,990.43,13.76,11.25
1326,台化,,14.90,10.47,319204.63,17.13,15.28
1337,再生-KY,,21.26,12.16,5779.20,10.66,7.03
1338,廣華-KY,,27.41,11.90,7608.37,11.29,8.33
1339,昭輝,,28.45,16.41,2475.42,15.78,12.30
