公司代號,公司名稱,合計：共 824 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,13.34,7.90,21440.14,6.86,4.55
1102,亞泥,,10.62,6.75,15362.53,12.01,10.04
1103,嘉泥,,-11.27,-27.67,671.36,-31.21,-27.30
1104,環球水泥,,8.30,1.85,1327.43,20.32,19.73
1108,幸福水泥,,20.88,15.37,1290.90,14.48,12.01
1109,信大水泥,,12.11,2.12,951.79,0.82,0.16
1110,東泥,,9.84,6.89,475.43,6.61,7.57
1201,味全公司,,26.59,-6.44,4742.99,-7.65,-6.94
1203,味王公司,,24.22,11.16,1654.45,15.53,12.28
1210,大成長城,,9.30,1.06,20079.30,0.91,0.45
1213,大飲,,18.65,6.83,182.70,7.44,6.06
1215,卜蜂企業,,12.55,5.40,4008.46,5.51,4.46
1216,統一,,32.91,5.98,104940.24,7.98,6.30
1217,愛之味,,29.35,-7.43,1016.19,-7.82,-7.54
1218,泰山企業,,14.44,-1.28,1982.17,-0.47,-0.49
1219,福壽實業,,8.00,0.94,2325.25,1.13,0.82
1220,台榮,,5.99,-1.52,837.27,-0.58,-0.46
1225,福懋油,,6.13,1.83,2718.61,1.47,1.19
1227,佳格,,33.11,16.66,7183.05,16.91,12.79
1229,聯華實業,,12.45,4.18,1253.79,23.04,22.53
1231,聯華食品,,21.91,6.80,1677.67,7.04,5.84
1232,大統益,,9.36,6.17,4750.99,6.18,5.13
1233,天仁,,59.29,12.56,565.92,12.86,10.62
1234,黑松,,28.71,-2.95,1331.19,11.11,9.24
1235,興泰,,2.86,-18.93,22.33,-0.21,-0.86
1236,宏亞食品,,30.18,12.33,705.96,12.38,10.35
1256,鮮活果汁-KY,,29.12,14.13,506.33,14.27,9.38
1262,綠悅-KY,,36.84,29.73,1406.80,29.33,24.85
1301,台塑,,11.68,6.16,47697.11,9.33,7.64
1303,南亞塑膠,,13.89,8.20,79525.77,12.35,10.27
1304,台聚,,10.36,3.22,13066.42,3.53,3.00
1305,華夏,,13.72,5.91,3661.07,5.60,4.64
1307,三芳化工,,27.21,12.80,2971.58,11.74,9.57
1308,亞聚,,10.23,6.49,1230.67,11.48,9.86
1309,台達化工,,6.78,2.08,4075.10,1.81,2.02
1310,台苯,,5.53,2.63,2268.32,1.93,1.30
1312,國喬石化,,12.09,6.32,5008.78,7.73,6.52
1313,聯成,,4.81,0.94,10935.00,0.99,0.80
1314,中石化,,2.30,-1.89,7398.60,2.61,2.47
1315,達新工業,,18.46,1.67,638.63,1.02,0.48
1316,上曜,,18.09,-17.86,208.39,-22.53,-23.55
1319,東陽,,23.25,8.58,5612.55,8.95,7.67
1321,大洋,,6.54,-0.89,1278.86,0.33,0.33
1323,永裕,,24.61,12.51,754.53,11.38,7.86
1324,地球工業,,18.61,3.35,315.83,3.66,2.19
1325,恒大,,15.13,8.60,279.98,7.91,6.51
1326,台化,,7.65,3.30,80909.05,3.13,2.54
1337,再生-KY,,21.40,8.26,840.61,11.54,8.10
1338,廣華-KY,,24.30,11.58,1928.37,12.29,9.45
1339,昭輝,,38.14,24.25,377.68,23.47,19.42
1340,勝悅-KY,,34.55,29.67,592.06,31.00,25.91
1402,遠東新,,24.00,7.23,53529.55,13.04,8.64
1410,南染,,32.88,19.33,142.82,20.39,16.75
1413,宏洲纖維,,-2.59,-5.57,579.57,-5.09,-5.65
1414,東和,,-0.74,-6.56,296.98,-6.71,-5.53
1416,廣豐,,27.51,12.99,869.63,18.41,17.89
1417,嘉裕,,23.43,-9.56,938.84,-9.86,-9.92
1418,東華,,-7.09,-17.59,321.94,-18.89,-19.21
1419,新紡,,18.67,-8.58,265.83,-9.93,-9.59
1423,利華羊毛,,-4.92,-10.78,156.07,-12.52,-11.80
1432,大魯閣實業,,14.16,-79.20,60.95,-80.20,-131.00
1434,福懋興業,,13.56,7.35,11029.93,7.08,5.58
1435,中福國際,,88.69,14.53,7.12,10.16,10.16
1436,華友聯,,28.33,1.72,49.44,-12.88,-14.50
1437,勤益投控,,32.18,22.36,252.24,16.85,13.72
1438,裕豐,,76.38,62.38,23.35,63.63,56.05
1439,中和羊毛,,4.35,-3.59,95.54,0.27,0.21
1440,南紡,,12.18,1.46,5279.25,4.49,3.61
1441,大東紡織,,6.06,-3.41,490.28,-7.07,-6.73
1442,名軒,,37.64,21.21,195.51,21.38,19.31
1443,立益紡織,,-8.09,-19.13,273.83,-34.18,-34.18
1444,力麗,,10.22,5.81,2759.96,4.28,3.24
1445,大宇紡織,,10.63,3.42,472.50,3.43,3.49
1446,宏和,,24.21,1.67,199.60,3.48,2.56
1447,力鵬,,1.63,-1.88,4613.02,-2.95,-2.47
1449,佳和實業,,4.76,-9.22,649.53,-10.55,-10.56
1451,年興紡織,,7.73,2.00,2742.20,2.12,1.72
1452,宏益,,18.98,14.38,576.45,18.20,15.20
1453,大將,,-24.68,-55.97,30.91,-49.97,-53.97
1454,台富,,12.37,5.87,529.89,5.70,4.88
1455,集盛,,-0.25,-3.12,4025.01,-1.92,-1.66
1456,怡華,,18.98,-4.64,137.99,-16.06,-16.06
1457,宜進,,13.76,7.70,785.43,15.04,14.59
1459,聯發紡織,,11.05,6.63,1003.26,10.13,8.83
1460,宏遠,,18.49,5.59,2093.77,6.04,5.26
1463,強盛染整,,20.08,4.63,134.19,18.09,16.57
1464,得力實業,,18.48,6.10,1576.22,6.36,5.08
1465,偉全實業,,14.45,4.51,523.71,6.63,6.10
