公司代號,公司名稱,合計：共 895 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,27.51,23.40,89657.35,25.40,19.00
1102,亞泥,,24.51,20.29,60908.07,25.04,19.54
1103,嘉泥,,14.68,-2.58,1495.21,49.77,65.25
1104,環球水泥,,11.79,3.26,3436.44,23.69,21.91
1108,幸福水泥,,2.83,-3.02,2460.42,-3.37,-2.05
1109,信大水泥,,30.55,23.97,4717.02,23.87,16.20
1110,東泥,,8.00,1.52,1176.16,7.79,7.72
1201,味全公司,,31.50,3.14,14509.56,6.96,6.25
1203,味王公司,,32.56,15.50,4559.80,16.94,11.95
1210,大成長城,,14.20,3.15,53361.44,4.23,3.45
1213,大飲,,8.78,-0.26,501.65,-0.14,-0.31
1215,卜蜂企業,,12.97,5.60,15807.06,5.69,4.24
1216,統一,,34.10,6.80,330258.56,8.93,6.85
1217,愛之味,,32.84,3.83,3538.84,2.05,2.19
1218,泰山企業,,18.61,2.35,6110.59,7.34,6.97
1219,福壽實業,,6.83,-0.88,8713.85,-1.09,-1.01
1220,台榮,,12.68,4.13,1945.15,5.25,4.48
1225,福懋油,,7.70,2.67,8344.87,3.09,2.47
1227,佳格,,30.71,11.22,19494.27,13.73,11.18
1229,聯華實業,,16.29,5.53,3766.02,51.21,51.20
1231,聯華食品,,21.40,7.06,5993.55,7.66,6.14
1232,大統益,,10.41,6.10,12555.94,6.34,5.09
1233,天仁,,57.44,8.42,1649.46,10.68,8.59
1234,黑松,,26.75,2.71,7003.70,9.22,8.21
1235,興泰,,54.21,24.73,50.03,304.43,305.44
1236,宏亞食品,,24.00,-3.03,1410.72,-2.45,-2.56
1256,鮮活果汁-KY,,35.48,19.67,2661.94,20.07,14.43
1262,綠悅-KY,,1.04,-8.74,2967.24,-10.56,-9.12
1301,台塑,,16.84,11.86,174017.58,31.03,27.13
1303,南亞塑膠,,15.81,10.02,255361.90,21.83,18.88
1304,台聚,,10.80,4.70,45648.48,5.78,4.43
1305,華夏,,20.40,12.86,11298.55,13.52,11.06
1307,三芳化工,,20.19,3.74,7067.38,4.22,3.35
1308,亞聚,,4.06,0.59,4488.95,6.41,5.87
1309,台達化工,,6.32,2.88,16585.57,3.14,2.31
1310,台苯,,15.35,12.26,11981.85,12.30,9.47
1312,國喬石化,,18.13,12.78,19019.41,19.54,15.11
1313,聯成,,6.29,2.67,44029.80,2.44,1.97
1314,中石化,,14.85,10.10,29910.76,13.40,13.27
1315,達新工業,,15.52,0.06,1901.70,14.75,14.76
1316,上曜,,31.51,12.82,1380.66,22.41,22.55
1319,東陽,,22.56,7.97,17445.98,10.30,8.32
1321,大洋,,4.03,-3.32,3543.82,0.65,0.55
1323,永裕,,24.04,12.63,2785.34,13.47,9.53
1324,地球工業,,16.38,0.20,847.47,1.14,0.45
1325,恒大,,11.37,5.24,663.34,8.30,6.81
1326,台化,,14.83,11.18,306288.82,19.72,17.34
1337,再生-KY,,-12.50,-42.22,1052.25,-43.73,-44.48
1338,廣華-KY,,24.06,8.85,6011.68,8.94,6.69
1339,昭輝,,24.27,11.21,2091.16,16.10,13.23
1340,勝悅-KY,,20.49,11.56,1741.25,14.47,11.70
1341,富林-KY,,16.44,6.38,2134.21,5.78,4.14
1402,遠東新,,21.11,8.08,167195.14,11.43,9.72
1410,南染,,38.78,23.07,387.47,26.67,21.80
1413,宏洲纖維,,8.03,5.68,2717.08,5.88,6.54
1414,東和,,9.50,1.11,744.64,4.59,4.94
1416,廣豐,,90.16,-19.39,212.64,32.88,22.89
1417,嘉裕,,15.21,-28.38,1072.83,-12.34,-13.91
1418,東華,,-10.89,-23.20,574.60,-26.65,-26.69
1419,新紡,,23.20,-5.09,1132.30,22.46,21.99
1423,利華羊毛,,10.51,5.94,594.75,16.58,15.23
1432,大魯閣實業,,68.75,-19.15,811.46,-17.80,-17.96
1434,福懋興業,,12.53,6.27,33804.38,17.32,14.87
1435,中福國際,,94.23,-25.30,23.31,-13.38,-13.38
1436,華友聯,,27.46,18.64,1664.09,15.91,14.02
1437,勤益投控,,73.08,54.80,434.71,59.56,49.08
1438,裕豐,,-422.22,-70777.78,0.01,-44711.11,-44711.11
1439,中和羊毛,,3.78,-20.09,208.22,-21.56,-20.77
1440,南紡,,13.38,4.70,18818.21,7.27,5.97
1441,大東紡織,,0.81,-13.29,1205.67,94.13,87.96
1442,名軒,,33.03,19.37,861.49,19.81,17.58
1443,立益紡織,,0.07,-18.72,914.99,-59.47,-60.78
1444,力麗,,8.26,2.57,9393.30,5.48,4.50
1445,大宇紡織,,4.98,-2.93,1192.41,-2.28,-1.52
