公司代號,公司名稱,合計：共 801 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,18.21,13.79,26716.23,13.29,10.45
1102,亞泥,,13.77,10.07,16256.08,12.39,10.35
1103,嘉泥,,5.73,-4.18,1019.43,-4.10,-3.36
1104,環球水泥,,9.83,3.43,1379.16,18.27,17.46
1108,幸福水泥,,13.65,8.44,1219.35,7.08,5.62
1109,信大水泥,,21.81,11.85,1192.02,11.41,8.98
1110,東泥,,14.53,11.08,495.72,12.44,13.75
1201,味全公司,,31.15,6.00,6611.78,4.88,3.60
1203,味王公司,,25.31,11.82,1498.95,11.76,8.53
1210,大成長城,,9.95,1.96,21742.71,2.18,1.69
1213,大飲,,14.65,3.45,166.03,4.01,2.28
1215,卜蜂企業,,11.97,5.77,4158.34,5.98,4.97
1216,統一,,31.44,5.09,108631.63,7.10,6.02
1217,愛之味,,25.58,-17.53,853.26,-19.86,-18.51
1218,泰山企業,,15.40,-0.90,2100.23,1.24,1.15
1219,福壽實業,,7.71,1.54,2459.45,2.07,1.75
1220,台榮,,10.07,3.57,752.61,3.73,3.16
1225,福懋油,,6.50,2.06,2937.28,1.63,1.34
1227,佳格,,26.82,12.26,5307.08,12.36,10.22
1229,聯華實業,,12.38,4.16,1245.03,54.38,53.08
1231,聯華食品,,21.47,0.82,1290.14,1.82,2.06
1232,大統益,,8.18,5.63,5526.93,6.35,5.26
1233,天仁,,61.39,15.91,556.67,18.01,15.19
1234,黑松,,26.79,-4.33,1269.75,6.65,5.06
1235,興泰,,6.30,-10.32,37.67,73.44,73.57
1236,宏亞食品,,25.34,4.02,661.98,4.90,3.51
1256,鮮活果汁-KY,,31.34,20.03,431.75,20.00,13.14
1262,綠悅-KY,,33.99,28.64,1528.95,30.08,22.98
1301,台塑,,7.27,2.10,51989.87,15.39,13.87
1303,南亞塑膠,,8.96,3.34,77473.96,13.50,12.10
1304,台聚,,7.82,2.10,13711.75,1.85,1.32
1305,華夏,,12.32,5.00,3528.56,5.51,4.59
1307,三芳化工,,25.08,9.86,2825.94,10.82,9.37
1308,亞聚,,11.54,8.24,1344.36,9.47,7.82
1309,台達化工,,-0.14,-3.97,4363.50,-5.05,-4.88
1310,台苯,,1.79,0.12,5258.28,0.29,0.24
1312,國喬石化,,7.59,2.99,6201.71,3.12,2.52
1313,聯成,,2.36,-0.55,13147.84,-1.70,-1.23
1314,中石化,,1.30,-1.76,9122.93,-2.13,-2.31
1315,達新工業,,16.59,-2.17,631.84,0.21,-0.49
1316,上曜,,16.90,-12.16,245.21,-12.29,-13.81
1319,東陽,,23.22,6.55,5200.85,9.24,7.78
1321,大洋,,5.78,-1.47,1291.04,0.11,0.11
1323,永裕,,24.48,11.30,823.48,12.71,9.19
1324,地球工業,,16.93,3.79,376.56,4.92,4.02
1325,恒大,,11.15,5.06,292.97,8.61,7.16
1326,台化,,4.94,1.67,100960.30,6.98,6.26
1337,再生-KY,,37.83,28.84,1220.10,33.48,25.08
1338,廣華-KY,,22.29,9.15,1924.95,8.81,6.58
1339,昭輝,,38.98,24.76,360.72,27.60,22.91
1340,勝悅-KY,,34.90,28.61,517.76,43.00,36.68
1402,遠東新,,20.49,6.16,58243.54,7.39,6.17
1410,南染,,26.18,12.29,138.85,13.98,11.65
1413,宏洲纖維,,-1.65,-4.45,957.42,-5.08,-5.10
1414,東和,,9.46,4.91,330.36,6.53,6.45
1416,廣豐,,-8.56,-124.43,39.58,-115.18,-106.07
1417,嘉裕,,26.49,-3.18,880.09,10.56,9.75
1418,東華,,0.62,-8.20,420.99,-9.87,-9.95
1419,新紡,,25.06,-3.26,273.37,-4.28,-4.30
1423,利華羊毛,,-14.14,-19.56,153.08,-20.32,-27.09
1432,大魯閣實業,,-10.77,-56.38,147.50,-38.67,-41.11
1434,福懋興業,,11.32,5.89,11926.77,6.13,4.95
1435,中福國際,,87.53,-11.08,6.40,0.05,0.05
1436,華友聯,,27.69,2.39,48.02,4.12,4.12
1437,勤益投控,,18.68,8.62,318.42,33.55,30.51
1438,裕豐,,83.04,-269.95,0.62,-135.38,-130.21
1439,中和羊毛,,3.03,-6.81,74.41,-4.10,-3.65
1440,南紡,,9.34,2.28,4561.89,3.19,2.33
1441,大東紡織,,5.34,-7.33,331.81,-4.84,-4.80
1442,名軒,,53.46,43.92,390.27,43.56,32.30
1443,立益紡織,,-11.81,-21.94,377.96,-19.62,-19.62
1444,力麗,,5.79,1.17,2743.55,4.31,3.86
1445,大宇紡織,,7.60,0.95,458.31,2.47,2.35
1446,宏和,,26.05,7.12,206.19,9.35,7.46
1447,力鵬,,6.08,3.09,5977.02,4.62,3.75
1449,佳和實業,,-0.74,-12.82,769.98,-13.59,-13.61
1451,年興紡織,,9.26,2.95,3075.73,9.60,8.25
1452,宏益,,10.34,6.11,525.04,9.09,7.42
1453,大將,,6.73,-10.86,60.06,-9.12,-6.84
1454,台富,,5.64,-0.65,456.12,1.49,1.47
1455,集盛,,3.79,1.45,4503.32,2.22,1.78
1456,怡華,,5.48,-6.40,247.00,-14.61,-13.76
1457,宜進,,4.78,0.62,1116.08,1.99,2.03
1459,聯發紡織,,5.56,1.91,1011.48,1.77,1.24
1460,宏遠,,15.99,2.85,1903.33,4.62,4.08
1463,強盛染整,,9.94,-0.87,267.09,2.13,2.13
1464,得力實業,,13.74,-0.74,1175.21,0.36,0.20
1465,偉全實業,,11.37,2.54,588.67,8.28,7.77
1466,聚隆,,8.19,1.42,1177.01,1.79,1.79
1467,南緯實業,,20.11,0.57,1492.63,0.57,0.15
1468,昶和纖維,,7.86,-13.71,207.45,-10.46,-10.46
1470,大統新創,,20.46,11.13,201.41,11.91,9.89
