公司代號,公司名稱,合計：共 799 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,19.06,15.11,82891.07,16.25,13.45
1102,亞泥,,10.74,7.33,49722.59,13.03,11.40
1103,嘉泥,,-1.43,-12.75,2738.06,6.83,7.05
1104,環球水泥,,9.42,1.76,3760.64,20.72,20.18
1108,幸福水泥,,12.71,7.20,3521.21,5.83,4.52
1109,信大水泥,,14.08,3.68,2911.97,4.97,4.15
1110,東泥,,13.72,10.84,1448.87,11.86,12.93
1201,味全公司,,32.31,4.99,22540.13,4.79,3.12
1203,味王公司,,21.53,7.82,4662.51,8.90,7.19
1210,大成長城,,8.58,0.81,65599.62,1.27,0.99
1213,大飲,,16.12,4.66,591.60,5.10,4.18
1215,卜蜂企業,,8.58,2.12,13404.79,2.34,1.80
1216,統一,,31.22,4.63,325527.67,6.58,5.34
1217,愛之味,,31.64,1.49,3564.79,-1.96,-2.22
1218,泰山企業,,13.67,-1.79,7221.06,1.26,1.01
1219,福壽實業,,4.64,-0.93,7727.85,-0.60,-0.56
1220,台榮,,8.06,2.45,2615.58,2.86,2.48
1225,福懋油,,4.29,0.76,10606.97,0.52,0.37
1227,佳格,,28.15,10.71,15090.86,11.59,9.54
1229,聯華實業,,10.42,3.41,3926.56,26.41,24.66
1231,聯華食品,,25.06,4.70,4019.16,6.75,5.45
1232,大統益,,6.17,3.65,14700.29,4.08,3.42
1233,天仁,,60.80,12.72,1531.20,14.42,11.99
1234,黑松,,27.99,2.37,5321.80,9.67,-3.33
1235,興泰,,6.81,-5.14,189.86,-19.12,-20.57
1236,宏亞食品,,27.56,5.36,1860.31,3.01,2.83
1256,鮮活果汁-KY,,29.54,18.30,1368.11,19.10,13.04
1262,綠悅-KY,,32.67,26.59,3757.85,25.11,21.10
1301,台塑,,6.92,1.68,159479.01,10.52,9.46
1303,南亞塑膠,,10.70,4.93,230543.01,9.87,8.11
1304,台聚,,7.97,2.38,43606.58,3.79,3.17
1305,華夏,,14.32,6.73,10716.81,7.52,6.15
1307,三芳化工,,23.83,8.77,7799.83,9.37,7.09
1308,亞聚,,7.56,3.78,4125.19,11.11,10.07
1309,台達化工,,2.65,-0.38,16105.05,0.53,0.60
1310,台苯,,7.33,5.22,16008.53,4.85,4.85
1312,國喬石化,,13.09,8.49,19666.29,9.51,7.88
1313,聯成,,2.63,-0.51,38096.18,1.25,1.19
1314,中石化,,-1.98,-5.38,26384.52,-4.34,-4.49
1315,達新工業,,17.50,2.68,2734.14,6.20,5.78
1316,上曜,,21.64,-10.93,980.77,-13.21,-13.86
1319,東陽,,23.28,7.39,14276.62,9.26,7.66
1321,大洋,,6.47,-0.28,4373.47,0.93,0.93
1323,永裕,,24.96,12.65,2436.27,13.02,9.08
1324,地球工業,,16.51,4.06,1088.31,3.81,3.15
1325,恒大,,12.64,6.43,779.13,8.08,6.43
1326,台化,,8.44,5.29,318712.81,8.13,7.18
1337,再生-KY,,38.64,31.41,4515.90,31.92,23.42
1338,廣華-KY,,21.78,5.58,5033.64,6.69,5.30
1339,昭輝,,32.71,18.03,879.23,21.29,17.07
1340,勝悅-KY,,36.51,32.27,1874.05,31.66,26.42
1402,遠東新,,19.66,6.09,179181.52,7.38,6.14
1410,南染,,29.85,17.48,453.38,18.86,17.34
1413,宏洲纖維,,-3.11,-5.62,3556.17,-5.85,-5.93
1414,東和,,12.57,7.85,1058.35,10.49,10.82
1416,廣豐,,23.53,-32.90,268.08,-21.10,-43.98
1417,嘉裕,,25.34,-5.56,2390.70,-3.43,-4.04
1418,東華,,0.27,-8.20,1465.40,-6.22,-6.42
1419,新紡,,24.65,-2.57,717.14,24.92,24.41
1423,利華羊毛,,-0.44,-4.69,670.59,-5.08,-3.84
1432,大魯閣實業,,14.61,-9.62,790.75,-9.41,-9.59
1434,福懋興業,,9.49,4.20,35950.81,5.57,4.60
1435,中福國際,,84.02,-39.66,17.55,-14.08,-14.08
1436,華友聯,,37.11,-1296.85,1.87,-889.00,-887.56
1437,勤益投控,,1.82,-5.81,1016.38,-12.84,-13.81
1438,裕豐,,70.17,51.74,49.23,50.56,46.02
1439,中和羊毛,,1.71,-4.00,340.18,0.72,0.54
1440,南紡,,12.80,6.59,16363.48,8.48,6.35
1441,大東紡織,,7.50,-3.18,985.05,-1.15,-1.13
1442,名軒,,43.11,37.01,3644.29,37.14,34.57
1443,立益紡織,,3.49,-4.12,1722.49,-6.78,-6.78
1444,力麗,,6.33,2.01,9408.45,7.05,6.75
1445,大宇紡織,,9.40,2.68,1581.67,3.76,3.70
1446,宏和,,20.29,-0.14,580.96,1.09,0.84
1447,力鵬,,5.77,3.19,19769.12,4.86,4.27
1449,佳和實業,,4.66,-6.45,2679.93,-5.11,-5.17
1451,年興紡織,,12.37,6.35,10446.60,7.17,6.00
1452,宏益,,7.98,4.22,1595.37,6.66,4.99
1453,大將,,6.54,-6.37,173.96,-1.85,-4.17
1454,台富,,8.09,1.66,1609.88,2.39,2.11
1455,集盛,,3.32,0.96,13217.54,2.27,2.04
1456,怡華,,0.72,-6.99,567.98,-14.91,-14.23
1457,宜進,,2.97,-0.79,3245.68,2.83,2.50
1459,聯發紡織,,2.29,-1.35,2915.79,1.25,1.07
1460,宏遠,,15.43,2.24,5430.79,2.66,2.66
1463,強盛染整,,8.50,-4.15,675.76,-0.64,-0.63
1464,得力實業,,11.81,-1.23,3177.41,-0.52,-0.67
1465,偉全實業,,12.54,3.80,1970.25,5.46,4.77
1466,聚隆,,9.24,2.47,3876.68,2.45,1.89
1467,南緯實業,,18.69,2.87,5318.77,3.41,2.53
1468,昶和纖維,,11.58,-10.55,628.60,-10.46,-10.46
1470,大統新創,,13.03,3.63,484.25,4.44,3.70
