證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,1821523,900,83237051,45.55,45.95,45.50,45.55,+,0.3,45.55,222,45.65,4,15.23,
亞泥,1910002,864,73591705,38.35,38.75,38.30,38.30,+,0.3,38.30,14,38.35,1,15.26,
嘉泥,173127,151,2436231,14.10,14.20,14.05,14.05,-,0.05,14.05,31,14.10,27,7.43,
環泥,908771,279,24818430,27.40,27.70,27.10,27.15,-,0.85,27.10,6,27.15,8,12.75,
幸福,965122,390,8867221,9.15,9.33,9.10,9.24,+,0.21,9.24,9,9.25,10,13.01,
信大,231000,114,3112900,13.55,13.55,13.40,13.45,-,0.1,13.40,7,13.45,1,15.46,
東泥,129500,88,1930150,15.10,15.20,14.80,14.90,-,0.2,14.85,12,14.90,25,49.67,
味全,28027615,"8,381",736575855,25.30,27.00,24.50,27.00,+,1.75,27.00,856,--,0,18.12,
味王,173013,108,3864386,22.20,22.45,22.20,22.40,+,0.3,22.30,3,22.40,16,20.93,
大成,3680745,"1,675",103209525,27.95,28.70,27.50,27.90,+,0.6,27.90,52,28.00,18,6.71,
大飲,85000,53,1584350,18.75,18.90,18.55,18.65,-,0.1,18.65,7,18.70,9,58.28,
卜蜂,3141014,"1,021",74723318,23.50,24.05,23.05,24.05,+,1.55,24.00,9,24.05,2,7.45,
統一,15011292,"6,049",758463594,48.90,51.30,48.65,51.30,+,3.3,51.30,471,--,0,19.58,
愛之味,752861,335,5963176,7.98,7.99,7.82,7.90,+,0.1,7.90,17,7.94,2,0.00,
泰山,789674,374,9420416,12.10,12.10,11.80,11.95,-,0.1,11.90,17,11.95,8,0.00,
福壽,272579,99,4087213,15.15,15.30,14.90,14.90,,0.0,14.85,17,14.90,4,37.25,
台榮,144001,67,1437940,10.00,10.10,9.85,10.10,+,0.1,10.05,2,10.10,14,25.90,
福懋油,591476,241,9350184,15.45,16.15,15.45,16.15,+,1.05,16.15,532,--,0,62.12,
佳格,885742,703,60307757,67.50,69.30,67.20,68.90,+,3.2,68.80,11,69.00,5,26.81,
聯華,1562120,603,30236317,19.10,19.50,19.10,19.45,+,0.45,19.45,26,19.50,13,8.76,
聯華食,194475,164,6230739,31.20,32.70,31.20,32.10,+,0.9,32.10,16,32.20,4,18.88,
大統益,167200,149,11874000,70.30,71.50,70.30,70.90,+,0.8,70.90,6,71.20,11,15.15,
天仁,29770,36,1388131,46.60,47.00,46.50,46.60,+,0.35,46.50,8,46.60,7,17.26,
黑松,1002998,501,34558671,33.40,34.80,33.40,34.80,+,2.25,34.75,13,34.80,32,16.49,
興泰,376000,214,7984100,21.00,21.50,20.45,21.50,+,1.4,21.50,145,--,0,17.20,
宏亞,33403,26,806464,24.00,24.35,24.00,24.05,-,0.15,24.05,8,24.35,2,12.79,
綠悅-KY,82135,80,11921075,146.00,147.50,144.00,145.00,+,1.5,144.50,7,145.00,3,17.30,
台塑,6599317,"3,229",439563265,67.20,67.40,66.20,66.20,+,0.8,66.20,151,66.30,68,18.24,
南亞,5664195,"2,855",337032068,59.80,60.10,59.00,59.10,+,0.5,59.10,2,59.20,7,13.84,
台聚,1582129,756,22286313,14.10,14.20,13.95,14.05,+,0.35,14.05,31,14.10,1,21.62,
華夏,1371466,652,14235143,10.55,10.55,10.25,10.30,+,0.41,10.30,104,10.35,5,11.44,
三芳,227662,125,6491131,28.55,28.70,28.35,28.60,+,0.1,28.55,2,28.70,19,11.13,
亞聚,1027110,529,20452523,19.80,20.10,19.75,20.00,-,0.3,20.00,8,20.05,8,18.18,
台達化,593371,265,4841937,8.10,8.25,8.09,8.25,+,0.25,8.20,20,8.25,12,0.00,
台苯,1890798,948,23684685,12.60,12.65,12.35,12.60,-,0.05,12.60,25,12.65,60,5.45,
國喬,3035402,909,38198752,12.45,12.70,12.40,12.70,+,0.8,12.70,407,--,0,8.30,
國喬特,21000,2,427500,20.35,20.50,20.35,20.50,+,0.15,20.20,4,20.45,2,0.00,
聯成,1062401,426,10695110,10.00,10.15,10.00,10.00,+,0.07,10.00,202,10.05,22,35.71,
中石化,8681608,"2,571",79059455,9.14,9.20,9.01,9.09,+,0.15,9.09,826,9.10,4,0.00,
上曜,122000,51,1395350,11.55,11.55,11.35,11.45,,0.0,11.45,3,11.50,12,0.00,
東陽,2272047,"1,051",65989765,29.60,29.70,28.90,28.90,-,0.1,28.90,82,29.00,192,13.32,
大洋,170001,119,5840734,34.30,34.65,34.00,34.60,+,0.7,34.35,10,34.60,14,0.00,
永裕,127604,123,3753401,29.20,29.65,29.20,29.35,+,0.65,29.35,3,29.50,3,10.79,
地球,126001,61,1644463,13.40,13.50,12.90,13.20,+,0.3,13.20,8,13.35,6,23.57,
恆大,6431879,"2,536",147554039,23.00,23.40,22.40,22.80,-,0.6,22.80,42,22.85,6,46.53,
台化,2680221,"1,583",178492289,65.80,67.40,65.80,66.30,+,1.1,66.30,4,66.50,49,17.77,
再生-KY,1212788,836,41051492,33.80,34.20,33.50,33.95,+,0.95,33.90,15,33.95,28,5.15,
廣華-KY,945210,484,87482914,96.50,96.80,88.00,91.00,-,3.4,91.00,17,91.40,30,11.61,
昭輝,18069,18,1657613,91.90,92.60,91.60,91.60,+,0.6,91.50,3,91.60,8,23.98,
勝悅-KY,189500,162,18060300,95.00,96.10,94.70,95.00,+,1.8,95.00,2,95.20,1,9.22,
遠東新,4392553,"1,530",135779143,30.60,31.05,30.60,31.00,+,0.7,30.95,2,31.00,707,16.58,
新纖,1768676,677,18934782,10.75,10.80,10.65,10.70,+,0.1,10.70,32,10.75,306,12.44,
南染,1562369,255,40419623,27.00,27.50,25.70,25.95,X,0.0,25.75,3,25.95,30,25.95,
宏洲,327024,55,1181116,3.53,3.63,3.53,3.60,+,0.02,3.60,5,3.62,4,0.00,
東和,389130,107,3150182,8.09,8.22,8.07,8.12,+,0.04,8.09,8,8.12,5,22.56,
廣豐,425120,165,6947797,16.45,16.45,16.20,16.30,+,0.15,16.25,31,16.30,6,25.08,
嘉裕,652493,199,5001182,7.65,7.73,7.65,7.70,+,0.07,7.69,6,7.70,10,18.78,
東華,50004,28,343747,6.82,6.94,6.82,6.86,,0.0,6.86,2,6.97,1,0.00,
新紡,76549,70,2985900,39.30,39.30,38.85,39.00,+,0.1,39.00,14,39.15,29,102.63,
利華,215236,66,1648550,7.65,7.84,7.57,7.79,+,0.1,7.72,1,7.79,11,0.00,
大魯閣,1126871,499,19856591,19.00,19.00,17.35,17.35,-,1.3,--,0,17.35,163,0.00,
福懋,955379,566,27509116,28.50,29.15,28.20,28.70,+,0.35,28.70,125,28.85,33,21.58,
中福,112000,43,617920,5.54,5.59,5.45,5.55,+,0.1,5.50,3,5.55,5,0.00,
華友聯,81404,34,4024693,49.00,50.00,48.75,49.00,+,0.1,48.90,2,49.40,3,13.50,
勤益控,889895,336,19049802,21.50,21.75,20.90,21.60,+,0.3,21.45,11,21.60,28,0.00,
裕豐,38200,16,229114,6.15,6.15,5.92,6.00,-,0.16,6.00,7,6.06,11,54.55,
中和,50188,24,675787,13.50,13.75,13.40,13.50,,0.0,13.45,1,13.50,3,0.00,
南紡,2009666,977,32561316,16.00,16.50,16.00,16.40,+,0.45,16.35,15,16.40,2,35.65,
大東,53313,34,483817,9.05,9.15,9.05,9.15,+,0.1,9.14,1,9.15,3,0.00,
名軒,329533,239,8224633,24.20,25.30,24.20,25.30,+,1.45,25.15,2,25.40,49,10.20,
立益,81000,30,561110,6.99,6.99,6.87,6.95,+,0.09,6.95,9,6.98,11,0.00,
力麗,1245586,789,10744191,8.50,8.75,8.45,8.68,+,0.44,8.67,7,8.68,37,19.73,
大宇,99103,51,887086,8.97,9.00,8.87,8.94,,0.0,8.87,2,8.94,1,27.94,
宏和,242949,98,7068671,29.55,29.55,28.60,28.60,-,0.5,28.60,6,28.90,1,0.00,
力鵬,2045477,734,20881859,10.25,10.35,10.10,10.20,+,0.3,10.20,14,10.25,68,12.00,
佳和,8682,9,12233,1.41,1.41,1.41,1.41,+,0.01,1.41,3,1.45,2,0.00,
年興,497078,128,12562259,25.20,25.35,25.20,25.30,+,0.2,25.20,39,25.30,103,12.65,
宏益,113000,43,1319750,11.65,11.70,11.65,11.65,,0.0,11.65,86,11.70,22,9.32,
大將,93209,52,848510,9.08,9.24,9.05,9.07,-,0.07,9.07,1,9.11,2,0.00,
台富,106269,50,808880,7.77,7.77,7.55,7.56,-,0.06,7.56,13,7.60,10,27.00,
集盛,386291,179,3162346,8.14,8.26,8.14,8.17,+,0.15,8.17,67,8.18,2,32.68,
怡華,1564,4,11354,7.38,7.38,7.38,7.38,+,0.36,6.53,1,7.35,1,0.00,
宜進,405732,142,3139329,7.85,7.85,7.70,7.75,+,0.05,7.75,2,7.76,5,8.24,
聯發,279000,104,2665680,9.65,9.65,9.46,9.59,-,0.01,9.51,14,9.59,1,12.96,
宏遠,1008112,425,14172668,14.00,14.20,13.90,14.00,+,0.2,14.00,45,14.05,1,24.56,
強盛,442371,170,6678015,15.05,15.20,14.95,15.00,+,0.2,14.95,44,15.00,5,31.25,
得力,51009,46,564849,11.00,11.25,10.90,11.15,+,0.35,11.00,11,11.15,6,0.00,
