證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,8631442,"3,491",388740498,45.00,45.35,44.80,44.85,-,0.6,44.85,30,44.95,1,15.85,
亞泥,4219857,"1,659",167163490,39.70,39.75,39.25,39.65,-,0.1,39.40,5,39.65,27,18.62,
嘉泥,312505,79,4997822,15.95,16.10,15.90,15.95,-,0.05,15.90,792,16.00,37,8.96,
環泥,509483,277,14621203,29.10,29.10,28.60,28.70,-,0.4,28.65,12,28.70,45,14.79,
幸福,320500,114,2921518,9.12,9.14,9.10,9.12,,0.0,9.11,15,9.12,10,20.27,
信大,225975,96,3257240,14.45,14.50,14.35,14.35,-,0.15,14.35,4,14.40,20,18.64,
東泥,69496,24,1064487,15.30,15.50,15.20,15.50,+,0.3,15.20,6,15.50,2,57.41,
味全,750129,227,33808524,45.00,45.25,45.00,45.10,-,0.15,45.10,88,45.20,13,27.33,
味王,70635,59,1563196,22.20,22.25,22.00,22.05,-,0.1,22.05,43,22.10,7,19.69,
大成,4690435,"2,172",165594742,35.80,35.85,35.10,35.35,-,0.45,35.35,42,35.40,6,9.71,
大飲,58002,34,1230642,21.40,21.40,21.10,21.15,-,0.35,21.15,1,21.30,6,96.14,
卜蜂,4766363,"1,477",123856260,26.00,26.35,25.50,26.35,+,0.2,26.30,11,26.35,119,10.46,
統一,4728695,"1,996",251075535,53.30,53.40,52.60,53.20,-,0.1,53.10,2,53.20,124,20.62,
愛之味,1495550,372,13639326,9.15,9.15,9.10,9.13,-,0.04,9.12,1,9.13,42,0.00,
泰山,482390,203,6299320,13.05,13.10,13.00,13.00,-,0.1,13.00,258,13.10,101,0.00,
福壽,50573,32,762811,15.05,15.15,15.05,15.10,+,0.05,15.05,3,15.10,19,45.76,
台榮,171447,59,1726270,10.05,10.15,10.00,10.10,+,0.05,10.10,13,10.15,16,31.56,
福懋油,67143,28,938990,14.00,14.15,13.85,14.05,+,0.05,14.00,13,14.05,1,39.03,
佳格,506440,447,41571215,82.10,82.40,81.80,81.90,-,0.6,81.80,72,82.00,2,31.62,
聯華,1928201,698,41019095,21.25,21.35,21.15,21.25,,0.0,21.25,55,21.30,1,10.27,
聯華食,287055,179,11525766,40.05,40.45,40.00,40.40,+,0.35,40.10,1,40.40,21,20.82,
大統益,40392,40,3216202,79.70,79.90,79.30,79.60,-,0.1,79.50,18,79.80,4,16.21,
天仁,60570,51,3048000,50.00,50.60,50.00,50.40,+,0.4,50.40,7,50.60,3,18.60,
黑松,247751,156,7997341,32.10,32.35,32.05,32.35,+,0.2,32.30,6,32.35,2,47.57,
興泰,2925668,"1,159",111745150,37.00,39.30,37.00,38.90,+,1.95,38.90,18,39.00,8,125.48,
宏亞,40003,27,1026975,25.60,25.75,25.60,25.70,+,0.1,25.65,9,25.75,2,28.88,
綠悅-KY,160010,117,34385655,219.50,219.50,213.00,215.00,-,0.5,215.00,4,215.50,21,25.66,
台塑,5478047,"2,200",418576232,76.20,76.70,76.10,76.70,+,0.2,76.60,5,76.70,180,21.79,
南亞,2203938,"1,413",150980227,68.70,69.20,68.10,68.60,-,0.1,68.50,2,68.60,172,19.71,
台聚,1640412,682,31460406,19.35,19.35,19.10,19.15,-,0.2,19.10,82,19.15,31,29.46,
華夏,6882580,"1,663",112744121,16.20,16.55,16.20,16.30,+,0.15,16.25,126,16.30,8,12.64,
三芳,64242,46,1930993,30.05,30.10,30.00,30.10,+,0.05,30.05,22,30.10,3,12.97,
亞聚,392918,211,9466074,24.10,24.20,24.00,24.15,+,0.05,24.10,11,24.15,55,22.16,
台達化,567769,181,5674860,9.97,10.05,9.97,10.00,+,0.02,10.00,7,10.05,103,0.00,
台苯,2316328,884,41358294,17.70,18.05,17.70,17.80,+,0.05,17.80,25,17.85,148,8.32,
國喬,7359382,"2,255",134641717,18.20,18.50,18.20,18.25,-,0.05,18.25,295,18.30,60,8.73,
國喬特,5000,4,118800,23.75,23.80,23.75,23.75,-,0.05,23.70,5,23.80,7,0.00,
聯成,818049,311,10358808,12.65,12.70,12.60,12.65,,0.0,12.65,84,12.70,119,55.00,
中石化,22505589,"4,670",261710400,11.45,11.75,11.40,11.70,+,0.25,11.65,703,11.70,168,0.00,
達新,73001,38,2086728,28.60,28.65,28.50,28.60,,0.0,28.40,3,28.60,2,36.67,
上曜,95171,37,1157268,12.10,12.20,12.10,12.20,+,0.05,12.15,5,12.20,5,0.00,
東陽,907483,365,38336402,42.45,42.45,42.05,42.20,-,0.25,42.15,58,42.30,27,17.58,
大洋,5681450,"2,336",271093084,45.60,48.75,45.60,48.75,+,3.15,48.75,892,--,0,812.50,
永裕,568850,322,20069092,35.65,35.65,35.20,35.30,-,0.4,35.30,7,35.35,22,12.52,
地球,74000,33,1213100,16.40,16.45,16.35,16.40,,0.0,16.35,19,16.40,3,27.80,
恆大,57323,29,1040411,18.20,18.25,18.10,18.25,,0.0,18.15,13,18.25,16,27.24,
台化,1948845,"1,230",141101168,72.30,72.60,72.20,72.60,+,0.3,72.60,4,72.70,346,18.91,
再生-KY,1537681,"1,033",92523493,60.80,60.90,59.70,60.10,-,0.7,60.10,37,60.20,2,8.81,
廣華-KY,574856,325,69787148,120.00,123.50,119.00,121.00,+,2.0,121.00,7,121.50,5,17.69,
昭輝,911115,296,61941374,69.40,72.30,69.40,72.00,+,2.6,72.00,73,72.20,17,20.45,
勝悅-KY,360000,293,45484000,128.50,128.50,124.50,124.50,-,4.5,124.50,10,125.00,36,14.26,
遠東新,3013784,"1,157",94138552,31.25,31.35,31.20,31.30,,0.0,31.25,15,31.30,103,22.36,
新纖,17416677,"3,204",182302638,10.35,10.60,10.35,10.50,+,0.3,10.50,325,10.55,742,11.41,
南染,45125,19,1069812,23.80,23.95,23.70,23.70,-,0.1,23.65,11,23.70,4,22.79,
宏洲,114364,32,460842,4.05,4.06,4.01,4.05,,0.0,4.05,7,4.06,7,0.00,
東和,1246312,364,12217754,9.72,9.88,9.70,9.82,+,0.12,9.81,4,9.82,4,17.23,
廣豐,500095,79,9924229,19.85,19.90,19.80,19.80,-,0.05,19.80,119,19.90,12,152.31,
嘉裕,593938,207,5046299,8.51,8.56,8.46,8.53,+,0.02,8.51,8,8.53,96,28.43,
東華,83200,29,553874,6.70,6.71,6.60,6.60,-,0.1,6.60,26,6.70,6,0.00,
新紡,57154,42,2188591,38.30,38.40,38.20,38.30,,0.0,38.35,1,38.40,1,69.64,
利華,285063,54,2135297,7.48,7.50,7.47,7.50,+,0.02,7.47,29,7.50,6,0.00,
大魯閣,2019442,903,51702572,24.70,26.20,24.70,25.50,+,0.9,25.50,98,25.55,14,0.00,
福懋,870334,408,28406728,32.85,32.85,32.50,32.80,-,0.05,32.60,60,32.80,136,25.43,
中福,78001,27,488276,6.16,6.29,6.16,6.26,+,0.02,6.25,8,6.26,10,0.00,
華友聯,79550,50,3768503,45.30,48.15,45.30,48.10,+,3.1,47.80,1,48.10,1,0.00,
勤益控,199728,81,3897573,19.40,19.70,19.40,19.45,-,0.1,19.45,20,19.60,12,0.00,
裕豐,639334,138,4180686,6.40,6.65,6.33,6.54,+,0.21,6.42,6,6.54,9,26.16,
