證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,4325746,"1,578",202780593,46.65,47.20,46.50,47.00,-,0.1,47.00,8,47.10,3,18.58,
亞泥,2313319,"1,027",87423004,37.55,38.20,37.40,37.65,-,0.55,37.65,92,37.70,8,20.46,
嘉泥,375697,125,5756056,15.30,15.40,15.30,15.40,-,0.05,15.35,82,15.40,62,51.33,
環泥,1195826,518,35216955,29.90,29.90,29.15,29.15,-,0.75,29.15,15,29.30,11,20.10,
幸福,613363,156,5596642,9.14,9.16,9.07,9.15,,0.0,9.11,15,9.15,96,19.89,
信大,67003,17,796836,12.05,12.05,11.85,11.95,,0.0,11.90,15,12.00,11,24.90,
東泥,49762,21,841026,16.85,17.00,16.75,17.00,+,0.15,16.85,5,17.05,3,106.25,
味全,662446,377,31877277,48.00,48.45,47.80,48.10,+,0.05,48.05,6,48.10,2,26.28,
味王,178133,67,4214173,23.85,23.85,23.60,23.65,-,0.3,23.60,11,23.65,2,19.39,
大成,1021921,407,27512731,27.00,27.00,26.85,26.85,-,0.2,26.85,21,26.95,10,22.56,
大飲,105003,74,2283713,21.65,21.85,21.65,21.80,+,0.15,21.75,1,21.80,6,70.32,
卜蜂,2211391,748,41907359,19.00,19.05,18.80,18.90,-,0.15,18.90,36,18.95,16,12.95,
統一,27363769,"8,720",1434164722,51.10,53.10,50.90,52.60,+,1.5,52.60,84,52.70,74,20.00,
愛之味,5282087,947,51112472,9.60,9.77,9.55,9.70,+,0.11,9.67,15,9.70,113,0.00,
泰山,1043490,369,14298781,13.50,13.90,13.50,13.75,+,0.2,13.75,8,13.80,71,0.00,
福壽,89394,54,1307772,14.55,14.80,14.55,14.60,,0.0,14.60,8,14.70,19,0.00,
台榮,104002,49,1048290,10.00,10.20,9.97,10.15,,0.0,10.05,2,10.15,6,21.15,
福懋油,247654,83,2906443,11.75,11.80,11.65,11.70,-,0.05,11.70,23,11.80,5,0.00,
佳格,1323373,"1,043",111416110,84.40,84.50,84.00,84.20,-,0.4,84.20,9,84.30,1,26.48,
聯華,362667,151,7023196,19.25,19.45,19.25,19.40,+,0.05,19.40,16,19.45,84,11.69,
聯華食,134669,96,4862682,36.00,36.30,36.00,36.30,+,0.3,36.25,2,36.30,9,16.13,
大統益,94060,74,5788220,61.50,61.70,61.30,61.50,,0.0,61.60,3,61.70,17,19.04,
天仁,32146,19,1540829,47.70,48.15,47.70,47.90,,0.0,47.90,7,48.00,13,20.38,
黑松,158560,114,5172883,32.75,32.75,32.50,32.55,-,0.25,32.55,1,32.70,11,1.73,
興泰,1549416,466,48302512,30.40,32.70,30.40,31.00,+,0.4,30.90,15,31.00,25,0.00,
宏亞,152374,113,4075817,27.10,27.20,26.30,26.70,-,0.45,26.55,1,26.70,3,15.61,
綠悅-KY,559400,499,128909600,228.00,236.50,225.50,229.50,-,1.5,229.50,4,230.00,5,28.87,
台塑,9666714,"4,841",713298280,74.50,74.50,73.50,73.50,-,1.5,73.50,960,73.60,40,26.06,
南亞,8561210,"3,732",538808819,63.30,63.50,62.50,62.50,-,1.4,62.50,515,62.80,19,24.61,
台聚,3417918,"1,591",68681310,19.85,20.25,19.85,20.05,+,0.2,20.05,10,20.10,56,35.80,
華夏,13827961,"3,583",214715832,14.90,15.70,14.90,15.70,+,1.0,15.70,"4,238",--,0,9.52,
三芳,177598,114,5340590,30.00,30.50,29.95,29.95,-,0.2,29.95,2,30.00,11,14.61,
亞聚,2103811,"1,083",49509797,23.05,23.70,23.05,23.50,+,0.45,23.50,36,23.55,14,27.98,
台達化,5459382,"1,472",63212000,11.05,11.80,11.05,11.80,+,0.75,11.80,"2,028",--,0,36.88,
台苯,25392178,"7,489",421417928,15.90,17.15,15.70,17.15,+,1.1,17.15,"1,185",--,0,12.25,
國喬,27897433,"7,155",500265821,17.45,18.40,17.30,18.20,+,0.65,18.20,51,18.25,43,11.10,
國喬特,4000,4,92150,22.85,23.25,22.85,23.25,X,0.0,22.90,3,23.25,6,0.00,
聯成,2869481,871,39897898,13.70,14.05,13.65,13.90,+,0.2,13.85,161,13.95,86,28.96,
中石化,30973633,"8,095",394809647,12.30,12.95,12.25,12.85,+,0.55,12.80,"1,739",12.85,88,0.00,
達新,35006,23,1009124,28.70,29.00,28.70,29.00,,0.0,28.90,1,29.00,2,46.03,
上曜,228500,84,3082775,13.45,13.60,13.45,13.45,-,0.1,13.45,33,13.50,15,0.00,
東陽,2727865,"1,136",122208495,44.55,45.05,44.25,44.90,+,0.05,44.90,240,44.95,1,22.01,
大洋,5544308,"3,005",264702303,47.00,48.90,45.75,47.10,-,0.35,47.10,31,47.20,3,0.00,
永裕,504660,271,20135650,39.70,40.25,39.70,39.70,-,0.55,39.70,28,40.10,2,14.92,
地球,48352,39,727243,14.90,15.10,14.90,15.10,+,0.2,15.10,1,15.15,1,22.21,
恆大,276063,112,5557510,20.05,20.30,20.00,20.10,,0.0,20.10,29,20.15,2,27.53,
台化,9102775,"4,818",657592211,73.00,73.20,72.00,72.00,-,1.5,72.00,7,72.10,2,16.63,
再生-KY,1540419,969,138707610,88.90,90.90,88.80,89.60,+,0.3,89.60,27,89.90,1,12.80,
廣華-KY,307000,196,34852000,113.00,114.50,112.50,113.00,,0.0,113.00,37,114.00,21,32.19,
昭輝,744213,99,36906413,49.90,50.70,49.60,50.30,+,0.4,50.20,4,50.40,1,16.23,
勝悅-KY,427369,340,71855676,169.00,169.50,166.50,168.50,-,1.5,168.50,2,169.00,5,23.21,
遠東新,3904274,"1,530",121191294,30.85,31.35,30.80,31.00,,0.0,31.00,149,31.05,1,23.31,
新纖,4965343,"1,038",50148593,10.10,10.15,10.05,10.15,,0.0,10.10,78,10.15,111,15.15,
南染,225246,98,5248175,23.05,23.60,23.05,23.60,+,0.1,23.40,15,23.60,2,21.45,
宏洲,97192,29,441524,4.53,4.57,4.53,4.53,,0.0,4.53,7,4.55,5,0.00,
東和,497212,169,4864757,9.78,9.83,9.75,9.83,+,0.06,9.77,10,9.83,10,15.60,
廣豐,310974,98,5880183,18.95,19.00,18.85,18.85,-,0.05,18.85,73,18.90,40,75.40,
嘉裕,738199,216,6202472,8.41,8.44,8.38,8.39,-,0.02,8.39,100,8.40,4,0.00,
東華,197233,62,1283664,6.52,6.61,6.40,6.54,+,0.04,6.44,8,6.55,5,0.00,
新紡,35131,24,1381871,39.25,39.50,39.25,39.30,-,0.1,39.30,2,39.45,1,64.43,
利華,154010,43,1242970,8.02,8.09,8.02,8.09,+,0.01,8.08,6,8.09,7,0.00,
大魯閣,462286,230,11864393,25.65,25.80,25.50,25.50,-,0.15,25.50,53,25.65,3,5.59,
福懋,2756644,"1,531",85998614,31.20,31.40,30.60,31.10,-,0.15,31.10,383,31.15,1,28.80,
中福,269176,99,1894210,7.00,7.10,7.00,7.08,-,0.03,7.02,2,7.08,47,0.00,
華友聯,20011,11,994643,49.30,50.00,49.30,50.00,,0.0,49.45,1,50.00,36,0.00,
勤益控,478100,174,10048788,20.90,21.25,20.90,21.05,+,0.15,21.05,4,21.10,37,0.00,
裕豐,3459607,579,25122284,6.96,7.44,6.77,7.44,+,0.48,7.44,535,--,0,39.16,
中和,155308,39,2284227,14.40,14.85,14.40,14.70,-,0.1,14.70,40,14.75,2,0.00,
南紡,2618608,"1,173",54285972,20.50,20.90,20.45,20.65,+,0.15,20.65,69,20.70,23,24.58,
大東,439716,127,4329974,9.81,9.95,9.73,9.87,+,0.05,9.79,15,9.89,5,41.13,
名軒,338431,180,11861912,35.00,35.50,34.80,35.15,-,0.25,35.00,1,35.15,5,5.57,
立益,17408,12,134604,7.75,7.75,7.73,7.73,-,0.04,7.73,9,7.84,12,0.00,
力麗,616151,202,6599905,10.70,10.80,10.70,10.70,-,0.05,10.70,485,10.75,76,12.30,
大宇,1220008,211,12828230,10.50,10.65,10.40,10.55,+,0.1,10.50,20,10.55,131,25.12,
宏和,433739,165,14319866,32.70,33.40,32.60,32.80,-,0.2,32.75,24,32.80,1,0.00,
