證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,5741629,"1,785",252192657,44.00,44.25,43.65,44.00,,0.0,43.95,1,44.00,776,15.55,
亞泥,1802972,"1,048",73803792,40.90,41.00,40.80,41.00,,0.0,40.90,97,41.00,109,19.25,
嘉泥,273641,190,4137725,15.15,15.15,15.05,15.10,,0.0,15.10,118,15.15,8,8.48,
環泥,149681,98,4155109,27.50,27.90,27.50,27.80,,0.0,27.75,1,27.80,8,14.33,
幸福,301082,106,2599686,8.72,8.72,8.61,8.62,-,0.07,8.62,5,8.65,9,19.16,
信大,174000,71,2450350,14.10,14.15,14.00,14.10,+,0.05,14.05,2,14.10,11,18.31,
東泥,56622,40,901139,15.75,16.00,15.75,16.00,-,0.05,15.90,21,16.00,24,59.26,
味全,815001,394,38375738,48.00,48.00,46.65,47.00,-,1.0,47.00,10,47.10,1,28.48,
味王,1003023,348,25387175,25.70,25.70,25.10,25.20,-,0.5,25.20,5,25.25,6,22.50,
大成,960835,509,33851157,35.40,35.40,35.15,35.15,-,0.15,35.15,24,35.20,2,9.66,
大飲,244130,150,5687483,23.10,23.60,23.05,23.15,+,0.1,23.10,27,23.25,3,105.23,
卜蜂,1208889,607,33561101,28.05,28.30,27.55,27.80,-,0.25,27.80,21,27.85,29,11.03,
統一,5890817,"2,000",332410560,56.70,56.90,56.10,56.50,-,0.2,56.40,251,56.50,71,21.90,
愛之味,4254647,"1,161",42609500,10.10,10.20,9.97,10.00,-,0.15,10.00,111,10.05,83,0.00,
泰山,1829209,658,26015146,14.40,14.45,14.15,14.25,-,0.15,14.25,3,14.30,142,0.00,
福壽,182651,99,3063231,17.00,17.00,16.70,16.75,-,0.3,16.75,6,16.85,1,50.76,
台榮,446698,158,4649642,10.40,10.60,10.35,10.35,-,0.1,10.35,12,10.40,2,32.34,
福懋油,1410885,375,29971001,21.35,21.50,20.95,21.35,+,0.15,21.35,3,21.40,10,59.31,
佳格,384793,324,32057511,83.80,83.80,83.00,83.50,,0.0,83.30,27,83.50,17,32.24,
聯華,1586052,673,34415013,21.75,21.80,21.65,21.65,-,0.05,21.65,84,21.70,27,10.46,
聯華食,369455,249,16155531,44.25,44.25,43.60,43.65,-,0.55,43.60,11,43.65,11,22.50,
大統益,98200,65,7379900,75.20,75.40,74.80,75.20,,0.0,75.20,2,75.30,7,15.32,
天仁,23500,26,1175224,50.10,50.10,49.85,49.85,+,0.1,49.85,2,50.10,7,18.39,
黑松,1131665,388,38731585,34.35,34.35,34.10,34.25,-,0.1,34.25,6,34.30,21,50.37,
興泰,925934,245,46754700,50.30,51.30,49.80,50.10,-,0.2,50.10,7,50.30,3,161.61,
宏亞,122161,97,3095704,25.65,25.65,25.20,25.60,-,0.1,25.50,6,25.70,21,28.76,
綠悅-KY,304405,267,64303240,211.00,213.00,210.00,210.00,-,1.0,210.00,14,210.50,1,25.06,
台塑,3800168,"1,559",292297865,77.00,77.10,76.50,77.00,,0.0,76.80,70,77.00,384,21.88,
南亞,4755718,"1,696",339037531,72.10,72.10,70.90,71.50,-,0.6,71.40,1,71.50,117,20.55,
