證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,7815901,"2,843",365762382,47.55,47.60,46.45,46.55,-,0.95,46.55,29,46.70,10,18.40,
亞泥,2905667,980,110839961,38.40,38.45,37.90,38.40,+,0.2,38.20,40,38.40,167,20.87,
嘉泥,360806,117,5530725,15.45,15.45,15.30,15.35,-,0.05,15.30,42,15.35,44,51.17,
環泥,299157,205,8906357,29.95,30.00,29.65,29.80,-,0.15,29.75,3,29.80,2,20.55,
幸福,2572418,550,23898833,9.30,9.37,9.15,9.15,-,0.14,9.15,5,9.17,7,19.89,
信大,20000,8,239300,12.00,12.00,11.85,11.95,-,0.05,11.95,9,12.05,25,24.90,
東泥,9150,8,153962,17.05,17.05,16.80,16.80,-,0.3,16.80,29,16.95,8,105.00,
味全,348573,210,16746554,48.00,48.30,48.00,48.05,+,0.05,48.05,20,48.15,3,26.26,
味王,70932,77,1690650,23.90,23.95,23.80,23.95,+,0.05,23.90,1,23.95,23,19.63,
大成,1142739,461,30823580,27.00,27.15,26.80,26.95,,0.0,26.95,46,27.00,43,22.65,
大飲,77200,44,1631820,21.00,21.60,20.80,21.35,+,0.25,21.35,2,21.50,3,68.87,
卜蜂,2787883,796,50031382,17.95,18.15,17.75,17.90,-,0.2,17.90,9,17.95,6,12.26,
統一,6075692,"2,998",309051524,51.10,51.10,50.60,50.60,-,0.2,50.60,132,50.70,17,19.24,
愛之味,2584776,636,24698127,9.66,9.70,9.48,9.48,-,0.15,9.48,128,9.50,30,0.00,
泰山,1059157,361,14396466,13.75,13.75,13.50,13.50,-,0.25,13.50,132,13.55,26,0.00,
福壽,159156,54,2331054,14.65,14.70,14.60,14.65,,0.0,14.60,29,14.65,6,0.00,
台榮,30223,20,307952,10.30,10.30,10.10,10.15,-,0.15,10.15,33,10.20,20,21.15,
福懋油,235899,73,2724963,11.50,11.65,11.50,11.65,+,0.05,11.60,26,11.65,14,0.00,
佳格,2149621,"1,109",183142205,85.80,86.20,85.00,85.00,-,0.8,85.00,310,85.20,5,26.73,
聯華,371078,131,7132690,19.25,19.30,19.20,19.25,,0.0,19.25,1,19.30,46,11.60,
聯華食,148290,135,5353047,36.20,36.20,36.00,36.05,-,0.15,36.05,8,36.10,1,16.02,
大統益,34688,33,2121980,61.10,61.30,61.00,61.30,+,0.5,61.10,1,61.30,1,18.98,
天仁,20100,19,966200,48.00,48.45,48.00,48.00,,0.0,48.00,2,48.10,2,20.43,
黑松,130180,124,4261797,32.50,32.85,32.40,32.70,+,0.2,32.70,2,32.80,6,1.73,
興泰,409634,109,11362998,27.60,28.65,27.30,28.65,+,1.85,28.65,35,--,0,0.00,
宏亞,271254,172,7393008,27.55,27.70,27.10,27.20,-,0.7,27.20,6,27.30,14,15.91,
綠悅-KY,925803,701,219723220,230.00,240.00,227.00,240.00,+,15.5,239.50,2,--,0,30.19,
台塑,3091469,"1,151",234270473,75.50,76.00,75.50,76.00,+,0.6,75.80,8,76.00,"2,572",26.95,
南亞,4280373,"1,649",277172363,64.70,65.00,64.10,65.00,+,0.4,64.80,7,65.00,102,25.59,
台聚,1529618,673,30726260,20.10,20.25,20.00,20.05,,0.0,20.05,7,20.10,29,35.80,
華夏,1032633,491,14909404,14.40,14.55,14.35,14.50,+,0.2,14.45,24,14.50,16,8.79,
