證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,12463820,"4,834",486178653,38.90,39.30,38.60,38.75,-,0.25,38.70,273,38.75,45,21.65,
亞泥,8191631,"4,311",249409166,30.00,30.70,29.80,30.40,+,0.25,30.35,7,30.40,19,18.65,
嘉泥,635888,173,7446485,11.75,11.90,11.60,11.75,+,0.05,11.70,9,11.75,4,8.45,
環泥,185506,140,4086732,22.00,22.15,21.95,22.00,+,0.05,22.00,30,22.15,42,10.19,
幸福,529787,104,3995022,7.55,7.59,7.50,7.55,-,0.02,7.55,4,7.56,5,0.00,
信大,50972,15,689972,13.60,13.60,13.45,13.60,+,0.05,13.55,3,13.60,28,9.93,
東泥,20300,6,282715,13.90,13.95,13.90,13.95,+,0.05,13.90,3,13.95,3,126.82,
味全,1199829,609,28914535,24.15,24.35,23.85,24.10,,0.0,24.10,6,24.15,24,18.40,
味王,575268,27,14844368,25.85,26.00,25.80,26.00,+,0.15,25.95,2,26.00,18,13.98,
大成,1162434,703,39900923,34.20,34.50,34.15,34.40,+,0.2,34.35,18,34.40,7,10.52,
大飲,25200,19,377750,15.05,15.05,14.90,15.05,+,0.05,14.85,7,15.05,1,376.25,
卜蜂,573859,357,35904717,62.80,62.80,62.50,62.60,-,0.1,62.60,4,62.70,15,11.70,
統一,8367955,"4,144",599603299,73.00,73.00,71.00,71.40,-,2.0,71.30,54,71.40,26,10.19,
愛之味,275279,213,2068781,7.51,7.56,7.50,7.51,,0.0,7.51,2,7.52,15,27.81,
泰山,508385,311,8756412,17.20,17.30,17.15,17.25,+,0.05,17.25,34,17.30,49,18.55,
福壽,86156,45,1596431,18.55,18.60,18.45,18.60,,0.0,18.60,6,18.65,5,42.27,
台榮,117200,44,1361618,11.65,11.70,11.55,11.70,+,0.05,11.65,3,11.70,30,26.59,
福懋油,41307,19,3027911,73.20,73.40,73.20,73.40,-,0.1,73.40,1,73.50,22,64.96,
佳格,240445,166,16214467,67.50,67.60,67.20,67.50,,0.0,67.40,4,67.50,19,28.24,
聯華,1024551,631,39024981,38.10,38.20,38.00,38.00,-,0.1,38.00,55,38.10,5,12.22,
聯華食,158156,99,5518344,34.90,34.95,34.80,34.95,+,0.05,34.90,1,34.95,18,13.76,
大統益,19700,57,1845739,94.00,94.00,93.50,93.50,-,0.5,93.50,5,94.00,3,18.30,
天仁,9200,10,347909,37.70,37.95,37.70,37.70,,0.0,37.70,7,37.80,1,19.43,
黑松,23253,28,727553,31.35,31.35,31.25,31.25,-,0.1,31.20,14,31.30,2,23.15,
興泰,0,0,0,--,--,--,--,,0.0,34.80,2,35.50,1,6.65,
宏亞,28551,24,502444,17.55,17.60,17.55,17.60,,0.0,17.55,10,17.75,4,352.00,
鮮活果汁-KY,51414,53,8476724,165.00,166.00,163.50,164.50,,0.0,164.50,6,166.00,1,17.65,
綠悅-KY,1382195,861,52860372,37.85,38.85,37.20,38.35,+,1.25,38.35,5,38.40,1,8.18,
台塑,6013248,"2,665",637480788,105.50,106.50,105.50,106.50,+,1.0,106.00,143,106.50,502,13.72,
南亞,6419090,"4,391",532111732,83.50,83.60,82.70,83.00,-,0.8,82.90,111,83.00,456,12.08,
台聚,1171329,521,17250949,14.70,14.85,14.65,14.65,+,0.05,14.65,29,14.70,3,13.82,
華夏,5176259,"1,690",176225397,34.10,34.50,33.65,33.80,-,0.1,33.75,15,33.80,58,13.10,
三芳,35283,33,1143547,32.40,32.50,32.35,32.50,+,0.2,32.40,21,32.55,11,14.32,
亞聚,194789,121,3484992,17.90,18.00,17.80,17.85,-,0.05,17.85,9,17.90,2,16.38,
台達化,6939552,"2,120",91606630,12.85,13.35,12.80,13.20,+,0.4,13.15,53,13.20,50,8.63,
台苯,5048786,"1,191",110800832,21.85,22.10,21.80,21.90,+,0.05,21.90,145,21.95,148,10.95,
