證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,13739138,"5,837",488833188,35.30,36.20,35.10,35.60,-,1.15,35.60,355,35.80,26,19.45,
亞泥,5682182,"2,575",153652186,27.10,27.35,26.70,27.10,-,0.6,27.10,57,27.15,10,16.94,
嘉泥,798468,218,9731907,12.20,12.35,12.00,12.25,-,0.25,12.20,9,12.25,1,76.56,
環泥,503598,269,11036606,22.10,22.10,21.80,21.95,-,0.35,21.90,7,21.95,2,9.50,
幸福,112000,65,902220,8.10,8.15,7.91,8.06,-,0.08,8.06,1,8.15,3,50.38,
信大,69193,56,923474,13.30,13.50,13.20,13.50,,0.0,13.45,3,13.50,4,14.06,
東泥,70300,27,974490,13.90,13.90,13.80,13.90,-,0.1,13.75,6,13.90,25,0.00,
味全,2250065,835,47129504,20.20,21.75,20.20,21.75,+,0.1,21.75,6,21.80,26,0.00,
味王,73734,42,1898110,25.70,25.95,25.55,25.90,-,0.05,25.75,3,25.90,9,12.89,
大成,818432,522,26267687,31.80,32.50,31.70,32.45,+,0.15,32.40,1,32.45,2,11.11,
大飲,31300,18,477409,15.00,15.30,15.00,15.25,-,0.05,15.15,1,15.40,1,108.93,
卜蜂,847220,652,54390738,62.50,65.20,62.50,65.00,-,0.2,64.90,2,65.00,36,11.93,
統一,8699275,"4,967",572234060,64.70,66.70,64.60,66.00,-,0.6,66.00,518,66.10,26,23.16,
愛之味,1705570,414,12033940,7.11,7.11,7.04,7.05,-,0.14,7.05,74,7.06,1,20.74,
泰山,3521342,"1,930",57379123,16.25,16.50,16.05,16.35,-,0.1,16.35,3,16.40,14,37.16,
福壽,29173,19,506492,17.35,17.45,17.35,17.40,-,0.2,17.40,9,17.45,3,60.00,
台榮,160002,55,1643020,10.20,10.45,10.20,10.45,+,0.05,10.30,15,10.45,5,18.02,
福懋油,165915,41,11776654,71.10,71.80,70.10,71.70,+,0.3,71.20,1,71.70,1,44.26,
佳格,1415694,"1,023",97285120,70.00,70.00,68.30,68.80,-,1.7,68.70,70,68.80,7,28.31,
聯華,3678595,"1,653",137725685,36.80,38.20,36.35,37.90,+,0.35,37.85,12,37.90,7,12.94,
聯華食,286524,224,9515356,33.40,33.80,32.85,33.80,+,0.1,33.60,4,33.80,1,12.61,
大統益,42441,43,3826182,90.00,90.50,89.90,90.50,-,0.1,90.30,6,90.50,1,16.76,
天仁,22300,18,771100,34.60,34.90,34.40,34.90,+,0.3,34.60,2,34.90,3,17.54,
黑松,189515,93,5750185,30.30,30.65,30.30,30.55,-,0.3,30.50,1,30.55,2,21.98,
興泰,151010,66,4917281,32.70,32.95,32.45,32.85,-,0.2,32.85,2,32.90,1,7.43,
宏亞,16006,19,275953,17.15,17.40,17.15,17.40,+,0.1,17.30,1,17.50,1,47.03,
鮮活果汁-KY,57000,50,7990000,140.50,141.00,139.50,140.50,-,2.5,140.50,2,141.00,2,15.46,
綠悅-KY,2203100,"1,529",115074470,52.90,53.00,51.60,51.90,-,4.2,51.80,14,51.90,9,6.55,
台塑,14136932,"6,718",1384997039,98.00,99.10,97.10,97.80,-,2.2,97.80,161,98.20,21,12.82,
南亞,11548995,"5,301",877191305,75.50,76.60,75.30,76.00,-,1.7,76.00,233,76.30,17,9.54,
台聚,1176412,470,17063330,14.25,14.60,14.25,14.55,-,0.15,14.55,28,14.60,196,14.13,
華夏,5110103,"2,154",158708417,31.00,31.45,30.80,30.85,-,1.2,30.85,27,30.90,1,10.25,
三芳,127415,121,4089245,32.50,32.50,31.90,32.25,-,0.45,32.15,1,32.25,1,11.68,
亞聚,890134,273,15165347,16.80,17.20,16.80,17.20,-,0.15,17.15,16,17.20,5,12.84,
台達化,1867680,688,23426779,12.45,12.75,12.30,12.75,-,0.15,12.70,31,12.75,30,11.59,
台苯,2133305,955,42205100,19.50,20.05,19.45,20.00,-,0.2,19.95,14,20.00,26,8.20,
國喬,6473120,"2,054",173799024,27.00,27.15,26.50,27.10,-,0.15,27.05,2,27.10,17,7.97,
國喬特,31000,16,1002400,31.90,32.60,31.90,32.60,-,0.1,32.10,1,32.60,3,0.00,
聯成,3303729,"1,054",57219204,17.20,17.55,17.00,17.40,-,0.3,17.40,51,17.45,55,8.70,
中石化,41929161,"8,030",569145672,13.40,13.90,13.20,13.85,-,0.4,13.85,230,13.90,784,7.78,
達新,11001,4,284225,25.85,25.85,25.70,25.70,-,0.3,25.65,3,25.90,3,17.25,
上曜,2664411,950,47103912,18.45,18.45,17.05,17.50,-,1.4,17.50,16,17.55,16,6.06,
東陽,1656009,808,83735360,50.20,51.30,50.10,51.00,-,0.3,51.00,96,51.10,1,12.47,
大洋,253000,93,6929850,27.30,27.90,27.00,27.90,+,0.25,27.90,1,27.95,2,0.00,
永裕,289000,161,9440800,32.50,33.20,31.90,33.10,,0.0,33.00,8,33.10,13,12.12,
地球,12719,15,152548,12.00,12.00,12.00,12.00,,0.0,11.95,6,12.10,3,12.00,
恆大,37500,24,710675,18.95,19.10,18.90,19.10,,0.0,19.00,3,19.10,23,25.47,
台化,10896973,"3,893",1148792138,106.00,106.50,104.00,105.50,-,3.0,105.50,147,106.00,97,13.07,
再生-KY,1256664,414,14714658,11.70,11.95,11.50,11.85,-,0.4,11.85,14,11.90,29,15.59,
廣華-KY,636265,551,63557695,97.20,102.00,97.20,100.50,-,2.5,100.00,29,100.50,2,11.09,
昭輝,230000,146,9097900,40.10,40.10,39.20,39.80,-,0.7,39.80,5,39.90,1,7.74,
勝悅-KY,734130,467,30930838,42.30,42.40,41.90,42.35,-,1.35,42.35,5,42.40,3,6.66,
遠東新,9456358,"3,854",229125118,23.95,24.50,23.85,24.35,-,0.15,24.30,66,24.35,10,14.76,
新纖,2241525,625,19937112,8.88,9.00,8.83,8.97,-,0.18,8.97,4,8.98,55,15.74,
南染,81209,48,1812502,22.25,22.60,22.20,22.60,-,0.05,22.50,29,22.60,10,16.26,
宏洲,1377296,467,12542308,9.30,9.30,8.93,9.16,+,0.34,9.15,3,9.16,9,29.55,
東和,518866,187,3663818,7.05,7.11,7.00,7.09,-,0.14,7.09,72,7.10,5,13.90,
廣豐,108956,92,1633490,15.10,15.10,14.85,15.00,-,0.2,15.00,5,15.05,4,214.29,
嘉裕,520575,124,2356824,4.55,4.58,4.48,4.57,-,0.06,4.57,23,4.58,9,0.00,
東華,1053,38,9616,9.18,9.18,9.18,9.18,+,0.25,8.26,2,9.18,1,0.00,
新紡,341002,159,14735386,44.70,44.80,42.60,43.00,-,1.85,43.00,1,43.25,3,104.88,
利華,451741,73,3597799,8.10,8.10,7.85,7.96,-,0.2,7.94,10,7.96,53,37.90,
大魯閣,323000,170,3602300,11.05,11.75,10.95,11.75,-,0.05,11.40,5,11.75,2,0.00,
福懋,1383164,794,41785964,30.25,30.40,30.05,30.30,-,0.55,30.30,4,30.40,4,12.07,
