證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,14998877,"5,027",608909480,40.25,40.90,40.25,40.50,+,0.3,40.45,4,40.50,357,22.63,
亞泥,12265648,"5,387",387079415,31.00,31.90,31.00,31.30,+,0.6,31.30,25,31.35,8,19.20,
嘉泥,831584,294,10055695,12.15,12.25,11.85,11.90,-,0.25,11.90,35,11.95,9,8.56,
環泥,423454,174,9336512,22.00,22.20,21.90,21.90,-,0.05,21.90,29,22.00,22,10.14,
幸福,320200,83,2434000,7.56,7.67,7.56,7.59,+,0.01,7.57,13,7.59,8,0.00,
信大,14050,13,193385,13.80,13.85,13.70,13.70,-,0.05,13.65,10,13.75,2,10.00,
東泥,7000,5,97400,13.90,13.95,13.90,13.95,+,0.05,13.90,5,13.95,8,126.82,
味全,1485749,616,35130949,24.00,24.10,23.20,23.20,-,0.7,23.20,79,23.25,5,17.71,
味王,86581,51,2230616,25.65,25.90,25.65,25.85,+,0.2,25.65,8,25.85,9,13.90,
大成,4584698,"2,266",168834556,36.50,37.25,36.20,36.25,-,0.05,36.20,34,36.25,11,11.09,
大飲,25725,21,382015,14.80,14.95,14.80,14.95,-,0.1,14.75,1,14.95,3,373.75,
卜蜂,830144,531,52601637,63.70,63.70,62.90,63.20,-,0.3,63.20,48,63.30,1,11.81,
統一,6647193,"3,613",468058413,70.10,70.80,70.10,70.80,+,1.2,70.80,33,70.90,65,10.10,
愛之味,678220,214,5081954,7.50,7.55,7.45,7.45,-,0.03,7.45,6,7.48,4,27.59,
泰山,853757,220,14541769,17.25,17.25,16.95,17.00,-,0.05,17.00,6,17.05,32,18.28,
福壽,19034,12,350271,18.40,18.45,18.40,18.45,+,0.1,18.40,4,18.50,4,41.93,
台榮,381000,92,4514100,11.95,11.95,11.75,11.80,-,0.1,11.80,4,11.85,10,26.82,
福懋油,19950,12,1449983,72.70,72.70,72.70,72.70,-,0.1,72.70,6,73.00,1,64.34,
佳格,871535,599,57688352,66.40,66.60,66.00,66.40,,0.0,66.20,10,66.40,15,27.78,
