證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,14566272,"5,466",629561342,43.30,43.50,42.90,43.30,+,0.5,43.25,312,43.30,127,12.55,
亞泥,10457766,"4,312",472708155,45.00,45.60,44.75,45.50,+,0.7,45.45,25,45.50,63,15.53,
嘉泥,787897,231,11687871,14.75,14.90,14.75,14.80,+,0.1,14.80,16,14.85,47,6.82,
環泥,184130,114,3693861,20.20,20.20,20.00,20.05,-,0.1,20.00,59,20.05,6,11.46,
幸福,559000,60,4364390,7.83,7.85,7.78,7.83,+,0.01,7.83,24,7.85,7,0.00,
信大,2403307,657,38882041,16.25,16.30,16.00,16.20,+,0.05,16.20,5,16.25,43,10.06,
東泥,9000,7,125300,13.90,13.95,13.90,13.95,-,0.05,13.90,19,14.00,55,63.41,
味全,492957,272,11297960,22.90,23.00,22.85,22.90,+,0.05,22.90,54,22.95,13,17.09,
味王,128956,68,3381343,26.10,26.25,26.10,26.25,+,0.2,26.20,8,26.25,21,14.04,
大成,3035465,"1,664",122810057,39.80,40.80,39.70,40.70,+,1.1,40.70,36,40.75,16,11.24,
大飲,6000,4,80700,13.50,13.50,13.40,13.40,,0.0,13.35,3,13.40,1,167.50,
卜蜂,853266,584,43169666,50.00,50.90,50.00,50.80,+,1.3,50.80,21,50.90,27,12.36,
統一,9775532,"4,594",761241267,78.00,78.50,77.30,77.90,+,0.2,77.80,20,77.90,6,10.94,
愛之味,592573,202,4630633,7.82,7.84,7.80,7.84,+,0.03,7.81,29,7.84,5,19.60,
泰山,871398,336,15493358,17.80,17.95,17.65,17.80,+,0.2,17.80,5,17.85,12,16.18,
福壽,9999,12,186079,19.10,19.10,18.40,18.40,+,0.05,18.35,2,18.40,31,30.67,
台榮,53005,28,623558,11.80,11.80,11.70,11.80,,0.0,11.70,8,11.80,53,20.34,
福懋油,216539,23,16768098,81.30,83.40,81.30,83.00,-,0.5,83.00,4,83.50,6,72.17,
佳格,1277664,979,64979264,51.20,51.40,50.60,50.90,-,0.5,50.90,1,51.00,36,18.78,
聯華,7477223,"3,321",276154189,36.75,37.65,36.50,37.35,X,0.0,37.35,24,37.40,1,11.56,
聯華食,782687,427,28295654,35.90,36.55,35.85,36.45,X,0.0,36.45,11,36.50,5,12.48,
大統益,14617,19,1411349,96.50,96.60,96.40,96.60,+,0.2,96.40,4,96.60,10,17.66,
天仁,9400,12,358329,38.20,38.20,37.95,38.20,+,0.2,38.10,2,38.20,12,18.82,
黑松,16618,38,511236,30.80,30.80,30.75,30.75,,0.0,30.75,11,30.85,1,18.41,
興泰,783040,8,33568060,38.95,38.95,38.70,38.95,-,0.05,38.95,1,39.00,3,9.86,
宏亞,4203,9,70687,16.75,16.85,16.75,16.80,X,0.0,16.75,3,16.90,1,64.62,
鮮活果汁-KY,17300,20,2895700,166.00,168.50,166.00,168.00,+,0.5,168.00,2,168.50,4,13.98,
綠悅-KY,3363665,"2,111",130498485,41.00,41.00,37.35,37.50,-,1.85,37.50,12,37.55,1,0.00,
台塑,3742948,"1,906",423529764,113.00,114.00,112.50,113.50,+,1.0,113.50,123,114.00,"1,299",12.28,
南亞,7705846,"2,178",652252274,84.60,84.90,84.00,84.80,+,0.4,84.70,42,84.80,88,10.39,
台聚,238984,139,3279923,13.70,13.75,13.70,13.75,+,0.1,13.70,122,13.75,85,12.97,
華夏,1754345,"1,057",53188595,30.70,30.70,30.10,30.15,-,0.15,30.15,55,30.20,13,9.48,
三芳,17157,22,478336,27.70,28.00,27.70,27.85,-,0.05,27.90,1,27.95,2,23.21,
亞聚,272041,121,4519876,16.60,16.70,16.55,16.70,+,0.1,16.65,19,16.70,10,21.41,
台達化,1461120,596,20873939,14.35,14.45,14.10,14.40,+,0.1,14.35,92,14.40,13,5.50,
台苯,3606690,"1,257",80477878,22.40,22.55,22.15,22.35,+,0.1,22.30,32,22.35,8,9.39,
國喬,5929249,"1,824",183438019,30.90,31.20,30.75,31.00,+,0.1,30.95,5,31.00,72,7.01,
國喬特,33000,18,1193050,36.35,36.50,35.35,36.50,+,0.85,35.70,2,36.40,5,0.00,
聯成,1227182,665,19437912,15.70,16.00,15.65,15.95,+,0.25,15.90,14,16.00,65,7.90,
中石化,11781242,"2,246",167323454,14.15,14.25,14.10,14.20,+,0.1,14.20,144,14.25,982,9.34,
達新,5005,4,131780,26.40,26.40,26.30,26.30,-,0.1,26.25,10,26.40,1,33.72,
上曜,233002,99,4414688,18.90,19.10,18.90,18.90,,0.0,18.90,8,19.00,49,3.34,
東陽,504901,340,22086994,43.50,44.05,43.50,44.00,+,0.5,43.95,6,44.00,43,11.17,
大洋,75000,43,2025950,27.00,27.25,26.95,27.05,+,0.15,26.95,6,27.10,3,0.00,
永裕,61000,29,2234900,36.70,36.75,36.50,36.70,,0.0,36.60,5,36.70,12,11.29,
地球,14001,10,162861,11.65,11.65,11.60,11.65,-,0.1,11.65,12,11.75,2,0.00,
恆大,16000,14,276350,17.25,17.30,17.20,17.30,-,0.05,17.30,4,17.35,6,23.70,
台化,6089733,"2,887",751256159,122.50,124.00,122.00,123.50,+,2.0,123.50,19,124.00,435,11.72,
再生-KY,222936,134,1874775,8.37,8.47,8.35,8.42,+,0.05,8.41,2,8.42,4,0.00,
廣華-KY,200000,170,17532800,86.60,88.70,86.60,88.20,+,2.2,88.10,4,88.50,2,9.82,
昭輝,181250,109,7902925,43.00,43.90,42.95,43.80,+,0.95,43.75,6,43.85,1,7.42,
勝悅-KY,256944,211,7696081,29.50,30.30,29.50,30.05,+,0.55,30.05,5,30.10,1,5.65,
遠東新,20781342,"8,869",739669298,36.75,36.75,35.05,35.70,-,0.3,35.65,28,35.70,"1,075",15.13,
新纖,24297633,"6,868",341370589,13.85,14.35,13.80,14.15,+,0.45,14.10,185,14.15,106,13.10,
南染,1056,2,24315,23.05,23.05,23.05,23.05,X,0.0,22.90,2,23.05,1,16.58,
宏洲,325435,184,4499809,13.75,14.05,13.70,13.85,-,0.05,13.80,63,13.85,14,8.10,
東和,337244,126,2662365,7.91,7.95,7.83,7.87,-,0.03,7.87,1,7.90,1,17.11,
廣豐,144131,78,2450907,17.05,17.05,16.95,16.95,-,0.1,16.95,146,17.00,25,39.42,
嘉裕,587519,142,3095757,5.26,5.34,5.21,5.28,-,0.01,5.27,2,5.28,59,0.00,
東華,556,4,4501,--,--,--,--,,0.0,8.00,2,9.08,1,0.00,
新紡,25128,21,1132221,45.00,45.40,44.70,45.00,X,0.0,44.60,1,45.20,1,10.32,
利華,302201,114,3137250,10.45,10.50,10.30,10.30,-,0.15,10.30,57,10.35,5,25.12,
大魯閣,30001,16,269958,9.03,9.03,8.95,8.99,-,0.02,8.99,1,9.00,19,0.00,
福懋,4624112,"2,503",162526656,34.20,35.70,34.20,35.55,+,1.5,35.50,2,35.55,15,21.94,
中福,77392,32,420776,5.39,5.45,5.39,5.45,+,0.07,5.40,7,5.45,1,136.25,
