證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,7152454,"2,446",260464703,36.95,36.95,36.25,36.40,-,0.55,36.40,81,36.45,6,17.5,
亞泥,2960576,"1,509",109531645,37.50,37.60,36.80,36.85,-,0.4,36.85,56,36.90,195,20.59,
嘉泥,210182,57,2972411,14.20,14.20,14.10,14.15,,0.0,14.15,11,14.20,13,0.0,
環泥,1482613,349,26354398,17.50,18.05,17.45,18.05,+,0.55,17.95,2,18.05,15,14.56,
幸福,173000,69,1356240,7.89,7.92,7.79,7.86,-,0.03,7.84,3,7.86,14,25.35,
信大,31000,6,322700,10.35,10.45,10.35,10.40,,0.0,10.40,27,10.45,15,40.0,
東泥,88212,43,1328519,15.05,15.15,15.00,15.05,-,0.25,15.05,6,15.15,11,215.0,
味全,1407161,570,79566816,56.50,57.20,56.30,56.30,-,0.2,56.30,24,56.50,32,35.41,
味王,81990,53,1935113,23.50,23.80,23.50,23.65,-,0.15,23.65,1,23.70,10,28.15,
大成,3195692,"1,036",88672445,27.50,28.00,27.50,27.55,+,0.05,27.55,105,27.60,32,19.82,
大飲,91461,51,1972246,21.80,21.90,21.35,21.35,-,0.55,21.30,4,21.35,5,85.4,
卜蜂,370229,151,5697872,15.45,15.50,15.30,15.30,-,0.15,15.30,82,15.40,1,9.56,
統一,12164067,"4,142",759663829,62.60,63.40,61.80,62.30,-,0.9,62.20,35,62.30,91,23.25,
愛之味,2790902,540,29015887,10.50,10.55,10.35,10.35,-,0.15,10.35,141,10.40,55,73.93,
泰山,961339,264,14410585,15.10,15.10,14.90,15.00,-,0.1,14.95,1,15.00,9,0.0,
福壽,27070,24,403840,14.90,15.00,14.85,15.00,,0.0,14.95,3,15.00,36,0.0,
台榮,85061,42,905600,10.75,10.80,10.45,10.75,,0.0,10.65,4,10.75,18,14.14,
福懋油,803892,34,10527996,13.10,13.10,13.00,13.10,,0.0,13.05,23,13.10,15,32.75,
佳格,1240350,832,111953150,90.50,90.60,90.00,90.10,-,0.8,90.10,7,90.20,22,22.19,
聯華,461017,242,8759923,19.10,19.10,18.95,19.05,-,0.05,19.00,23,19.05,65,10.19,
聯華食,699762,352,37031048,53.70,53.70,52.50,53.00,-,0.8,52.90,2,53.10,8,16.21,
大統益,400101,226,23789077,60.60,60.60,58.80,60.00,-,0.6,59.80,2,60.00,11,17.96,
天仁,36050,18,1674190,46.40,46.75,46.10,46.75,+,0.35,46.60,1,46.75,1,18.12,
黑松,747501,389,27337659,36.70,36.90,36.50,36.50,-,0.25,36.50,27,36.55,1,2.4,
興泰,41000,3,1029150,25.15,25.15,25.10,25.10,-,0.05,24.90,2,25.10,2,0.0,
宏亞,103102,78,2788254,27.10,27.50,26.70,26.90,-,0.3,26.90,3,27.00,2,14.16,
台塑,7362156,"3,499",559461803,77.70,77.70,75.50,75.80,-,2.2,75.70,118,75.80,54,30.32,
南亞,6874590,"2,919",432080374,63.80,63.80,62.20,63.00,-,0.8,63.00,38,63.10,65,48.46,
台聚,2273742,702,48683267,21.35,21.65,21.25,21.30,-,0.15,21.30,30,21.35,14,16.51,
華夏,3031120,962,55323650,18.15,18.35,18.05,18.35,+,0.2,18.30,6,18.35,62,9.61,
三芳,96567,49,2659054,27.65,27.65,27.45,27.50,-,0.1,27.45,11,27.55,2,12.91,
亞聚,814104,310,18858042,23.35,23.35,23.05,23.15,-,0.2,23.15,2,23.20,13,21.64,
台達化,2115052,836,25769021,11.90,12.35,11.90,12.10,+,0.1,12.10,90,12.15,7,0.0,
台苯,7115135,"2,072",128215700,17.65,18.25,17.65,17.90,+,0.25,17.90,74,17.95,51,0.0,
國喬,6269918,"2,848",115670329,18.40,18.60,18.30,18.55,+,0.15,18.50,26,18.55,209,9.71,
國喬特,2000,2,42400,21.20,21.20,21.20,21.20,,0.0,21.10,6,21.60,1,0.0,
聯成,1216611,345,19075404,15.70,15.75,15.60,15.65,-,0.1,15.65,4,15.70,19,18.63,
中石化,9973725,"2,862",150913559,15.25,15.25,15.05,15.10,-,0.15,15.05,"1,344",15.10,292,0.0,
達新,63134,21,1807120,28.60,28.75,28.60,28.65,-,0.15,28.65,8,28.80,5,38.72,
上曜,265100,115,3142570,11.65,12.05,11.65,11.80,+,0.15,11.80,4,11.85,3,0.0,
東陽,5672292,"2,580",240591455,42.90,43.15,41.70,42.85,,0.0,42.50,66,42.85,135,28.76,
大洋,442000,174,16379800,37.30,37.55,36.80,36.95,-,0.35,36.95,7,37.00,11,0.0,
永裕,2733103,"1,434",104385418,38.25,38.60,37.75,38.10,+,0.55,38.05,14,38.15,3,16.28,
地球,740130,377,12037862,16.20,16.75,16.00,16.00,-,0.35,16.00,67,16.15,3,25.4,
恆大,480464,175,8994450,18.75,19.00,18.55,18.85,+,0.1,18.85,1,18.90,73,24.48,
台化,4151993,"2,168",315352168,77.50,77.50,75.40,76.00,-,1.7,76.00,547,76.10,58,36.36,
再生-KY,1191880,777,96166435,80.80,81.30,80.00,80.80,+,0.2,80.70,18,80.80,10,10.01,
廣華-KY,700096,282,48957464,69.10,72.00,68.60,71.50,+,2.5,71.30,5,71.50,2,16.14,
