證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,6429125,"1,641",248265335,38.60,38.75,38.40,38.60,,0.0,38.55,144,38.60,488,17.79,
亞泥,2494650,"1,439",91437284,36.60,36.80,36.55,36.80,+,0.2,36.65,34,36.80,444,17.69,
嘉泥,835814,211,11465362,13.80,13.80,13.65,13.65,-,0.1,13.65,76,13.70,14,0.0,
環泥,332947,140,6004344,18.25,18.30,17.90,18.10,-,0.05,18.10,2,18.15,37,15.08,
幸福,660157,99,4706573,7.13,7.20,7.08,7.14,+,0.05,7.11,11,7.14,1,16.23,
信大,212018,27,2218187,10.50,10.50,10.45,10.45,,0.0,10.45,56,10.50,4,49.76,
東泥,247631,98,3468339,13.95,14.15,13.90,13.95,+,0.05,13.85,21,13.95,3,66.43,
味全,2585126,"1,109",118564561,45.70,46.35,45.25,45.70,+,0.05,45.55,22,45.70,5,29.29,
味王,72049,44,1469685,20.55,20.55,20.35,20.40,-,0.15,20.35,6,20.40,7,510.0,
大成,984521,396,26304995,26.85,27.00,26.60,26.70,-,0.05,26.70,41,26.75,7,15.8,
大飲,327342,188,7960523,25.00,25.00,24.00,24.20,+,0.3,24.05,8,24.20,5,73.33,
卜蜂,373660,161,5798040,15.55,15.60,15.45,15.45,-,0.05,15.45,9,15.50,22,14.05,
統一,12799629,"4,547",740338032,56.80,58.70,56.80,58.70,+,1.7,58.60,4,58.70,360,24.66,
愛之味,3875496,722,41072996,10.65,10.70,10.50,10.65,+,0.05,10.65,120,10.70,231,106.5,
泰山,662310,276,10208767,15.50,15.55,15.35,15.45,,0.0,15.40,31,15.45,48,64.38,
福壽,133592,83,2013153,15.00,15.20,15.00,15.15,+,0.2,15.15,20,15.20,13,0.0,
台榮,50031,30,530425,10.65,10.65,10.55,10.65,+,0.05,10.60,9,10.65,5,12.99,
福懋油,189577,45,2471314,13.00,13.10,12.95,13.00,,0.0,12.95,73,13.00,11,33.33,
佳格,1290234,852,110026490,85.00,86.00,85.00,85.40,+,0.4,85.20,1,85.40,3,23.02,
聯華,392282,159,7591784,19.30,19.40,19.30,19.35,-,0.05,19.30,85,19.35,8,11.25,
聯華食,3531630,250,136683870,38.85,39.00,38.55,38.70,-,0.15,38.70,1,38.75,5,13.03,
大統益,73133,48,3882987,53.10,53.50,52.90,52.90,,0.0,52.90,6,53.10,13,15.6,
天仁,28031,20,1359147,48.70,48.70,48.30,48.30,-,0.4,48.10,7,48.60,1,20.29,
黑松,583108,218,21981572,37.95,38.00,37.55,37.55,-,0.25,37.55,25,37.60,3,51.44,
興泰,1063,4,26545,25.00,25.00,25.00,25.00,+,0.2,24.85,1,25.05,1,80.65,
宏亞,11322,19,246748,21.80,21.90,21.70,21.75,+,0.1,21.70,4,21.85,1,21.32,
台塑,6646073,"2,966",496831923,74.40,75.20,74.40,74.70,+,0.4,74.70,121,74.90,6,36.26,
南亞,5495168,"2,718",307259644,54.80,56.50,54.80,56.00,+,1.3,56.00,326,56.10,1,622.22,
台聚,2242152,917,51938941,23.40,23.40,23.10,23.10,,0.0,23.10,326,23.20,128,12.42,
華夏,5346270,"1,234",80690689,14.90,15.20,14.85,15.20,+,0.3,15.15,82,15.20,34,12.88,
三芳,86505,58,2138743,24.65,24.95,24.55,24.95,+,0.3,24.90,1,24.95,1,12.17,
亞聚,733970,465,18774424,25.50,25.70,25.50,25.60,+,0.35,25.55,36,25.60,30,14.55,
台達化,440193,124,4272660,9.68,9.75,9.68,9.71,+,0.01,9.71,38,9.72,11,0.0,
台苯,5850542,"1,477",53212704,9.02,9.20,9.02,9.04,+,0.04,9.04,9,9.05,34,0.0,
國喬,1967448,502,30453484,15.60,15.60,15.40,15.50,+,0.05,15.50,18,15.55,31,9.01,
國喬特,1000,1,20300,20.30,20.30,20.30,20.30,X,0.0,20.10,2,20.30,1,0.0,
聯成,612557,454,10035270,16.45,16.50,16.30,16.40,,0.0,16.35,11,16.40,43,17.45,
中石化,13648296,"3,599",250953099,18.45,18.55,18.30,18.30,-,0.05,18.30,285,18.35,481,15.38,
達新,39279,30,1160629,29.50,29.80,29.45,29.70,+,0.15,29.55,3,29.70,6,11.93,
上曜,842501,244,9318385,11.30,11.30,10.85,10.90,-,0.2,10.90,19,11.00,24,0.0,
東陽,1016476,341,27717969,27.30,27.50,27.15,27.20,+,0.05,27.20,4,27.25,3,17.22,
大洋,1449495,512,39269765,27.45,27.45,26.80,26.85,-,0.35,26.85,13,26.95,4,0.0,
永裕,208100,107,4693330,22.60,22.65,22.50,22.50,-,0.1,22.50,21,22.55,7,10.0,
地球,117000,50,1321900,11.20,11.40,11.20,11.30,+,0.2,11.30,14,11.35,5,33.24,
恆大,173304,62,2939587,17.05,17.05,16.90,17.00,-,0.05,17.00,5,17.05,3,20.73,
台化,3427421,"1,125",255762585,74.00,74.90,74.00,74.80,+,1.0,74.60,2,74.80,166,299.2,
再生-KY,413295,224,34835026,85.00,85.00,84.00,84.00,-,0.5,83.90,17,84.00,3,9.62,
廣華-KY,131000,93,11147000,84.90,86.20,84.20,85.60,+,1.8,85.50,18,85.70,1,11.46,
昭輝,33000,24,996700,30.10,30.30,30.05,30.30,+,0.25,30.30,1,30.35,2,11.74,
遠東新,5006823,"1,652",160537495,31.85,32.15,31.85,32.10,+,0.3,32.05,10,32.10,205,19.81,
