證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,15592427,"4,860",614085388,39.00,39.65,38.80,39.65,+,1.1,39.60,10,39.65,154,18.27,
亞泥,5475289,"2,284",204546121,37.20,37.70,36.90,37.70,+,0.8,37.60,3,37.70,51,18.13,
嘉泥,677773,217,9539522,14.00,14.15,13.95,14.05,+,0.05,14.05,42,14.10,39,0.0,
環泥,801094,221,13773351,17.10,17.30,17.10,17.20,+,0.1,17.20,15,17.25,93,14.33,
幸福,194780,71,1351710,6.92,6.99,6.91,6.92,+,0.02,6.92,15,6.93,5,15.73,
信大,109180,31,1164258,10.60,10.75,10.60,10.65,+,0.1,10.65,73,10.70,107,50.71,
東泥,308034,95,4265171,14.05,14.05,13.75,14.00,-,0.05,13.85,18,14.00,25,66.67,
味全,4976880,"1,903",197895304,39.70,40.10,39.30,39.50,,0.0,39.50,14,39.55,17,25.32,
味王,160538,88,3305116,20.35,21.00,20.35,20.55,+,0.15,20.55,1,20.60,7,513.75,
大成,3367133,"1,356",92475637,27.30,27.65,27.15,27.20,+,0.05,27.20,41,27.25,47,15.81,
大飲,54120,37,1124607,20.90,20.90,20.70,20.80,+,0.15,20.70,5,20.80,3,63.03,
卜蜂,674858,275,10451511,15.40,15.55,15.40,15.50,+,0.15,15.45,15,15.50,62,14.09,
統一,8734928,"3,125",474433028,54.00,54.60,53.70,54.60,+,1.1,54.50,29,54.60,252,22.94,
愛之味,8648296,"1,863",91579665,10.45,10.75,10.35,10.60,+,0.2,10.55,55,10.60,361,106.0,
泰山,1765341,494,28470806,16.10,16.20,16.00,16.05,+,0.05,16.05,8,16.10,12,66.88,
福壽,225057,93,3429309,15.15,15.30,15.15,15.25,+,0.05,15.25,5,15.30,22,0.0,
台榮,81020,37,866461,10.70,10.75,10.60,10.70,,0.0,10.65,3,10.70,4,13.05,
福懋油,225208,85,2920365,12.95,13.05,12.90,13.00,+,0.1,12.95,7,13.00,16,33.33,
佳格,1787329,"1,090",146666178,82.20,82.50,81.60,82.50,+,0.5,82.30,3,82.50,91,22.24,
聯華,950463,374,18488599,19.40,19.50,19.35,19.40,,0.0,19.40,173,19.45,51,11.28,
聯華食,340954,166,12649698,37.10,37.30,37.00,37.00,,0.0,37.00,13,37.10,7,12.46,
大統益,20268,20,1047836,51.30,51.80,51.30,51.70,+,0.3,51.60,1,51.70,3,15.25,
天仁,36001,27,1639495,45.50,45.75,45.40,45.50,+,0.1,45.50,2,45.75,9,19.12,
黑松,2160001,799,87487091,40.25,40.70,40.25,40.60,+,0.35,40.60,33,40.65,17,55.62,
興泰,92537,35,2313805,24.90,25.60,24.80,25.40,+,0.4,25.20,1,25.40,1,81.94,
宏亞,102022,51,2218574,21.75,22.00,21.50,21.70,-,0.05,21.70,6,21.95,2,21.27,
台塑,13084908,"4,610",1064064884,80.50,82.10,79.90,81.90,+,1.9,81.40,11,81.90,364,39.76,
南亞,12308196,"5,047",727530275,58.50,60.00,58.20,58.90,+,1.2,58.80,132,58.90,115,654.44,
台聚,4097418,"1,690",101000879,24.65,24.85,24.45,24.50,+,0.05,24.50,31,24.55,27,13.17,
華夏,6254371,"1,459",105210747,16.80,17.00,16.50,16.90,+,0.25,16.90,188,16.95,81,14.32,
三芳,104343,70,2487810,23.85,23.90,23.75,23.80,-,0.05,23.80,24,23.90,5,11.61,
