證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,3315263,"1,712",118523489,36.05,36.05,35.55,35.60,-,0.4,35.55,385,35.60,33,20.82,
亞泥,4925320,"1,800",134098058,27.05,27.40,27.00,27.25,+,0.25,27.25,571,27.30,3,32.83,
嘉泥,1701355,574,16608737,9.55,9.91,9.54,9.91,+,0.37,9.90,127,9.91,6,12.71,
環泥,440604,198,10996681,24.90,25.10,24.80,25.00,+,0.2,25.00,14,25.05,54,9.40,
幸福,634208,161,5936700,9.30,9.39,9.30,9.38,+,0.14,9.36,2,9.38,16,11.30,
信大,208600,37,2107750,10.05,10.15,10.05,10.10,+,0.1,10.10,13,10.15,12,28.06,
東泥,48272,22,753341,15.55,15.75,15.55,15.70,+,0.15,15.55,2,15.60,5,60.38,
味全,2998574,"1,287",60410203,20.05,20.40,19.90,20.20,+,0.3,20.15,20,20.20,8,0.00,
味王,126611,75,2973525,23.35,23.60,23.35,23.45,+,0.25,23.40,6,23.45,3,22.33,
大成,2061133,"1,026",60332854,29.40,29.40,29.10,29.30,+,0.1,29.25,40,29.30,21,12.63,
大飲,102296,63,1755468,17.10,17.45,17.00,17.30,,0.0,17.20,1,17.35,2,157.27,
卜蜂,1167753,680,55061791,47.35,47.40,46.85,47.00,-,0.2,47.00,63,47.05,3,11.81,
統一,11778620,"4,624",631851566,53.10,53.90,53.00,53.80,+,1.0,53.70,32,53.80,141,20.69,
愛之味,1370343,389,10201473,7.46,7.48,7.41,7.45,+,0.03,7.44,3,7.45,85,0.00,
泰山,1922820,520,29841302,15.60,15.60,15.40,15.50,+,0.1,15.50,61,15.55,206,16.49,
福壽,28398,32,445573,15.70,15.80,15.65,15.65,-,0.05,15.65,6,15.75,1,28.45,
台榮,496499,102,5559438,11.20,11.30,11.10,11.20,,0.0,11.15,12,11.20,9,12.31,
福懋油,2385,19,116138,48.40,49.00,48.40,49.00,+,0.2,48.50,1,49.00,5,14.54,
佳格,732547,608,56219538,76.50,76.90,76.40,76.70,,0.0,76.70,3,76.80,12,26.82,
聯華,1869027,718,44869748,24.00,24.10,23.90,24.10,+,0.05,24.05,121,24.10,32,12.62,
聯華食,139858,97,4460854,31.70,32.00,31.70,31.95,+,0.2,31.85,5,31.95,30,11.49,
大統益,47867,61,4077697,85.20,85.30,85.00,85.30,+,0.1,85.20,2,85.30,4,16.00,
天仁,17001,15,630137,36.85,37.30,36.80,37.10,+,0.25,37.05,1,37.10,3,17.18,
黑松,249263,166,8089913,32.15,32.55,32.15,32.45,+,0.3,32.40,20,32.50,1,12.39,
興泰,268181,99,8217529,30.40,30.80,30.40,30.60,+,0.4,30.60,3,30.65,1,6.19,
宏亞,50372,34,927475,18.50,18.50,18.35,18.35,-,0.25,18.40,2,18.45,1,38.23,
鮮活果汁-KY,18177,19,2291802,126.50,126.50,125.50,126.50,+,0.5,126.00,3,126.50,1,15.83,
綠悅-KY,1322400,844,223849300,169.00,172.00,167.00,168.00,-,0.5,168.00,1,168.50,10,14.69,
台塑,8293844,"3,633",743969024,88.80,90.00,88.80,89.80,+,0.8,89.80,51,89.90,87,17.24,
南亞,8046619,"3,300",599477741,74.20,74.70,73.90,74.40,-,0.1,74.40,7,74.50,23,21.57,
台聚,7173681,"1,978",119704151,16.40,16.80,16.40,16.75,+,0.45,16.70,154,16.75,337,14.08,
華夏,4656457,"2,137",122237092,26.25,26.65,25.90,26.20,,0.0,26.15,2,26.20,11,11.01,
三芳,111791,86,4029909,36.00,36.20,35.95,36.10,+,0.15,36.05,3,36.10,5,11.95,
亞聚,1787122,751,35766442,19.90,20.15,19.80,19.95,+,0.2,19.95,72,20.00,87,17.50,
台達化,9470820,"2,461",116968759,12.80,12.90,12.00,12.00,-,0.7,12.00,257,12.10,1,0.00,
台苯,21803525,"6,136",516018718,23.20,24.20,23.20,23.65,+,0.75,23.65,112,23.70,30,11.21,
國喬,29348241,"8,531",696753620,23.15,24.10,23.15,23.90,+,1.0,23.85,40,23.90,94,13.35,
國喬特,55000,19,1468400,26.50,26.95,26.50,26.95,+,0.35,26.80,5,26.90,5,0.00,
聯成,7895853,"1,818",114292468,14.35,14.65,14.20,14.50,+,0.15,14.50,9,14.55,282,161.11,
中石化,157891422,"23,699",2041409336,12.40,13.30,12.40,13.00,+,0.5,13.00,"2,349",13.05,150,0.00,
達新,77341,47,2044518,26.30,26.60,26.30,26.60,+,0.55,26.35,1,26.60,1,20.00,
上曜,1986123,736,38938457,18.35,20.15,18.35,20.15,+,1.8,20.15,90,--,0,0.00,
東陽,5048537,"3,123",289483724,56.50,58.10,56.40,57.60,+,1.4,57.50,28,57.60,9,14.47,
大洋,1353960,646,38307335,26.90,29.10,26.90,28.00,+,1.5,28.00,3,28.15,5,350.00,
永裕,165063,109,5558375,33.60,33.80,33.55,33.65,+,0.15,33.65,5,33.70,6,10.23,
地球,109011,56,1448593,13.10,13.40,13.10,13.25,+,0.2,13.20,1,13.25,8,15.41,
恆大,138120,91,2935370,21.30,21.40,21.15,21.15,+,0.05,21.10,21,21.15,1,20.34,
