證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,2194288,"1,042",75791687,34.60,34.65,34.50,34.50,-,0.25,34.50,191,34.55,5,18.25,
亞泥,951251,598,26361204,27.60,27.80,27.60,27.75,+,0.2,27.75,1,27.80,204,23.52,
嘉泥,266979,120,2767032,10.30,10.45,10.30,10.30,-,0.1,10.30,54,10.35,14,64.38,
環泥,98678,86,2542005,25.80,25.95,25.70,25.70,-,0.1,25.70,13,25.75,2,9.92,
幸福,65018,35,621161,9.54,9.60,9.51,9.55,-,0.01,9.55,3,9.57,10,16.75,
信大,17836,11,180343,10.05,10.15,10.05,10.15,+,0.1,10.05,9,10.15,5,18.80,
東泥,53496,24,851586,15.85,16.00,15.80,16.00,,0.0,15.75,4,16.05,15,533.33,
味全,1018565,468,19235611,19.00,19.20,18.75,18.90,-,0.15,18.90,5,18.95,6,0.00,
味王,62879,33,1509369,24.30,24.30,23.90,24.10,+,0.15,23.90,11,24.10,9,13.54,
大成,1223617,595,35347343,29.05,29.05,28.80,28.90,,0.0,28.85,32,28.90,6,9.57,
大飲,15500,12,268900,17.35,17.50,17.25,17.50,,0.0,17.25,5,17.50,5,64.81,
卜蜂,1619407,938,95210842,58.40,59.20,58.40,58.80,+,0.5,58.80,21,58.90,36,11.12,
統一,7382738,"2,728",421786415,57.70,57.70,56.90,57.40,-,0.1,57.30,4,57.40,66,22.25,
愛之味,744159,207,5511242,7.42,7.44,7.39,7.40,-,0.01,7.39,20,7.40,1,32.17,
泰山,939268,232,12963856,13.75,13.90,13.75,13.80,-,0.1,13.75,29,13.80,101,65.71,
福壽,7913,19,128681,16.20,16.35,16.20,16.35,+,0.1,16.30,2,16.35,4,34.06,
台榮,172000,44,1836200,10.65,10.75,10.65,10.70,+,0.05,10.65,8,10.70,2,13.38,
福懋油,106785,59,5288598,49.40,49.70,49.10,49.70,+,0.45,49.30,2,49.65,5,29.24,
佳格,1832410,"1,225",144379510,78.00,79.40,77.60,79.00,+,1.0,78.80,39,79.00,80,29.70,
聯華,736983,377,19664484,26.70,26.80,26.60,26.75,+,0.05,26.75,9,26.80,48,10.74,
聯華食,166160,114,5599138,33.50,33.80,33.50,33.70,+,0.2,33.65,6,33.70,2,12.39,
大統益,13530,21,1237771,91.50,91.50,91.20,91.50,,0.0,91.20,11,91.60,1,16.49,
天仁,3250,7,120250,37.00,37.00,37.00,37.00,,0.0,36.70,1,37.00,1,20.44,
黑松,42010,43,1381931,32.90,32.95,32.85,32.90,,0.0,32.90,4,32.95,9,11.96,
興泰,6000,6,171450,28.60,28.60,28.45,28.60,,0.0,28.60,2,28.65,1,9.38,
宏亞,6000,6,103550,17.20,17.35,17.20,17.35,+,0.1,17.25,5,17.35,2,52.58,
鮮活果汁-KY,21238,24,2953201,139.00,140.00,138.00,139.50,-,0.5,139.50,2,140.00,2,16.43,
綠悅-KY,2008014,"1,501",259119834,126.00,131.50,125.50,131.00,+,6.0,130.50,1,131.00,19,10.12,
台塑,7379622,"4,151",649783136,88.50,88.70,87.80,88.00,-,0.5,88.00,221,88.10,644,12.87,
南亞,7382273,"2,454",522802776,71.00,71.10,70.60,70.70,-,0.7,70.70,248,70.80,8,10.32,
台聚,738640,396,11080112,15.00,15.05,14.95,15.00,-,0.05,15.00,194,15.10,70,12.82,
華夏,2715562,"1,258",74578663,27.55,27.85,27.35,27.35,-,0.4,27.35,76,27.40,93,7.95,
三芳,120394,99,4429494,36.55,37.00,36.55,36.75,,0.0,36.70,33,36.75,2,12.25,
亞聚,781109,237,14206736,18.20,18.30,18.10,18.25,+,0.05,18.20,6,18.25,2,12.76,
台達化,460769,214,4542230,9.90,9.90,9.83,9.85,-,0.03,9.85,16,9.88,6,19.70,
台苯,2321034,946,53682232,23.10,23.25,23.05,23.15,+,0.05,23.15,41,23.20,26,8.51,
國喬,7307355,"2,909",146407030,20.10,20.25,19.85,20.20,+,0.2,20.20,306,20.25,147,7.14,
國喬特,20000,13,541650,27.00,27.10,27.00,27.05,+,0.05,27.05,7,27.10,1,0.00,
聯成,822289,322,10577927,12.85,12.95,12.80,12.85,,0.0,12.85,34,12.90,13,10.71,
中石化,6740761,"1,611",75603862,11.20,11.30,11.15,11.20,+,0.05,11.20,39,11.25,704,160.00,
達新,22500,12,573349,25.40,25.60,25.35,25.35,-,0.05,25.25,4,25.60,6,17.85,
上曜,410501,184,10255815,25.00,25.20,24.80,24.90,-,0.1,24.90,10,24.95,1,0.00,
東陽,1856101,"1,235",96121037,52.50,52.60,51.40,51.60,-,1.0,51.60,80,51.80,25,13.20,
大洋,158000,99,3963250,25.05,25.25,25.00,25.05,+,0.05,25.00,4,25.05,4,0.00,
永裕,67110,59,2186868,32.50,32.70,32.35,32.35,-,0.15,32.30,1,32.50,3,10.93,
地球,88000,45,1179750,13.30,13.70,13.30,13.35,-,0.05,13.35,11,13.40,1,8.09,
恆大,53100,33,1114189,21.10,21.15,20.80,21.05,-,0.15,21.00,6,21.05,11,22.88,
台化,7010399,"3,327",627886036,89.60,89.90,89.40,89.50,-,0.5,89.50,669,89.60,43,10.72,
再生-KY,493152,224,6668391,13.45,13.60,13.45,13.50,,0.0,13.50,5,13.55,20,10.00,
廣華-KY,855110,634,90690105,108.00,108.00,105.00,105.50,-,1.5,105.50,49,106.00,398,12.98,
昭輝,219235,174,9526436,43.40,43.85,42.90,43.35,+,0.35,43.30,5,43.35,1,13.55,
勝悅-KY,352200,281,16285800,46.00,46.40,46.00,46.20,+,0.2,46.20,6,46.30,3,6.62,
