證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,9189920,"2,282",313358507,34.10,34.20,34.00,34.10,-,0.3,34.10,85,34.15,752,18.04,
亞泥,2283968,"1,219",60777181,26.40,26.75,26.40,26.75,+,0.2,26.70,3,26.75,12,22.67,
嘉泥,271364,88,2892204,10.65,10.70,10.60,10.70,,0.0,10.60,77,10.70,34,66.88,
環泥,73008,65,1617526,22.05,22.30,22.05,22.20,,0.0,22.15,21,22.20,1,8.57,
幸福,331325,106,2899122,8.80,8.87,8.70,8.87,+,0.07,8.80,2,8.88,2,15.56,
信大,22416,11,231805,10.35,10.35,10.30,10.35,+,0.05,10.30,10,10.40,23,19.17,
東泥,1541000,18,23194200,15.10,15.20,15.05,15.05,-,0.05,15.00,1,15.15,7,0.00,
味全,523263,191,9439684,18.05,18.10,18.00,18.05,,0.0,18.05,11,18.10,24,0.00,
味王,31039,16,760055,24.45,24.50,24.45,24.50,+,0.05,24.50,1,24.60,3,13.32,
大成,5433365,"2,309",168917141,30.80,31.50,30.25,31.10,+,0.1,31.10,5,31.15,31,11.11,
大飲,22564,16,347885,15.50,15.50,15.35,15.50,+,0.15,15.35,11,15.45,1,310.00,
卜蜂,5050881,"3,341",326297837,63.00,66.80,60.80,66.70,+,3.1,66.70,12,66.80,22,12.37,
統一,5599384,"2,856",322335291,57.80,57.80,57.40,57.70,-,0.1,57.60,4,57.70,47,22.45,
愛之味,867397,324,6693245,7.66,7.77,7.66,7.74,+,0.09,7.74,7,7.75,14,28.67,
泰山,5519485,"2,034",108917994,19.20,20.25,18.90,19.80,+,0.5,19.80,24,19.85,101,94.29,
福壽,7528,13,132140,17.40,17.70,17.40,17.70,-,0.1,17.65,2,17.70,10,55.31,
台榮,54400,27,548929,10.15,10.15,10.05,10.10,-,0.05,10.10,1,10.15,12,16.29,
福懋油,22505,17,1295535,57.60,57.80,57.50,57.80,-,0.9,57.70,6,58.80,1,34.00,
佳格,645714,451,50853120,79.00,79.00,78.50,78.90,-,0.5,78.90,6,79.00,26,29.66,
聯華,1236562,641,34901540,28.00,28.40,27.95,28.25,+,0.2,28.25,12,28.30,9,11.21,
聯華食,241975,147,8602152,35.50,35.75,35.00,35.70,-,0.05,35.65,3,35.75,24,13.13,
大統益,142521,150,12791190,90.20,90.50,89.50,89.90,-,0.7,89.90,3,90.00,3,17.52,
天仁,87411,23,3036069,34.55,34.85,34.55,34.85,,0.0,34.80,3,34.85,3,19.47,
黑松,60695,54,1921980,31.60,31.75,31.60,31.70,-,0.05,31.65,16,31.70,1,25.36,
興泰,410199,89,12920967,31.95,32.20,30.80,31.80,,0.0,31.50,2,31.80,2,9.94,
宏亞,16005,12,268631,16.80,16.80,16.75,16.80,,0.0,16.75,14,16.85,2,43.08,
鮮活果汁-KY,335008,296,42616024,123.50,129.00,122.00,126.00,+,8.5,126.00,4,127.50,3,13.50,
綠悅-KY,1911574,"1,097",149691834,77.40,79.30,77.00,78.70,+,1.3,78.70,5,78.80,16,7.10,
台塑,3893793,"1,567",358875964,92.50,92.50,91.90,92.00,-,0.6,92.00,179,92.20,49,13.61,
南亞,6217433,"2,958",463742954,74.60,75.10,74.30,74.80,-,0.6,74.70,16,74.80,81,10.78,
台聚,762695,443,11382537,14.80,15.00,14.80,15.00,+,0.1,14.95,28,15.00,15,12.82,
華夏,5031032,"2,179",165344484,31.60,33.40,31.50,33.00,+,1.3,32.95,5,33.00,115,10.54,
三芳,151076,110,5373406,35.50,35.80,35.50,35.70,,0.0,35.50,51,35.70,1,11.90,
亞聚,372468,172,6779482,18.05,18.35,18.05,18.35,+,0.1,18.30,19,18.35,45,13.30,
台達化,1822622,418,19653589,10.70,10.90,10.65,10.90,+,0.2,10.85,25,10.90,3,41.92,
台苯,5745644,"1,603",116885948,20.40,20.50,20.20,20.50,-,0.05,20.45,60,20.50,280,8.23,
國喬,30891274,"7,215",739357131,23.40,24.40,23.20,24.15,+,0.5,24.15,70,24.20,47,8.53,
國喬特,33000,13,917700,27.80,28.15,27.70,28.15,+,0.35,27.80,2,28.15,1,0.00,
聯成,2697883,750,38485957,14.10,14.40,14.05,14.40,+,0.15,14.35,12,14.40,66,12.52,
中石化,31224627,"3,707",380275787,11.90,12.35,11.90,12.35,+,0.4,12.30,"1,264",12.35,285,176.43,
達新,11001,4,279925,25.45,25.45,25.40,25.40,-,0.15,25.20,10,25.40,1,18.14,
上曜,597169,129,15309882,25.55,25.70,25.50,25.50,-,0.25,25.50,3,25.60,1,0.00,
東陽,1919790,"1,127",106045807,55.00,55.60,54.80,55.10,-,0.6,55.10,30,55.20,2,13.71,
大洋,378000,203,11449000,29.70,30.85,29.70,30.10,+,0.4,30.10,7,30.15,1,0.00,
永裕,132744,98,4162584,31.30,31.55,31.20,31.30,-,0.5,31.30,7,31.45,1,11.02,
地球,263276,120,3418377,12.95,13.10,12.90,12.95,-,0.4,12.95,4,13.00,12,11.07,
恆大,38713,20,756796,19.60,19.60,19.35,19.45,-,0.25,19.45,1,19.50,13,21.14,
台化,3007132,"1,910",274486465,91.10,91.80,90.50,91.50,,0.0,91.50,84,91.60,49,12.15,
再生-KY,1250312,438,17247345,13.70,13.90,13.70,13.85,+,0.05,13.85,37,13.90,70,13.19,
廣華-KY,779160,614,84077520,106.50,109.00,106.50,108.50,+,1.0,108.00,94,109.00,24,12.76,
昭輝,291235,182,12654957,43.20,44.20,43.15,43.55,-,1.15,43.50,1,43.55,1,13.61,
勝悅-KY,2156323,"1,240",118374056,53.60,55.60,53.60,55.60,+,2.2,55.50,11,55.60,13,8.25,
遠東新,2557725,948,62189887,24.30,24.45,24.10,24.45,+,0.1,24.40,1,24.45,154,19.40,
新纖,1344943,412,12319685,9.15,9.21,9.12,9.20,+,0.04,9.20,17,9.21,16,22.44,
南染,41383,25,953422,23.05,23.10,23.00,23.10,+,0.05,23.05,113,23.15,2,16.50,
宏洲,129585,43,1003474,7.71,7.85,7.66,7.83,+,0.12,7.80,16,7.84,5,0.00,
東和,371172,96,2341545,6.36,6.36,6.26,6.29,-,0.08,6.29,8,6.32,5,209.67,
廣豐,379002,227,8362241,21.80,22.65,21.15,22.25,+,0.45,22.25,1,22.30,4,5.14,
嘉裕,129155,72,611608,4.72,4.77,4.71,4.77,+,0.03,4.73,23,4.77,5,0.00,
東華,7501,9,40789,5.50,5.51,5.39,5.39,-,0.11,5.13,5,5.39,1,0.00,
新紡,39500,37,1630250,40.70,41.50,40.65,41.50,+,0.8,40.80,1,41.50,6,106.41,
利華,16991,14,120275,7.08,7.09,7.06,7.09,-,0.01,7.06,5,7.09,27,50.64,
大魯閣,93854,69,1371802,14.30,14.95,14.30,14.55,+,0.1,14.55,4,14.60,5,0.00,
福懋,708870,466,21209663,30.10,30.10,29.80,29.85,+,0.15,29.80,22,29.85,7,9.13,
中福,275001,46,1403715,5.15,5.19,5.08,5.18,+,0.03,5.10,46,5.20,7,0.00,
華友聯,13242,7,505796,38.20,38.20,38.20,38.20,-,0.15,38.00,1,38.20,2,25.30,
