證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,7386370,"2,482",275702930,37.65,37.65,37.10,37.50,-,0.15,37.45,4,37.50,77,21.93,
亞泥,3231726,"1,493",93773081,29.00,29.10,28.85,29.00,-,0.1,29.00,332,29.05,499,34.94,
嘉泥,808146,310,8795843,11.10,11.10,10.80,10.85,-,0.2,10.85,2,10.90,10,13.91,
環泥,471136,226,12430959,26.40,26.60,26.20,26.40,+,0.1,26.35,5,26.40,16,9.92,
幸福,906726,201,8985678,10.00,10.00,9.85,9.90,-,0.1,9.89,1,9.90,102,11.93,
信大,153684,40,1600044,10.40,10.45,10.35,10.40,,0.0,10.40,8,10.45,24,28.89,
東泥,9053,10,141625,15.75,15.75,15.60,15.70,,0.0,15.55,6,15.70,11,60.38,
味全,763882,364,14410756,18.90,19.00,18.80,18.85,-,0.05,18.85,39,18.90,21,0.00,
味王,232470,181,5670362,23.90,24.80,23.90,24.35,+,0.45,24.30,5,24.40,1,23.19,
大成,1777752,"1,063",50251428,28.30,28.40,28.20,28.20,+,0.1,28.20,110,28.30,9,12.16,
大飲,50800,32,904179,17.90,17.95,17.75,17.90,-,0.05,17.85,2,17.90,6,162.73,
卜蜂,1980740,"1,391",92710388,47.20,47.20,46.50,46.90,+,0.5,46.90,32,46.95,10,11.78,
統一,6013610,"3,459",332741181,55.40,55.70,55.00,55.10,-,0.4,55.00,540,55.10,159,21.19,
愛之味,635082,260,4838705,7.66,7.66,7.61,7.62,-,0.04,7.62,3,7.63,16,0.00,
泰山,734431,290,11402057,15.60,15.65,15.45,15.55,-,0.05,15.50,63,15.55,3,16.54,
福壽,175397,101,2870925,16.30,16.45,16.25,16.30,+,0.15,16.30,5,16.45,3,29.64,
台榮,420089,94,4714246,11.10,11.30,11.10,11.25,+,0.1,11.20,7,11.25,54,12.36,
福懋油,11098,19,549658,49.80,49.80,49.50,49.50,-,0.5,49.50,1,49.95,3,14.69,
佳格,651169,431,50510990,78.10,78.20,77.30,77.60,-,0.5,77.50,5,77.60,10,27.13,
聯華,619381,353,14659653,23.45,23.80,23.45,23.60,+,0.05,23.60,30,23.70,8,12.36,
聯華食,159716,86,5086973,31.80,32.00,31.70,31.80,,0.0,31.75,10,31.80,1,11.44,
大統益,49340,54,4288313,87.00,87.20,86.60,87.00,-,0.2,86.80,2,87.00,3,16.32,
天仁,32050,28,1209335,37.65,37.75,37.65,37.75,+,0.2,37.70,3,37.80,4,17.48,
黑松,144767,126,4773611,33.10,33.10,32.90,33.00,+,0.1,33.00,4,33.05,5,12.60,
興泰,85507,52,2560557,30.00,30.10,29.75,29.75,-,0.1,29.70,7,29.90,1,6.02,
宏亞,52345,70,974133,18.50,18.75,18.50,18.70,+,0.2,18.60,21,18.70,8,38.96,
鮮活果汁-KY,17294,18,2375366,137.00,139.50,136.00,139.50,+,2.0,138.00,1,140.00,5,17.46,
綠悅-KY,1512300,"1,107",252344900,167.00,169.50,165.00,167.00,,0.0,167.00,11,167.50,23,14.60,
