證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,11861031,"5,519",422718651,36.20,36.20,35.45,35.55,-,0.7,35.55,91,35.60,511,20.67,
亞泥,2437438,"1,655",74417654,30.20,30.70,30.10,30.70,+,0.6,30.55,27,30.70,143,26.24,
嘉泥,2926408,877,33378063,11.25,11.55,11.25,11.30,+,0.1,11.30,108,11.35,107,282.50,
環泥,84840,53,2189819,25.80,25.90,25.80,25.90,+,0.1,25.80,6,25.90,2,9.66,
幸福,173000,39,1668530,9.65,9.70,9.64,9.65,+,0.02,9.64,9,9.66,10,12.37,
信大,14781,7,150377,10.20,10.20,10.15,10.20,+,0.05,10.20,1,10.25,9,24.29,
東泥,3000,3,48600,16.20,16.20,16.20,16.20,-,0.05,16.15,1,16.20,17,85.26,
味全,375503,237,6748950,17.85,18.05,17.85,18.00,+,0.15,17.95,17,18.05,21,0.00,
味王,56133,59,1337636,23.95,23.95,23.80,23.90,+,0.05,23.80,1,23.90,4,13.43,
大成,3016577,"1,646",86737105,28.45,28.95,28.40,28.95,+,0.7,28.85,19,28.95,67,9.62,
大飲,47040,27,814946,17.60,17.60,17.20,17.50,,0.0,17.45,3,17.50,14,64.81,
卜蜂,2683136,"1,116",149037980,55.40,56.50,55.00,55.10,+,0.1,55.10,24,55.20,3,11.70,
統一,10081306,"3,221",568033476,56.10,56.50,56.00,56.50,+,0.6,56.40,56,56.50,65,22.07,
愛之味,470345,471,3526946,7.53,7.53,7.49,7.49,-,0.01,7.49,4,7.50,54,35.67,
泰山,320967,137,4732335,14.70,14.80,14.70,14.75,+,0.05,14.70,62,14.75,1,40.97,
福壽,79051,87,1284913,16.35,16.35,16.20,16.25,-,0.25,16.20,2,16.25,12,33.16,
台榮,91453,44,994990,10.90,10.95,10.85,10.85,-,0.05,10.80,64,10.85,1,11.67,
福懋油,4319,9,213752,49.80,50.00,49.00,50.00,+,0.2,49.30,1,50.00,1,28.41,
佳格,590833,469,44086598,74.90,74.90,74.50,74.80,+,0.4,74.60,1,74.80,3,25.10,
聯華,1893855,"1,114",50687434,26.90,26.90,26.55,26.85,,0.0,26.80,1,26.85,105,11.33,
聯華食,272828,183,9619290,35.40,35.45,35.10,35.30,+,0.3,35.25,12,35.30,8,11.50,
大統益,104884,107,9562298,90.60,92.00,90.30,92.00,+,1.6,91.70,1,92.00,5,16.49,
天仁,5080,7,189083,37.20,37.30,37.05,37.05,+,0.05,37.05,2,37.30,4,19.81,
黑松,192836,78,6311734,32.75,32.85,32.65,32.80,+,0.1,32.80,2,32.90,5,11.93,
興泰,15112,12,411696,27.25,27.30,27.15,27.25,+,0.15,27.25,1,27.30,3,7.15,
宏亞,20300,21,359247,17.70,17.75,17.65,17.70,-,0.05,17.65,3,17.70,1,25.65,
鮮活果汁-KY,23100,24,3249500,142.00,142.00,140.00,140.50,+,2.0,140.50,1,141.50,2,16.83,
綠悅-KY,6710485,"4,174",1057149898,153.00,161.50,153.00,156.50,+,5.5,156.50,28,157.00,66,12.73,
台塑,5319445,"2,588",486022691,91.60,92.00,90.70,92.00,+,0.9,91.80,4,92.00,192,14.86,
南亞,6793194,"3,689",487084730,71.90,72.00,71.30,72.00,+,0.5,71.90,1,72.00,279,11.69,
台聚,973267,584,14808218,15.25,15.30,15.15,15.30,+,0.15,15.25,2,15.30,14,13.30,
華夏,7262974,"2,794",193172247,27.00,27.50,26.30,26.60,-,0.2,26.55,47,26.60,353,8.81,
三芳,57225,64,2118525,36.95,37.10,36.95,37.00,+,0.15,37.00,7,37.05,1,11.82,
亞聚,654591,304,12221036,18.70,18.75,18.55,18.75,+,0.05,18.70,79,18.75,16,14.20,
台達化,598780,256,5614147,9.38,9.49,9.34,9.35,+,0.02,9.35,8,9.39,6,25.27,
