證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,2863568,"1,142",100132754,34.80,35.15,34.65,34.95,+,0.05,34.95,325,35.00,5,20.44,
亞泥,2051676,905,53792302,26.35,26.40,26.10,26.20,-,0.1,26.20,212,26.25,61,31.57,
嘉泥,97506,56,850175,8.73,8.73,8.71,8.72,-,0.03,8.71,9,8.72,6,11.18,
環泥,125373,42,3060048,24.40,24.50,24.30,24.45,-,0.05,24.45,19,24.55,6,9.19,
幸福,100000,28,913120,9.12,9.17,9.12,9.17,,0.0,9.17,3,9.18,4,11.05,
信大,36699,28,371590,10.05,10.20,10.05,10.05,+,0.05,10.00,18,10.10,5,27.92,
東泥,16003,6,247946,15.45,15.50,15.45,15.50,,0.0,15.50,1,15.55,16,59.62,
味全,223217,114,3893248,17.55,17.55,17.35,17.40,-,0.15,17.40,28,17.50,167,0.00,
味王,10003,28,228453,22.95,22.95,22.80,22.90,-,0.15,22.85,3,23.00,1,21.81,
大成,2885492,"1,925",81492284,28.40,28.65,28.10,28.25,-,0.15,28.25,16,28.30,281,12.18,
大飲,19313,15,321592,16.70,16.75,16.60,16.75,-,0.05,16.60,3,16.70,6,152.27,
卜蜂,2317943,"1,358",109030213,47.50,47.80,46.55,46.95,-,0.65,46.95,50,47.00,35,11.80,
統一,6374658,"2,908",342581032,54.00,54.10,53.30,53.70,-,0.5,53.70,272,53.80,37,20.65,
愛之味,310970,113,2284644,7.33,7.38,7.32,7.34,-,0.01,7.34,18,7.36,5,0.00,
泰山,451394,148,6802276,15.05,15.10,15.00,15.00,-,0.05,15.00,177,15.05,3,15.96,
福壽,21499,17,338157,15.75,15.80,15.65,15.80,+,0.2,15.65,4,15.75,1,28.73,
台榮,202001,45,2170860,10.75,10.80,10.65,10.75,-,0.05,10.70,1,10.75,12,11.81,
福懋油,32001,19,1530548,46.75,48.00,46.70,48.00,-,0.05,47.55,1,48.00,2,14.24,
佳格,756319,450,57007611,75.90,75.90,75.20,75.30,-,0.5,75.30,23,75.50,32,26.33,
聯華,816376,403,18188660,22.20,22.45,22.10,22.45,+,0.3,22.40,10,22.45,49,11.75,
聯華食,134839,85,4320048,32.25,32.25,31.90,32.00,-,0.2,31.95,30,32.10,10,11.51,
大統益,12390,17,1050382,84.80,84.90,84.60,84.60,-,0.3,84.70,2,84.90,3,15.87,
天仁,12001,11,443587,36.70,37.10,36.70,37.10,+,0.1,37.00,20,37.10,8,17.18,
黑松,60417,52,1941434,32.25,32.25,32.10,32.10,-,0.15,32.10,9,32.20,23,12.25,
興泰,47000,26,1405250,29.75,30.00,29.75,29.90,-,0.2,29.75,13,29.90,5,6.05,
宏亞,7138,17,131436,18.40,18.45,18.40,18.40,-,0.05,18.40,2,18.45,3,38.33,
鮮活果汁-KY,10047,11,1258422,125.50,125.50,125.00,125.00,,0.0,125.00,1,125.50,1,15.64,
綠悅-KY,1834693,"1,341",274758098,149.00,151.50,148.00,150.00,+,6.5,150.00,3,150.50,12,13.11,
台塑,6069689,"3,175",544130066,90.00,90.20,89.40,89.50,-,0.7,89.50,37,89.60,102,17.18,
南亞,9636403,"3,274",710749234,74.30,74.40,72.90,73.10,-,0.7,73.00,97,73.10,18,21.19,
台聚,2057508,"1,072",32381910,15.70,15.85,15.65,15.85,+,0.2,15.75,51,15.85,83,13.32,
華夏,3222140,"1,717",74922081,22.95,23.50,22.90,23.20,,0.0,23.20,100,23.30,5,9.75,
