證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,5657656,"2,233",213641321,37.85,37.85,37.55,37.75,-,0.25,37.70,11,37.80,177,22.08,
亞泥,3847958,"2,054",115907720,30.00,30.65,29.85,30.20,-,0.05,30.10,14,30.20,186,36.39,
嘉泥,675577,288,7688373,11.40,11.60,11.30,11.30,-,0.2,11.30,7,11.35,2,14.49,
環泥,194329,106,5178646,26.80,26.80,26.50,26.50,-,0.2,26.50,93,26.60,1,9.96,
幸福,444100,90,4464900,10.10,10.10,10.00,10.00,-,0.05,10.00,160,10.05,11,12.05,
信大,247510,53,2558401,10.35,10.40,10.30,10.35,,0.0,10.35,144,10.40,30,28.75,
東泥,10425,6,169884,16.30,16.30,16.30,16.30,,0.0,16.20,5,16.30,2,62.69,
味全,517026,274,9656885,18.75,18.75,18.60,18.65,-,0.1,18.65,1,18.70,7,0.00,
味王,45174,109,1080118,23.85,24.00,23.85,23.95,+,0.05,23.90,1,24.00,8,22.81,
大成,6411486,"2,539",188213490,30.00,30.00,29.05,29.05,-,1.25,29.05,50,29.10,11,12.52,
大飲,44002,34,786184,17.65,17.95,17.65,17.95,+,0.05,17.85,10,17.95,23,66.48,
卜蜂,3832582,"1,826",206068976,55.00,55.00,53.10,53.10,-,1.9,53.10,94,53.20,36,11.27,
統一,7458084,"3,075",423980216,57.10,57.20,56.60,56.70,-,1.0,56.70,367,56.80,30,21.81,
愛之味,592028,344,4424891,7.50,7.51,7.44,7.45,-,0.05,7.44,28,7.45,2,0.00,
泰山,449242,239,6773824,15.10,15.15,15.00,15.05,-,0.05,15.00,109,15.05,7,16.01,
福壽,241659,509,4090604,17.70,17.70,16.50,16.75,+,0.45,16.75,8,16.80,3,30.45,
台榮,475025,121,5336375,11.20,11.30,11.20,11.25,+,0.05,11.20,12,11.25,28,12.10,
福懋油,15279,51,771522,50.20,50.70,50.20,50.60,+,0.1,50.10,3,50.70,4,15.01,
佳格,1013944,688,76752044,75.80,76.20,75.40,76.00,,0.0,76.00,1,76.10,18,26.57,
聯華,2683226,821,65210871,24.10,24.65,24.05,24.05,-,0.05,24.00,210,24.05,6,12.59,
聯華食,1088299,689,37994910,34.50,35.70,34.40,34.80,+,0.9,34.75,9,34.80,21,11.34,
大統益,76716,78,7172787,93.60,93.80,93.20,93.40,-,0.2,93.30,1,93.40,4,16.74,
天仁,30100,26,1124219,37.40,37.45,37.30,37.45,+,0.15,37.30,10,37.45,2,20.03,
黑松,257554,216,8794606,34.50,34.50,34.00,34.00,-,0.2,34.00,10,34.05,1,12.98,
興泰,403299,290,12996618,30.50,33.00,30.50,32.20,+,1.7,32.15,3,32.20,4,6.52,
宏亞,28184,105,513756,18.25,18.25,18.20,18.25,-,0.05,18.20,10,18.25,2,26.45,
鮮活果汁-KY,70382,75,10565300,149.00,152.50,148.50,149.00,-,2.5,149.00,4,149.50,1,17.84,
綠悅-KY,1530440,960,251910720,167.00,167.50,163.00,163.50,,0.0,163.00,14,163.50,15,13.30,
台塑,3246851,"1,552",300953311,92.70,93.00,91.90,92.90,,0.0,92.90,1,93.00,559,15.01,
南亞,7360136,"4,004",531782692,72.50,72.50,72.10,72.30,+,0.8,72.20,154,72.30,141,11.74,
台聚,1101158,611,17413569,15.85,15.90,15.75,15.80,-,0.05,15.80,7,15.85,85,13.28,
華夏,2459652,"1,416",69074939,28.20,28.35,27.80,28.05,-,0.25,28.05,12,28.10,5,11.79,
三芳,441937,233,16855689,38.40,38.45,37.95,38.00,-,0.4,37.95,2,38.00,12,12.14,
亞聚,552280,360,10156467,18.45,18.45,18.35,18.40,-,0.05,18.40,3,18.45,20,16.14,
台達化,1295410,457,12949691,10.05,10.10,9.95,9.95,-,0.05,9.94,11,9.95,1,0.00,
台苯,12411681,"4,203",302521245,24.60,24.80,24.20,24.20,-,0.4,24.20,760,24.25,2,9.06,
國喬,9861663,"3,689",201057097,20.85,20.90,20.20,20.20,-,0.65,20.15,153,20.20,16,11.28,
國喬特,7000,7,188500,27.00,27.00,26.90,26.90,,0.0,26.85,14,27.00,1,0.00,
聯成,1081891,492,14433404,13.40,13.45,13.25,13.30,-,0.15,13.30,97,13.35,37,13.85,
中石化,13152148,"2,858",155520968,11.90,11.95,11.75,11.75,-,0.15,11.75,379,11.80,148,0.00,
達新,8128,33,212938,26.20,26.20,26.20,26.20,-,0.05,26.10,3,26.25,1,19.70,
上曜,600576,273,14223651,24.00,24.15,23.40,23.40,-,0.35,23.40,2,23.55,11,0.00,
東陽,6756724,"3,995",372174967,57.00,57.00,54.30,54.60,-,2.5,54.60,34,54.70,53,13.72,
大洋,132001,59,3504376,26.60,26.65,26.45,26.50,,0.0,26.35,16,26.50,37,0.00,
永裕,151504,108,5119183,33.80,33.95,33.60,33.60,-,0.1,33.60,3,33.70,3,10.70,
地球,12055,58,157515,13.05,13.15,13.05,13.05,-,0.05,13.00,21,13.05,2,15.17,
恆大,8829,16,188523,21.45,21.60,21.45,21.60,,0.0,21.50,5,21.60,3,20.77,
台化,4238121,"2,232",400773702,93.50,94.90,93.40,94.90,+,0.9,94.70,31,94.90,112,12.65,
再生-KY,1356645,610,22043548,16.30,16.35,16.15,16.15,-,0.05,16.15,54,16.20,17,10.56,
