證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,6959294,"3,196",265164222,37.70,38.40,37.55,38.20,+,0.4,38.10,1,38.20,106,22.34,
亞泥,2124735,"1,136",64022140,30.55,30.55,30.00,30.15,-,0.35,30.10,1,30.15,70,36.33,
嘉泥,365988,190,4060118,11.00,11.30,10.90,11.05,+,0.1,11.05,11,11.10,16,14.17,
環泥,164749,89,4367243,26.50,26.55,26.40,26.55,-,0.05,26.55,14,26.60,56,9.98,
幸福,156181,53,1561513,9.98,10.05,9.98,10.00,,0.0,9.98,7,10.00,1,12.05,
信大,56001,34,580910,10.35,10.45,10.30,10.30,-,0.1,10.35,1,10.40,13,28.61,
東泥,2099716,45,34005332,16.05,16.20,16.00,16.20,-,0.1,16.05,2,16.10,7,62.31,
味全,341692,191,6431037,18.90,18.95,18.75,18.75,-,0.15,18.75,68,18.80,119,0.00,
味王,122276,123,2886219,23.80,23.80,23.35,23.70,-,0.1,23.40,5,23.70,2,22.57,
大成,1987984,"1,322",58333356,29.60,29.60,29.20,29.30,-,0.3,29.30,68,29.35,4,12.63,
大飲,73402,33,1312563,17.95,18.00,17.80,18.00,+,0.05,17.90,2,18.00,24,163.64,
卜蜂,3328398,"1,845",177765509,53.90,54.20,52.90,53.00,-,0.8,53.00,20,53.20,17,11.25,
統一,7547979,"3,912",425588891,56.20,56.60,56.00,56.40,,0.0,56.30,250,56.40,56,21.69,
愛之味,644101,279,4848691,7.55,7.59,7.46,7.55,-,0.01,7.54,5,7.55,14,0.00,
泰山,428073,182,6487243,15.20,15.20,15.10,15.20,,0.0,15.15,4,15.20,87,16.17,
福壽,23348,29,381248,16.30,16.45,16.30,16.45,,0.0,16.40,2,16.50,36,29.91,
台榮,79036,60,863696,11.00,11.00,10.90,10.95,-,0.05,10.95,2,11.00,112,12.03,
福懋油,32966,68,1675446,51.00,51.10,50.30,51.10,+,0.1,51.00,1,51.20,5,15.16,
