證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,1669790,"1,421",51315141,30.70,30.90,30.50,30.60,-,0.1,30.60,56,30.65,2,21.70,
亞泥,561287,355,14373273,25.80,25.80,25.50,25.55,-,0.25,25.55,57,25.70,6,23.88,
嘉泥,84368,39,712667,8.43,8.47,8.43,8.47,+,0.04,8.47,1,8.48,6,24.91,
環泥,163825,81,3302980,20.40,20.40,20.10,20.10,-,0.1,20.10,22,20.15,3,8.55,
幸福,26000,18,263950,10.15,10.20,10.10,10.10,-,0.05,10.10,29,10.15,60,9.81,
信大,102000,3,1030200,10.10,10.10,10.10,10.10,-,0.05,10.10,48,10.15,1,0.00,
東泥,22947,14,357628,15.80,15.80,15.50,15.60,-,0.05,15.60,1,15.65,8,39.00,
味全,393101,142,7946558,20.10,20.50,20.10,20.20,+,0.1,20.20,27,20.30,39,0.00,
味王,14432,11,312086,21.75,21.75,21.60,21.65,,0.0,21.60,2,21.75,6,21.65,
大成,1774910,764,46722057,26.20,26.55,26.00,26.00,-,0.15,26.00,117,26.10,16,19.12,
大飲,400003,208,8304261,20.70,21.20,20.55,20.60,+,0.1,20.60,9,20.75,4,103.00,
卜蜂,640750,341,21111815,32.90,33.15,32.80,32.85,-,0.05,32.85,36,32.90,6,11.45,
統一,1068098,720,66584376,62.70,62.70,62.10,62.30,-,0.5,62.30,67,62.40,5,25.02,
愛之味,496341,159,4033501,8.08,8.16,8.08,8.16,+,0.06,8.16,16,8.17,16,51.00,
泰山,282280,110,3751569,13.25,13.40,13.20,13.30,+,0.05,13.30,57,13.35,22,24.18,
福壽,2134,5,32323,15.15,15.15,15.15,15.15,,0.0,15.10,1,15.20,1,42.08,
台榮,110002,53,1195270,10.80,10.95,10.70,10.90,+,0.1,10.90,2,10.95,10,12.53,
福懋油,191061,58,7531257,38.10,40.10,38.10,39.85,+,1.95,39.10,1,39.85,10,14.03,
佳格,301759,235,24006009,79.90,79.90,79.30,79.60,,0.0,79.60,4,79.80,29,23.27,
聯華,202130,99,4156014,20.60,20.65,20.50,20.65,+,0.05,20.60,20,20.65,6,12.44,
聯華食,185156,127,5869860,31.25,31.90,31.25,31.75,+,0.5,31.70,4,31.80,1,12.26,
大統益,32574,30,2599720,79.70,79.90,79.70,79.90,+,0.1,79.80,34,79.90,1,15.13,
天仁,21100,19,789042,37.50,37.50,37.30,37.30,-,0.15,37.20,6,37.60,2,16.95,
黑松,277500,115,8846249,31.65,32.00,31.65,31.90,+,0.3,31.90,4,31.95,5,21.85,
