證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,6589141,"2,982",239537154,36.10,36.50,36.10,36.40,+,0.65,36.35,237,36.40,844,27.16,
亞泥,1407629,956,39429701,27.60,28.25,27.60,27.85,+,0.35,27.85,116,27.90,117,48.86,
嘉泥,187795,108,1687256,8.94,9.04,8.93,9.02,+,0.03,8.99,3,9.02,18,128.86,
環泥,148100,122,3518859,23.80,23.85,23.70,23.70,,0.0,23.70,17,23.75,21,9.12,
幸福,53011,30,489531,9.25,9.25,9.23,9.25,+,0.03,9.24,2,9.25,28,10.76,
信大,58909,31,613362,10.40,10.45,10.30,10.40,,0.0,10.30,14,10.35,30,52.00,
東泥,366360,29,5717294,15.55,15.70,15.35,15.45,+,0.05,15.35,3,15.45,5,40.66,
味全,904917,419,17025738,18.80,19.00,18.70,18.80,+,0.05,18.75,27,18.80,11,0.00,
味王,89605,38,1923231,21.40,21.95,21.35,21.40,+,0.05,21.40,4,21.60,4,20.19,
大成,1124132,589,30017245,26.60,26.85,26.55,26.65,+,0.15,26.65,8,26.75,6,13.39,
大飲,16013,14,255005,16.00,16.00,15.85,15.95,+,0.05,15.85,1,15.95,4,46.91,
卜蜂,1310119,562,51155005,39.00,39.25,38.85,38.85,-,0.1,38.85,3,39.00,36,10.91,
統一,7297050,"3,761",432388947,59.60,59.90,58.60,58.80,+,0.1,58.80,103,58.90,53,23.06,
愛之味,632933,162,5030447,7.99,7.99,7.93,7.95,+,0.03,7.94,25,7.95,118,46.76,
泰山,2828380,874,42901993,15.10,15.35,15.00,15.25,+,0.4,15.20,30,15.25,50,18.83,
福壽,10088,10,152830,15.15,15.15,15.15,15.15,-,0.15,15.15,11,15.30,4,29.71,
台榮,54011,32,598072,11.10,11.15,11.00,11.15,+,0.05,11.10,1,11.15,15,11.15,
福懋油,86003,46,4310750,49.80,50.50,49.80,50.20,+,0.1,50.00,1,50.30,1,15.59,
佳格,922223,722,72326595,78.00,78.60,77.90,78.50,+,1.3,78.40,49,78.50,2,22.62,
聯華,1312348,517,27536271,20.75,21.10,20.75,21.10,+,0.45,21.10,31,21.15,37,13.88,
聯華食,118014,66,3523166,30.00,30.00,29.75,29.85,+,0.05,29.85,5,29.90,1,10.33,
大統益,34050,27,2734725,80.20,80.80,80.10,80.20,,0.0,80.20,11,80.30,1,13.69,
天仁,12397,17,460326,37.00,37.20,37.00,37.15,+,0.15,37.00,26,37.15,1,16.15,
黑松,136149,75,4440173,32.90,33.00,32.40,32.50,+,0.1,32.50,2,32.65,2,11.78,
興泰,18414,20,434128,23.55,23.70,23.40,23.55,+,0.1,23.55,2,23.60,1,6.33,
宏亞,11260,11,217017,19.30,19.30,19.20,19.20,-,0.1,19.20,6,19.30,9,45.71,
