證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,4980345,"2,365",184873815,37.30,37.35,36.90,37.10,+,0.25,37.05,69,37.10,166,21.70,
亞泥,6894577,"3,109",191607029,27.75,28.00,27.50,27.95,-,0.1,27.90,104,27.95,94,33.67,
嘉泥,1859756,666,16721614,8.83,9.12,8.81,9.06,+,0.17,9.06,70,9.07,17,11.62,
環泥,418625,212,10363284,24.85,24.90,24.60,24.75,,0.0,24.70,27,24.75,17,9.30,
幸福,305102,122,2849429,9.27,9.36,9.27,9.35,+,0.08,9.35,1,9.36,21,11.27,
信大,22800,13,227668,9.95,10.00,9.95,9.96,+,0.01,9.96,5,10.00,17,27.67,
東泥,16451,9,248015,15.10,15.10,15.00,15.05,-,0.05,15.00,30,15.10,29,57.88,
味全,751532,371,13643925,18.20,18.25,18.05,18.15,+,0.1,18.15,19,18.20,6,0.00,
味王,24040,12,540191,22.50,22.50,22.30,22.45,,0.0,22.30,3,22.50,14,21.38,
大成,2544255,"1,215",74406096,29.20,29.45,29.05,29.25,-,0.2,29.25,21,29.30,64,12.61,
大飲,25157,17,418755,16.70,16.75,16.55,16.70,,0.0,16.60,7,16.65,1,151.82,
卜蜂,1700137,973,78032737,45.95,46.30,45.70,45.75,-,0.15,45.75,8,45.80,2,11.49,
統一,10665805,"4,763",584070976,54.60,55.10,54.50,54.50,,0.0,54.50,"2,316",54.60,59,20.96,
愛之味,1616030,536,12039774,7.33,7.53,7.30,7.50,+,0.2,7.50,17,7.51,20,0.00,
泰山,737415,222,11671705,15.85,15.90,15.75,15.80,-,0.05,15.80,237,15.85,32,16.81,
福壽,125883,22,1952546,15.60,15.65,15.50,15.55,,0.0,15.50,4,15.55,17,28.27,
台榮,124001,48,1344910,10.95,10.95,10.80,10.90,,0.0,10.80,2,10.90,14,11.98,
福懋油,34437,25,1541290,44.60,44.90,44.20,44.90,+,0.3,44.70,3,44.90,1,13.32,
佳格,364389,331,27538932,75.60,75.80,75.30,75.30,-,0.3,75.30,76,75.60,48,26.33,
聯華,1163953,644,25726916,22.00,22.20,22.00,22.10,+,0.1,22.10,58,22.15,44,11.57,
聯華食,239579,141,7452434,31.20,31.35,30.80,30.90,-,0.1,30.90,5,30.95,1,11.12,
大統益,22711,35,1914077,84.20,84.30,84.20,84.30,+,0.3,84.20,5,84.30,56,15.82,
天仁,36267,17,1327671,36.60,36.70,36.60,36.60,,0.0,36.60,3,36.70,1,16.94,
黑松,81018,44,2615880,32.40,32.40,32.20,32.30,-,0.1,32.20,46,32.30,19,12.33,
