證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,8770491,"4,039",272610609,30.40,31.45,30.40,31.30,+,1.35,31.25,133,31.30,120,22.20,
亞泥,5899948,"2,771",151257805,25.25,25.80,25.20,25.75,+,0.95,25.70,121,25.75,60,24.07,
嘉泥,111805,94,939944,8.40,8.44,8.38,8.39,-,0.02,8.39,21,8.41,1,24.68,
環泥,259520,143,5210981,20.20,20.20,20.00,20.10,+,0.1,20.05,12,20.10,29,8.55,
幸福,174054,54,1773945,10.10,10.25,10.10,10.20,+,0.1,10.15,77,10.20,65,9.90,
信大,19583,8,198788,10.10,10.20,10.10,10.20,+,0.1,10.10,111,10.15,3,0.00,
東泥,52499,29,806283,15.50,15.70,15.20,15.45,-,0.05,15.40,1,15.50,5,38.63,
味全,1084005,335,21970047,20.25,20.45,20.15,20.15,-,0.05,20.15,17,20.20,36,0.00,
味王,30532,18,665814,21.90,21.95,21.75,21.75,+,0.15,21.70,7,21.75,5,21.75,
大成,1673409,868,43871912,26.30,26.45,26.10,26.15,-,0.1,26.10,75,26.15,60,19.23,
大飲,134001,97,2648769,20.00,20.00,19.60,19.60,-,0.3,19.55,5,19.60,5,98.00,
卜蜂,1899946,760,62111084,32.85,33.10,32.35,32.70,-,0.1,32.70,50,32.75,31,11.39,
統一,13120165,"4,624",846639249,64.00,65.00,63.90,65.00,+,1.1,64.80,1,65.00,"1,440",26.10,
愛之味,637247,230,5211252,8.12,8.22,8.12,8.20,+,0.1,8.19,8,8.20,8,51.25,
泰山,418505,149,5539780,13.10,13.30,13.10,13.30,+,0.05,13.25,41,13.30,63,24.18,
福壽,14355,14,216775,15.20,15.20,15.05,15.05,-,0.1,15.05,46,15.10,4,41.81,
台榮,61002,27,664220,10.90,10.95,10.80,10.90,,0.0,10.85,6,10.90,17,12.53,
福懋油,981038,76,38092364,38.60,39.70,38.60,38.85,-,0.1,38.85,31,38.90,22,13.68,
佳格,1527111,"1,073",123369157,80.30,81.50,80.10,81.20,+,1.6,81.00,27,81.20,34,23.74,
聯華,411595,270,8553354,20.70,20.85,20.65,20.85,+,0.15,20.80,5,20.85,54,12.56,
聯華食,211766,141,6760428,32.40,32.40,31.50,31.50,-,0.2,31.45,13,31.50,3,12.16,
大統益,30227,26,2411200,79.60,79.90,79.60,79.80,,0.0,79.80,34,79.90,14,15.11,
天仁,101125,48,3770087,37.15,37.80,37.05,37.50,+,0.35,37.45,1,37.50,1,17.05,
黑松,407301,138,12996401,31.85,32.10,31.80,31.85,+,0.1,31.85,4,32.00,17,21.82,
興泰,30224,15,726201,24.15,24.15,24.00,24.10,+,0.3,23.80,2,24.10,11,10.86,
宏亞,4009,13,79971,20.00,20.00,19.90,19.90,-,0.3,19.95,3,20.20,7,34.91,
鮮活果汁-KY,47004,45,5526968,119.00,120.50,115.00,116.00,-,3.0,116.00,2,117.00,5,15.55,
綠悅-KY,868820,679,141778250,161.00,164.50,161.00,163.00,+,2.0,162.50,172,163.00,7,15.09,
台塑,7251584,"3,357",576527707,78.90,79.90,78.70,79.90,+,1.4,79.80,62,79.90,258,15.42,
南亞,6838141,"2,846",428102300,62.30,62.80,62.00,62.80,+,1.1,62.70,191,62.80,90,15.02,
台聚,989264,518,12412603,12.40,12.65,12.40,12.65,+,0.25,12.60,8,12.65,100,13.46,
華夏,1587075,774,23816606,15.00,15.10,14.95,15.00,+,0.05,15.00,18,15.05,22,8.98,
三芳,171019,107,6522873,38.35,38.40,38.00,38.15,+,0.1,38.10,6,38.15,3,12.27,
亞聚,363465,241,6266917,17.25,17.35,17.10,17.35,+,0.25,17.30,18,17.35,15,16.84,
台達化,239971,113,1768861,7.40,7.42,7.32,7.37,-,0.01,7.37,1,7.39,1,67.00,
台苯,1847114,721,28928562,15.55,15.80,15.50,15.60,+,0.15,15.60,114,15.65,11,7.65,
國喬,4804520,"1,574",73168874,15.20,15.30,15.15,15.25,+,0.15,15.25,258,15.30,123,7.94,
國喬特,0,0,0,--,--,--,--,,0.0,23.25,3,23.50,1,0.00,
聯成,828042,402,7519725,9.00,9.15,8.99,9.11,+,0.06,9.08,2,9.11,5,0.00,
中石化,2038834,923,15393166,7.56,7.57,7.52,7.55,+,0.01,7.55,46,7.56,58,0.00,
達新,49000,14,1194850,24.45,24.55,24.30,24.50,+,0.15,24.30,6,24.50,1,16.67,
上曜,266112,68,3038824,11.55,11.60,11.30,11.30,-,0.15,11.30,10,11.35,6,0.00,
東陽,2304156,"1,394",107413604,46.70,47.00,46.25,46.75,+,0.2,46.70,4,46.75,6,14.56,
大洋,25000,8,642900,25.75,25.80,25.65,25.80,+,0.05,25.65,3,25.80,5,151.76,
永裕,916251,522,31809083,35.40,35.70,34.05,34.30,-,0.35,34.25,11,34.40,1,12.56,
地球,18669,12,206059,11.05,11.10,11.00,11.10,,0.0,11.00,20,11.10,1,12.20,
恆大,9118,10,177739,19.45,19.55,19.45,19.55,,0.0,19.50,12,19.55,2,16.85,
台化,8976231,"5,164",754001304,82.40,84.80,82.10,84.50,+,2.4,84.10,136,84.50,175,15.04,
再生-KY,1164389,553,22490201,19.15,19.50,19.15,19.35,+,0.3,19.30,46,19.35,24,11.52,
廣華-KY,643166,526,74261252,117.00,117.50,114.50,115.00,-,1.0,115.00,27,115.50,3,12.62,
昭輝,106200,90,4731560,44.80,44.85,44.30,44.70,+,0.1,44.55,1,44.70,2,10.28,
勝悅-KY,256530,182,16058825,62.80,63.10,62.10,62.80,+,0.2,62.80,1,62.90,4,8.18,
