證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,5331895,"2,460",139210353,26.20,26.25,26.00,26.10,+,0.1,26.10,144,26.15,16,14.66,
亞泥,2791276,"1,388",71220077,25.60,25.80,25.35,25.55,-,0.15,25.55,42,25.60,161,13.04,
嘉泥,137130,66,1236141,9.02,9.07,8.99,9.04,-,0.06,8.99,6,9.04,4,0.00,
環泥,139887,100,2930937,21.40,21.40,20.85,20.90,-,0.4,20.85,1,20.90,1,10.40,
幸福,130624,58,1276794,9.82,9.82,9.72,9.80,-,0.02,9.73,9,9.80,14,8.24,
信大,19000,7,188100,9.90,9.90,9.90,9.90,,0.0,9.81,1,9.90,24,247.50,
東泥,73000,26,1027800,14.15,14.25,13.90,14.20,+,0.1,14.00,4,14.20,11,83.53,
味全,610007,286,10264576,16.70,17.10,16.70,16.80,-,0.1,16.80,25,16.85,22,0.00,
味王,51092,34,1172226,22.90,23.25,22.60,22.70,-,0.1,22.65,1,22.70,3,13.93,
大成,1369133,606,27193003,20.20,20.20,19.60,19.80,-,0.3,19.65,4,19.80,7,22.76,
大飲,23001,18,346965,14.80,15.45,14.80,15.25,+,0.45,14.85,1,15.25,1,34.66,
卜蜂,372521,205,8237586,22.20,22.35,21.90,21.95,-,0.15,21.90,27,21.95,22,8.38,
統一,15302373,"6,109",781315770,52.20,52.40,50.30,51.00,-,0.9,50.90,17,51.00,583,20.00,
愛之味,1621423,592,13391258,8.32,8.43,8.10,8.10,-,0.14,8.10,87,8.11,1,90.00,
泰山,634481,147,7448222,11.80,11.85,11.65,11.70,+,0.05,11.70,54,11.75,6,55.71,
福壽,7305,11,107199,14.65,14.70,14.65,14.70,,0.0,14.65,2,14.70,19,37.69,
台榮,31001,10,326710,10.55,10.55,10.45,10.55,,0.0,10.55,1,10.60,9,22.45,
福懋油,20964,20,538916,25.35,26.00,25.35,26.00,+,0.35,25.65,3,26.00,10,34.67,
佳格,816787,565,62912122,77.10,77.70,76.50,77.00,-,0.1,76.60,5,77.00,17,22.92,
聯華,469524,233,8741268,18.65,18.70,18.55,18.60,-,0.05,18.55,38,18.60,4,11.14,
聯華食,92779,61,2558704,27.25,27.75,27.25,27.35,-,0.15,27.35,4,27.50,2,10.85,
大統益,60300,49,4437600,74.00,74.10,73.20,73.40,-,0.6,73.50,2,73.70,3,10.72,
天仁,14000,14,497000,35.50,35.50,35.50,35.50,,0.0,35.50,7,35.90,1,17.40,
黑松,37280,50,1171486,31.45,31.50,31.30,31.45,+,0.05,31.30,6,31.45,15,19.53,
興泰,63320,12,1203362,19.00,19.25,19.00,19.25,+,0.15,19.10,4,19.25,8,0.00,
宏亞,19009,26,397498,20.80,21.00,20.75,21.00,+,0.9,20.40,1,21.00,5,23.60,
