證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,8052267,"2,758",292598985,36.25,36.50,36.10,36.25,,0.0,36.25,170,36.30,49,27.05,
亞泥,7029056,"2,642",201327790,29.15,29.15,28.35,28.35,X,0.0,28.35,242,28.45,185,49.74,
嘉泥,307688,190,2766961,8.99,9.03,8.89,9.03,+,0.05,8.95,3,9.03,10,129.00,
環泥,297361,156,7168389,24.10,24.30,24.00,24.20,+,0.05,24.10,1,24.20,132,9.31,
幸福,91900,35,857564,9.32,9.37,9.32,9.32,-,0.06,9.32,23,9.33,4,10.84,
信大,132623,46,1417503,10.85,10.85,10.60,10.70,,0.0,10.65,7,10.70,5,53.50,
東泥,309280,13,4746533,15.20,15.35,15.20,15.35,-,0.05,15.15,1,15.25,10,40.39,
味全,447322,236,8659893,19.25,19.60,19.25,19.25,,0.0,19.25,165,19.30,6,0.00,
味王,281145,142,6292436,22.45,22.45,22.35,22.35,,0.0,22.35,51,22.40,4,21.08,
大成,2138348,997,57555037,27.00,27.20,26.70,26.95,-,0.05,26.95,34,27.00,58,13.54,
大飲,41006,38,651396,16.05,16.05,15.80,16.00,,0.0,15.85,2,16.00,5,47.06,
卜蜂,2061105,854,80074432,38.40,39.30,38.10,38.90,+,0.5,38.80,3,38.90,26,10.93,
統一,14063950,"5,612",846450120,61.40,61.70,59.60,60.00,-,1.4,59.80,71,60.00,"1,090",23.53,
愛之味,493852,189,3956206,8.02,8.03,8.00,8.02,+,0.01,8.01,14,8.02,38,47.18,
泰山,2948791,849,44893515,15.40,15.40,15.05,15.10,-,0.3,15.10,241,15.20,8,18.64,
福壽,36120,26,551083,15.20,15.30,15.20,15.30,-,0.05,15.25,12,15.35,6,30.00,
台榮,186198,88,2060428,11.20,11.20,11.00,11.05,-,0.15,10.95,23,11.05,1,11.05,
福懋油,15820,70,782183,49.40,49.70,49.20,49.55,-,0.05,49.50,1,49.55,1,15.39,
佳格,1503474,819,117506805,77.90,78.70,77.10,78.30,,0.0,78.20,9,78.30,9,22.56,
聯華,996312,499,20815302,20.85,21.00,20.75,21.00,+,0.15,20.90,2,21.00,145,13.82,
聯華食,187927,142,5614260,30.10,30.10,29.75,29.80,-,0.2,29.80,3,29.85,3,10.31,
