證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
台泥,6695646,"3,232",201426551,29.80,30.40,29.70,30.20,+,0.2,30.20,168,30.25,2,19.36,
亞泥,3834513,"2,416",102253762,26.80,26.90,26.55,26.55,-,0.25,26.55,238,26.60,10,18.31,
嘉泥,237002,61,2087226,8.80,8.86,8.78,8.85,+,0.03,8.81,4,8.86,1,26.03,
環泥,207877,110,4150798,20.00,20.05,19.85,20.00,+,0.15,19.95,26,20.00,63,9.01,
幸福,64983,27,657016,10.10,10.15,10.10,10.15,+,0.05,10.10,30,10.15,8,8.75,
信大,30000,4,300250,10.05,10.05,10.00,10.00,,0.0,10.00,26,10.10,3,200.00,
東泥,438000,46,6325850,14.45,14.70,14.15,14.40,-,0.2,14.25,9,14.40,5,57.60,
味全,528718,358,10508113,19.80,19.95,19.80,19.85,+,0.05,19.85,22,19.95,33,0.00,
味王,115002,29,2479792,21.50,21.60,21.50,21.60,+,0.1,21.50,20,21.60,1,19.29,
大成,1143104,715,25652315,22.15,22.60,22.05,22.45,+,0.3,22.40,4,22.45,3,16.51,
大飲,12002,13,211134,17.70,17.70,17.50,17.70,,0.0,17.65,3,17.75,2,55.31,
卜蜂,2350412,"1,048",66225212,27.70,28.40,27.55,28.35,+,0.7,28.30,4,28.35,23,9.88,
統一,4837681,"2,130",272512163,56.30,56.60,56.10,56.60,+,0.1,56.50,9,56.60,143,22.82,
愛之味,564605,227,4413962,7.74,8.00,7.70,7.85,+,0.1,7.85,18,7.86,11,78.50,
泰山,277812,183,3430516,12.20,12.45,12.20,12.45,+,0.25,12.40,16,12.45,19,34.58,
福壽,961375,27,15835125,15.10,15.10,15.00,15.10,+,0.05,15.05,3,15.10,4,48.71,
台榮,26000,10,272800,10.50,10.50,10.40,10.50,,0.0,10.40,6,10.50,17,15.67,
福懋油,945430,8,31996522,31.30,31.30,31.30,31.30,+,0.5,30.70,1,31.45,2,12.27,
佳格,1161344,818,89724797,77.60,77.80,76.90,76.90,-,1.1,76.90,10,77.00,21,22.49,
聯華,252349,136,5051930,20.10,20.10,19.95,20.05,,0.0,20.00,34,20.05,2,12.61,
聯華食,102419,47,2985673,29.30,29.60,29.05,29.10,-,0.1,29.10,6,29.15,12,12.07,
