Date,Open,High,Low,Close,Adj Close,Volume
1993-12-03,1018.7299800000001,1027.410034,1018.7299800000001,1023.919983,1023.919983,0.0
1993-12-06,1027.680054,1041.109985,1027.680054,1041.109985,1041.109985,0.0
1993-12-07,1046.089966,1063.25,1046.089966,1063.25,1063.25,0.0
1993-12-08,1064.800049,1071.02002,1060.25,1060.790039,1060.790039,0.0
1993-12-09,1059.939941,1067.339966,1058.180054,1067.339966,1067.339966,0.0
1993-12-10,1069.609985,1082.589966,1069.609985,1075.849976,1075.849976,0.0
1993-12-13,1082.72998,1097.97998,1080.22998,1090.349976,1090.349976,0.0
1993-12-14,1092.75,1096.609985,1085.640015,1092.660034,1092.660034,0.0
1993-12-15,1104.459961,1119.829956,1104.459961,1116.089966,1116.089966,0.0
1993-12-16,1119.47998,1120.400024,1104.339966,1112.589966,1112.589966,0.0
1993-12-17,1117.030029,1117.030029,1107.290039,1109.530029,1109.530029,0.0
1993-12-20,1116.550049,1117.839966,1097.650024,1098.079956,1098.079956,0.0
1993-12-21,1097.859985,1103.689941,1093.050049,1096.609985,1096.609985,0.0
1993-12-22,1101.709961,1126.540039,1101.709961,1121.380005,1121.380005,0.0
1993-12-23,1126.050049,1152.23999,1126.050049,1152.23999,1152.23999,0.0
1993-12-24,1158.550049,1178.459961,1154.640015,1178.459961,1178.459961,0.0
1993-12-27,1184.949951,1206.800049,1184.949951,1205.280029,1205.280029,0.0
1993-12-28,1209.050049,1225.25,1202.069946,1223.050049,1223.050049,0.0
1993-12-29,1226.180054,1243.699951,1226.180054,1231.859985,1231.859985,0.0
1993-12-30,1239.949951,1242.650024,1216.589966,1231.72998,1231.72998,0.0
1993-12-31,1233.97998,1275.319946,1233.97998,1275.319946,1275.319946,0.0
1994-01-03,1278.609985,1290.859985,1273.630005,1288.849976,1288.849976,0.0
1994-01-04,1292.550049,1320.550049,1289.719971,1313.349976,1313.349976,0.0
1994-01-05,1321.51001,1332.040039,1314.459961,1314.459961,1314.459961,0.0
1994-01-06,1306.930054,1306.930054,1248.689941,1248.689941,1248.689941,0.0
1994-01-07,1245.27002,1245.27002,1180.959961,1190.72998,1190.72998,0.0
1994-01-10,1200.650024,1220.640015,1200.650024,1206.75,1206.75,0.0
1994-01-11,1208.689941,1208.689941,1139.550049,1139.550049,1139.550049,0.0
1994-01-12,1134.310059,1134.310059,1015.1400150000001,1066.219971,1066.219971,0.0
1994-01-13,1071.290039,1083.48999,1005.9400019999999,1029.170044,1029.170044,0.0
1994-01-14,1057.23999,1134.140015,1057.23999,1134.140015,1134.140015,0.0
1994-01-17,1140.359985,1140.359985,1099.780029,1104.140015,1104.140015,0.0
1994-01-18,1103.040039,1116.609985,1085.560059,1110.219971,1110.219971,0.0
1994-01-19,1113.390015,1113.390015,1081.040039,1081.780029,1081.780029,0.0
1994-01-20,1080.790039,1080.790039,1045.97998,1053.209961,1053.209961,0.0
1994-01-21,1054.359985,1078.72998,1053.109985,1063.76001,1063.76001,0.0
1994-01-24,1067.890015,1081.339966,1064.550049,1064.550049,1064.550049,0.0
1994-01-25,1061.410034,1061.410034,1011.7999880000001,1011.7999880000001,1011.7999880000001,0.0
1994-01-26,1006.1900019999999,1029.310059,967.919983,1029.310059,1029.310059,0.0
1994-01-27,1034.939941,1074.23999,1030.699951,1074.23999,1074.23999,0.0
1994-01-28,1081.810059,1095.5,1075.560059,1090.060059,1090.060059,0.0
1994-01-31,1092.530029,1109.140015,1091.359985,1106.98999,1106.98999,0.0
1994-02-01,,,,,,
1994-02-02,1114.319946,1151.630005,1114.319946,1148.040039,1148.040039,0.0
1994-02-03,1151.640015,1158.130005,1150.209961,1150.209961,1150.209961,0.0
1994-02-04,1155.150024,1155.150024,1143.880005,1147.319946,1147.319946,0.0
1994-02-07,1132.680054,1132.680054,1091.050049,1094.02002,1094.02002,0.0
1994-02-08,1100.02002,1117.420044,1100.02002,1108.719971,1108.719971,0.0
1994-02-09,,,,,,
1994-02-10,,,,,,
1994-02-11,,,,,,
1994-02-14,1110.119995,1110.119995,1092.040039,1093.300049,1093.300049,0.0
1994-02-15,1092.97998,1092.97998,1083.069946,1087.209961,1087.209961,0.0
1994-02-16,1094.609985,1099.780029,1081.130005,1081.130005,1081.130005,0.0
1994-02-17,1080.609985,1085.01001,1072.140015,1072.140015,1072.140015,0.0
1994-02-18,1070.869995,1091.579956,1065.01001,1086.72998,1086.72998,0.0
1994-02-21,1086.430054,1092.849976,1085.630005,1086.910034,1086.910034,0.0
1994-02-22,1094.119995,1115.790039,1094.119995,1104.449951,1104.449951,0.0
1994-02-23,1109.180054,1141.050049,1109.180054,1141.050049,1141.050049,0.0
